Library_Name,Old_Version,New_Version,Class_Name,Member_Name,Change_Type,Description,Binary_Compatible,Source_Compatible,Is_Transitive,Depth,Direct_Parent_Dependency,Direct_Dependency_Old_Version,Direct_Dependency_New_Version,Release_Type,Usage_Location,Usage_Line,Usage_Context,Usage_Type
com.fasterxml.jackson.core:jackson-databind,2.13.5,2.20.0,com.fasterxml.jackson.databind.SerializationConfig,SerializationConfig,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED; ANNOTATION_REMOVED,false,false,false,1,com.fasterxml.jackson.core:jackson-databind,,,MINOR,C:\Users\tyin363\Documents\repos\642933588__jiron-cloud\jiron-common\jiron-common-translation\src\main\java\com\jiron\common\translation\core\handler\TranslationBeanSerializerModifier.java,18,com.fasterxml.jackson.databind.SerializationConfig,ClassOrInterfaceType
