project,submodule,library_name,version_selected,conflicting_version,depth_selected,depth_conflicting,scope_selected,scope_conflicting,conflict_type
kafdrop,kafdrop,com.google.code.gson:gson,2.11.0,2.8.9,2,2,compile,compile,version_managed
kafdrop,kafdrop,com.google.errorprone:error_prone_annotations,2.18.0,2.27.0,2,3,compile,compile,omitted_conflict
kafdrop,kafdrop,org.apache.avro:avro,1.12.0,1.11.4,1,2,compile,compile,omitted_conflict
kafdrop,kafdrop,commons-codec:commons-codec,1.17.2,1.16.1,3,3,compile,compile,version_managed
kafdrop,kafdrop,com.fasterxml.jackson.dataformat:jackson-dataformat-csv,2.18.3,2.16.0,3,3,compile,compile,version_managed
kafdrop,kafdrop,org.yaml:snakeyaml,2.3,2.0,2,2,compile,compile,version_managed
kafdrop,kafdrop,org.apache.kafka:kafka-clients,3.8.1,7.9.1-ccs,2,2,compile,compile,version_managed
kafdrop,kafdrop,org.apache.avro:avro,1.12.0,1.11.4,1,2,compile,compile,omitted_conflict
kafdrop,kafdrop,com.fasterxml.jackson.core:jackson-databind,2.18.3,2.16.0,2,2,compile,compile,version_managed
kafdrop,kafdrop,com.google.protobuf:protobuf-java-util,3.25.7,3.25.5,1,2,compile,compile,omitted_conflict
kafdrop,kafdrop,org.jetbrains.kotlin:kotlin-stdlib,1.9.25,1.9.10,3,3,compile,compile,version_managed
kafdrop,kafdrop,com.google.protobuf:protobuf-java,3.25.7,3.25.5,1,3,compile,compile,omitted_conflict
kafdrop,kafdrop,com.google.protobuf:protobuf-java-util,3.25.7,3.25.5,1,2,compile,compile,omitted_conflict
kafdrop,kafdrop,com.squareup.okio:okio-jvm,3.4.0,3.9.0,3,4,compile,compile,omitted_conflict
kafdrop,kafdrop,org.jetbrains.kotlin:kotlin-reflect,1.9.25,2.0.0,5,5,runtime,runtime,version_managed
kafdrop,kafdrop,com.squareup.okio:okio-jvm,3.4.0,3.9.0,3,4,compile,compile,omitted_conflict
kafdrop,kafdrop,org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.9.25,1.8.0,4,4,compile,compile,version_managed
kafdrop,kafdrop,org.jetbrains.kotlin:kotlin-stdlib-common,1.9.25,1.8.0,4,4,compile,compile,version_managed
kafdrop,kafdrop,org.jetbrains:annotations,17.0.0,13.0,3,4,compile,compile,omitted_conflict
kafdrop,kafdrop,com.google.protobuf:protobuf-java,3.25.7,3.23.2,1,4,compile,compile,omitted_conflict
kafdrop,kafdrop,com.google.protobuf:protobuf-java,3.25.7,3.25.5,1,3,compile,compile,omitted_conflict
kafdrop,kafdrop,com.google.protobuf:protobuf-java-util,3.25.7,3.25.5,1,2,compile,compile,omitted_conflict
kafdrop,kafdrop,com.fasterxml.jackson.core:jackson-core,2.18.3,2.17.2,2,2,compile,compile,version_managed
kafdrop,kafdrop,org.apache.commons:commons-compress,1.26.1,1.26.2,2,2,compile,compile,omitted_conflict
kafdrop,kafdrop,org.slf4j:slf4j-api,2.0.17,2.0.13,2,2,compile,compile,version_managed
kafdrop,kafdrop,org.jboss.logging:jboss-logging,3.6.1.Final,3.4.3.Final,3,3,compile,compile,version_managed
kafdrop,kafdrop,com.fasterxml:classmate,1.7.0,1.5.1,3,3,compile,compile,version_managed
kafdrop,kafdrop,jakarta.websocket:jakarta.websocket-api,2.1.1,2.1.0,3,3,compile,compile,version_managed
kafdrop,kafdrop,jakarta.websocket:jakarta.websocket-client-api,2.1.1,2.1.0,3,3,compile,compile,version_managed
kafdrop,kafdrop,com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.18.3,2.18.2,5,5,compile,compile,version_managed
kafdrop,kafdrop,net.bytebuddy:byte-buddy,1.15.11,1.14.18,3,3,test,test,version_managed
kafdrop,kafdrop,net.bytebuddy:byte-buddy-agent,1.15.11,1.15.4,3,3,test,test,version_managed
kafdrop,kafdrop,org.apache.commons:commons-compress,1.26.1,1.24.0,2,2,compile,test,omitted_conflict
kafdrop,kafdrop,org.hamcrest:hamcrest-core,2.2,1.3,3,3,test,test,version_managed
