Library_Name,Old_Version,New_Version,Class_Name,Member_Name,Change_Type,Description,Binary_Compatible,Source_Compatible,Is_Transitive,Depth,Direct_Parent_Dependency,Release_Type,Is_Used_In_Client
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.BaseCallableStatement,org.mariadb.jdbc.BaseCallableStatement,CLASS_CHANGE,FIELD_REMOVED_IN_SUPERCLASS,false,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.BaseCallableStatement,BaseCallableStatement,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED,false,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.BasePreparedStatement,org.mariadb.jdbc.BasePreparedStatement,CLASS_CHANGE,FIELD_REMOVED_IN_SUPERCLASS,false,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.BasePreparedStatement,canCachePrepStmts,FIELD_CHANGE,FIELD_REMOVED,false,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.BasePreparedStatement,BasePreparedStatement,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED,false,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.client.impl.ReplayClient,org.mariadb.jdbc.client.impl.ReplayClient,CLASS_CHANGE,METHOD_REMOVED_IN_SUPERCLASS,false,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.client.impl.StandardClient,sslWrapper,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.ClientPreparedStatement,org.mariadb.jdbc.ClientPreparedStatement,CLASS_CHANGE,FIELD_REMOVED_IN_SUPERCLASS,false,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.ClientPreparedStatement,ClientPreparedStatement,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED,false,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.Configuration$Builder,build,METHOD_CHANGE,METHOD_NO_LONGER_THROWS_CHECKED_EXCEPTION,true,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.FunctionStatement,org.mariadb.jdbc.FunctionStatement,CLASS_CHANGE,FIELD_REMOVED_IN_SUPERCLASS,false,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.FunctionStatement,FunctionStatement,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED,false,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.plugin.authentication.AuthenticationPluginLoader,AuthenticationPluginLoader,CONSTRUCTOR_CHANGE,CONSTRUCTOR_LESS_ACCESSIBLE,false,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.plugin.codec.LocalDateTimeCodec,parseTimestamp,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.plugin.credential.CredentialPluginLoader,get,METHOD_CHANGE,METHOD_NO_LONGER_THROWS_CHECKED_EXCEPTION,true,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
org.mariadb.jdbc:mariadb-java-client,3.5.1,3.5.2,org.mariadb.jdbc.ProcedureStatement,org.mariadb.jdbc.ProcedureStatement,CLASS_CHANGE,FIELD_REMOVED_IN_SUPERCLASS,false,false,false,1,org.mariadb.jdbc:mariadb-java-client,PATCH,false
