Repo,Submodule,LOC,Dependencies
hs-web__hsweb-framework,C:\Users\tyin363\Documents\repos\hs-web__hsweb-framework\hsweb-system\hsweb-system-authorization\hsweb-system-authorization-default,2084,1550
hs-web__hsweb-framework,C:\Users\tyin363\Documents\repos\hs-web__hsweb-framework\hsweb-system\hsweb-system-authorization\hsweb-system-authorization-oauth2,240,1547
hs-web__hsweb-framework,C:\Users\tyin363\Documents\repos\hs-web__hsweb-framework\hsweb-system\hsweb-system-dictionary,871,1540
hs-web__hsweb-framework,C:\Users\tyin363\Documents\repos\hs-web__hsweb-framework\hsweb-system\hsweb-system-file,390,1543
hub4j__github-api,C:\Users\tyin363\Documents\repos\hub4j__github-api,62384,1540
iczelia__kamilalisp,C:\Users\tyin363\Documents\repos\iczelia__kamilalisp,186569,22
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\core,74982,36
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\apple,737,3
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\battleships,1031,2
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\fastpath,7436,2
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\fileupload,345,3
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\flashing,479,2
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\growl,273,3
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\jingle,2502,3
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\meet,1188,3
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\otr,1362,3
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\reversi,1476,2
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\roar,1940,2
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\sip,21333,3
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\spelling,719,4
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\systemtray,292,3
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\tictactoe,1247,2
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\transferguard,620,2
igniterealtime__Spark,C:\Users\tyin363\Documents\repos\igniterealtime__Spark\plugins\translator,493,4
imglib__imglib2,C:\Users\tyin363\Documents\repos\imglib__imglib2,159957,697
imixs__imixs-workflow,C:\Users\tyin363\Documents\repos\imixs__imixs-workflow\imixs-workflow-core,17540,13
imixs__imixs-workflow,C:\Users\tyin363\Documents\repos\imixs__imixs-workflow\imixs-workflow-engine,20078,12
imixs__imixs-workflow,C:\Users\tyin363\Documents\repos\imixs__imixs-workflow\imixs-workflow-faces,2585,11
imixs__imixs-workflow,C:\Users\tyin363\Documents\repos\imixs__imixs-workflow\imixs-workflow-index-lucene,1698,16
imixs__imixs-workflow,C:\Users\tyin363\Documents\repos\imixs__imixs-workflow\imixs-workflow-index-solr,1570,12
imixs__imixs-workflow,C:\Users\tyin363\Documents\repos\imixs__imixs-workflow\imixs-workflow-jax-rs,3413,12
influxdata__influxdb-java,C:\Users\tyin363\Documents\repos\influxdata__influxdb-java,14686,11
internetarchive__heritrix3,C:\Users\tyin363\Documents\repos\internetarchive__heritrix3\commons,12854,29
internetarchive__heritrix3,C:\Users\tyin363\Documents\repos\internetarchive__heritrix3\contrib,5357,13
internetarchive__heritrix3,C:\Users\tyin363\Documents\repos\internetarchive__heritrix3\engine,29853,39
internetarchive__heritrix3,C:\Users\tyin363\Documents\repos\internetarchive__heritrix3\modules,33709,24
intoolswetrust__jsignpdf,C:\Users\tyin363\Documents\repos\intoolswetrust__jsignpdf\installcert,258,13
intoolswetrust__jsignpdf,C:\Users\tyin363\Documents\repos\intoolswetrust__jsignpdf\jsignpdf,9745,23
intuit__fuzzy-matcher,C:\Users\tyin363\Documents\repos\intuit__fuzzy-matcher,2946,12
IQSS__dataverse,C:\Users\tyin363\Documents\repos\IQSS__dataverse,262993,1833
IQSS__dataverse,C:\Users\tyin363\Documents\repos\IQSS__dataverse\conf\keycloak\builtin-users-spi,619,8
IQSS__dataverse,C:\Users\tyin363\Documents\repos\IQSS__dataverse\modules\dataverse-spi,223,1722
IQSS__dataverse,C:\Users\tyin363\Documents\repos\IQSS__dataverse\scripts\zipdownload,516,1722
IQSS__dataverse,C:\Users\tyin363\Documents\repos\IQSS__dataverse\target\test-classes\keycloak\builtin-users-spi,619,8
itext__rups,C:\Users\tyin363\Documents\repos\itext__rups,44567,13
itwanger__paicoding,C:\Users\tyin363\Documents\repos\itwanger__paicoding\paicoding-api,4910,1169
itwanger__paicoding,C:\Users\tyin363\Documents\repos\itwanger__paicoding\paicoding-core,5853,1200
itwanger__paicoding,C:\Users\tyin363\Documents\repos\itwanger__paicoding\paicoding-service,17634,1184
itwanger__paicoding,C:\Users\tyin363\Documents\repos\itwanger__paicoding\paicoding-web,14656,1201
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-ant,890,62
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-api,17220,65
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-compiler,11016,81
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-core,16990,69
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-event,5839,74
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-gui,7431,60
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-installer,28407,76
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-maven-plugin,1139,74
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-native-parent\izpack-native-maven-plugin,431,60
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-panel,43537,77
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-test-common,1233,66
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-test-listener,508,61
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-tools,3024,60
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-uninstaller,2439,70
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-util,28216,70
izpack__izpack,C:\Users\tyin363\Documents\repos\izpack__izpack\izpack-wrapper,51,59
jakartaee__cdi,C:\Users\tyin363\Documents\repos\jakartaee__cdi\api,16844,12
jakartaee__cdi,C:\Users\tyin363\Documents\repos\jakartaee__cdi\el,63,6
jakartaee__cdi,C:\Users\tyin363\Documents\repos\jakartaee__cdi\lang-model,2011,2
jar-analyzer__jar-analyzer,C:\Users\tyin363\Documents\repos\jar-analyzer__jar-analyzer,91089,28
jar-analyzer__jar-analyzer,C:\Users\tyin363\Documents\repos\jar-analyzer__jar-analyzer\agent,5317,0
jar-analyzer__jar-analyzer,C:\Users\tyin363\Documents\repos\jar-analyzer__jar-analyzer\test\leak-test,158,0
Jarrettluo__all-docs,C:\Users\tyin363\Documents\repos\Jarrettluo__all-docs,15062,1067
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\core,284265,21
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\ant,1848,3
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\barbecue,1616,7
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\barcode4j,4475,7
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\castor,1112,8
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\chart-customizers,2386,7
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\chart-themes,12695,11
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\charts,38359,12
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\data-adapters,7167,8
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\data-adapters-http,1112,8
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\ejbql,845,5
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\ejbql-j2ee,845,5
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\excel-poi,8077,7
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\fastexcel,554,4
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\functions,2288,3
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\groovy,1386,5
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\hibernate,1380,7
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\hibernate-j2ee,1450,7
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\javascript,1817,5
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\jaxen,938,5
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\jdt,745,4
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\json,10987,7
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\olap,7191,8
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\pdf,11107,5
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\servlets,1579,6
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\servlets-j2ee,1579,6
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\spring,214,6
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\ext\xalan,837,4
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\tools\annotation-processors,805,1
Jaspersoft__jasperreports,C:\Users\tyin363\Documents\repos\Jaspersoft__jasperreports\tools\metadata,402,2
javadev__underscore-java,C:\Users\tyin363\Documents\repos\javadev__underscore-java,23531,5
javadev__underscore-java,C:\Users\tyin363\Documents\repos\javadev__underscore-java\examples,1286,3
javadev__underscore-java,C:\Users\tyin363\Documents\repos\javadev__underscore-java\spring-boot-example,132,1677
javamelody__javamelody,C:\Users\tyin363\Documents\repos\javamelody__javamelody\javamelody-core,54021,40
javamelody__javamelody,C:\Users\tyin363\Documents\repos\javamelody__javamelody\javamelody-for-spring-boot,34,1504
javamelody__javamelody,C:\Users\tyin363\Documents\repos\javamelody__javamelody\javamelody-for-standalone,161,3
javamelody__javamelody,C:\Users\tyin363\Documents\repos\javamelody__javamelody\javamelody-objectfactory,69,0
javamelody__javamelody,C:\Users\tyin363\Documents\repos\javamelody__javamelody\javamelody-offline-viewer,282,3
javamelody__javamelody,C:\Users\tyin363\Documents\repos\javamelody__javamelody\javamelody-spring-boot-starter,820,1511
javamelody__javamelody,C:\Users\tyin363\Documents\repos\javamelody__javamelody\javamelody-swing,15844,9
javaparser__javaparser,C:\Users\tyin363\Documents\repos\javaparser__javaparser\javaparser-core,103997,26
javaparser__javaparser,C:\Users\tyin363\Documents\repos\javaparser__javaparser\javaparser-core-generators,3165,28
javaparser__javaparser,C:\Users\tyin363\Documents\repos\javaparser__javaparser\javaparser-core-metamodel-generator,943,27
javaparser__javaparser,C:\Users\tyin363\Documents\repos\javaparser__javaparser\javaparser-core-serialization,620,30
javaparser__javaparser,C:\Users\tyin363\Documents\repos\javaparser__javaparser\javaparser-symbol-solver-core,26652,30
jborgers__sonar-pmd,C:\Users\tyin363\Documents\repos\jborgers__sonar-pmd\integration-test,655,16
jborgers__sonar-pmd,C:\Users\tyin363\Documents\repos\jborgers__sonar-pmd\integration-test\projects\pmd-avoid-duplicate-literals,7,0
jborgers__sonar-pmd,C:\Users\tyin363\Documents\repos\jborgers__sonar-pmd\integration-test\projects\pmd-extensions,29,0
jborgers__sonar-pmd,C:\Users\tyin363\Documents\repos\jborgers__sonar-pmd\integration-test\projects\pmd-junit-rules,11,1
jborgers__sonar-pmd,C:\Users\tyin363\Documents\repos\jborgers__sonar-pmd\sonar-pmd-lib,854,14
jborgers__sonar-pmd,C:\Users\tyin363\Documents\repos\jborgers__sonar-pmd\sonar-pmd-plugin,2636,23
jboss-modules__jboss-modules,C:\Users\tyin363\Documents\repos\jboss-modules__jboss-modules,29908,5
jcabi__jcabi-aspects,C:\Users\tyin363\Documents\repos\jcabi__jcabi-aspects,7344,86
jcabi__jcabi-aspects,C:\Users\tyin363\Documents\repos\jcabi__jcabi-aspects\src\it\fake-validation,33,89
jcabi__jcabi-aspects,C:\Users\tyin363\Documents\repos\jcabi__jcabi-aspects\src\it\loggable,55,93
jcabi__jcabi-aspects,C:\Users\tyin363\Documents\repos\jcabi__jcabi-aspects\src\it\processor,85,78
jcabi__jcabi-aspects,C:\Users\tyin363\Documents\repos\jcabi__jcabi-aspects\src\it\weaving,333,94
jcabi__jcabi-aspects,C:\Users\tyin363\Documents\repos\jcabi__jcabi-aspects\target\it\fake-validation,33,89
jcabi__jcabi-aspects,C:\Users\tyin363\Documents\repos\jcabi__jcabi-aspects\target\it\loggable,55,93
jcabi__jcabi-aspects,C:\Users\tyin363\Documents\repos\jcabi__jcabi-aspects\target\it\processor,85,78
jcabi__jcabi-aspects,C:\Users\tyin363\Documents\repos\jcabi__jcabi-aspects\target\it\weaving,333,94
jcabi__jcabi-github,C:\Users\tyin363\Documents\repos\jcabi__jcabi-github,52511,174
jcabi__jcabi-github,C:\Users\tyin363\Documents\repos\jcabi__jcabi-github\examples\search-repos,50,2
jcabi__jcabi-github,C:\Users\tyin363\Documents\repos\jcabi__jcabi-github\target\it\basic-usage,60,3
jcabi__jcabi-ssh,C:\Users\tyin363\Documents\repos\jcabi__jcabi-ssh,1578,95
jdereg__json-io,C:\Users\tyin363\Documents\repos\jdereg__json-io,57435,10
jeecgboot__autopoi,C:\Users\tyin363\Documents\repos\jeecgboot__autopoi\autopoi,13972,23
jeecgboot__autopoi,C:\Users\tyin363\Documents\repos\jeecgboot__autopoi\autopoi-web,843,17
jeequan__jeepay,C:\Users\tyin363\Documents\repos\jeequan__jeepay\jeepay-components\jeepay-components-mq,2653,1541
jeequan__jeepay,C:\Users\tyin363\Documents\repos\jeequan__jeepay\jeepay-components\jeepay-components-oss,458,1541
jeequan__jeepay,C:\Users\tyin363\Documents\repos\jeequan__jeepay\jeepay-core,6137,1546
jeequan__jeepay,C:\Users\tyin363\Documents\repos\jeequan__jeepay\jeepay-manager,4620,1544
jeequan__jeepay,C:\Users\tyin363\Documents\repos\jeequan__jeepay\jeepay-merchant,4976,1546
jeequan__jeepay,C:\Users\tyin363\Documents\repos\jeequan__jeepay\jeepay-payment,20269,1549
jeequan__jeepay,C:\Users\tyin363\Documents\repos\jeequan__jeepay\jeepay-service,2629,1539
jeequan__jeepay,C:\Users\tyin363\Documents\repos\jeequan__jeepay\jeepay-z-codegen,83,5
jenkinsci__ansible-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__ansible-plugin,4050,572
jenkinsci__ansicolor-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__ansicolor-plugin,4909,558
jenkinsci__bitbucket-branch-source-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__bitbucket-branch-source-plugin,34610,575
jenkinsci__build-monitor-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__build-monitor-plugin\build-monitor-acceptance,3810,190
jenkinsci__build-monitor-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__build-monitor-plugin\build-monitor-plugin,4389,577
jenkinsci__cucumber-reports-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__cucumber-reports-plugin,1433,561
jenkinsci__dingtalk-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__dingtalk-plugin,2981,560
jenkinsci__docker-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__docker-plugin,15545,578
jenkinsci__docker-workflow-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__docker-workflow-plugin,5761,579
jenkinsci__ec2-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__ec2-plugin,25419,578
jenkinsci__generic-webhook-trigger-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__generic-webhook-trigger-plugin,4572,569
jenkinsci__gerrit-trigger-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__gerrit-trigger-plugin,48692,431
jenkinsci__git-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__git-plugin,46750,588
jenkinsci__github-branch-source-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__github-branch-source-plugin,26291,569
jenkinsci__github-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__github-plugin,11588,565
jenkinsci__gitlab-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__gitlab-plugin,26974,591
jenkinsci__kubernetes-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__kubernetes-plugin,24901,594
jenkinsci__lib-file-leak-detector,C:\Users\tyin363\Documents\repos\jenkinsci__lib-file-leak-detector,2485,42
jenkinsci__pipeline-utility-steps-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__pipeline-utility-steps-plugin,10748,543
jenkinsci__remoting,C:\Users\tyin363\Documents\repos\jenkinsci__remoting,50553,49
jenkinsci__slack-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__slack-plugin,7212,585
jenkinsci__warnings-ng-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__warnings-ng-plugin\plugin,176096,644
jenkinsci__warnings-ng-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__warnings-ng-plugin\ui-tests,5429,140
jenkinsci__workflow-cps-global-lib-plugin,C:\Users\tyin363\Documents\repos\jenkinsci__workflow-cps-global-lib-plugin,612,551
jetlinks__reactor-ql,C:\Users\tyin363\Documents\repos\jetlinks__reactor-ql,10425,26
jetlinks__rule-engine,C:\Users\tyin363\Documents\repos\jetlinks__rule-engine\rule-engine-api,3719,1233
jetlinks__rule-engine,C:\Users\tyin363\Documents\repos\jetlinks__rule-engine\rule-engine-cluster,2092,1238
jetlinks__rule-engine,C:\Users\tyin363\Documents\repos\jetlinks__rule-engine\rule-engine-support,736,1238
jhipster__jhipster-online,C:\Users\tyin363\Documents\repos\jhipster__jhipster-online,20171,2036
jhonnymertz__java-wkhtmltopdf-wrapper,C:\Users\tyin363\Documents\repos\jhonnymertz__java-wkhtmltopdf-wrapper,1538,8
jhy__jsoup,C:\Users\tyin363\Documents\repos\jhy__jsoup,43403,8
jiangxincode__ApkToolBoxGUI,C:\Users\tyin363\Documents\repos\jiangxincode__ApkToolBoxGUI,14180,34
jiaqi__jmxterm,C:\Users\tyin363\Documents\repos\jiaqi__jmxterm,6797,16
jitsi__ice4j,C:\Users\tyin363\Documents\repos\jitsi__ice4j,53601,13
jitsi__jigasi,C:\Users\tyin363\Documents\repos\jitsi__jigasi,28243,68
jitsi__libjitsi,C:\Users\tyin363\Documents\repos\jitsi__libjitsi,189103,18
jmrozanec__cron-utils,C:\Users\tyin363\Documents\repos\jmrozanec__cron-utils,20008,13
jobmission__oauth2-server,C:\Users\tyin363\Documents\repos\jobmission__oauth2-server,5112,1539
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\agent\jvm,8636,90
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\agent\osgi,77,90
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\client\java,5672,170
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\client\jmx-adapter,2180,83
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\client\kubernetes,540,83
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\examples\client-javascript-test-app,31,86
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\examples\osgi-restrictor,83,76
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\examples\spring,29,104
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\examples\spring-boot,59,1577
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\examples\spring-boot-actuator,72,1578
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\it\core,1526,76
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\it\war,31,76
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\json,2527,74
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\server\core,21241,82
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\server\detector,2451,77
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\service\discovery,1150,78
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\service\history,1481,78
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\service\jmx,5883,79
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\service\jsr160,593,79
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\service\notif\pull,609,77
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\service\notif\sse,385,77
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\service\serializer,6837,78
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\support\jmx,1519,79
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\support\spring,1894,86
jolokia__jolokia,C:\Users\tyin363\Documents\repos\jolokia__jolokia\tools\test-util,115,74
jorabin__KeePassJava2,C:\Users\tyin363\Documents\repos\jorabin__KeePassJava2\all,15,16
jorabin__KeePassJava2,C:\Users\tyin363\Documents\repos\jorabin__KeePassJava2\database,2835,14
jorabin__KeePassJava2,C:\Users\tyin363\Documents\repos\jorabin__KeePassJava2\dom,1283,13
jorabin__KeePassJava2,C:\Users\tyin363\Documents\repos\jorabin__KeePassJava2\example,885,14
jorabin__KeePassJava2,C:\Users\tyin363\Documents\repos\jorabin__KeePassJava2\jackson,2213,15
jorabin__KeePassJava2,C:\Users\tyin363\Documents\repos\jorabin__KeePassJava2\jaxb,4934,15
jorabin__KeePassJava2,C:\Users\tyin363\Documents\repos\jorabin__KeePassJava2\kdb,1289,13
jorabin__KeePassJava2,C:\Users\tyin363\Documents\repos\jorabin__KeePassJava2\kdbx,3107,14
jorabin__KeePassJava2,C:\Users\tyin363\Documents\repos\jorabin__KeePassJava2\simple,2027,16
jorabin__KeePassJava2,C:\Users\tyin363\Documents\repos\jorabin__KeePassJava2\util,97,11
jpmml__jpmml-evaluator,C:\Users\tyin363\Documents\repos\jpmml__jpmml-evaluator\pmml-evaluator,38575,31
jpmml__jpmml-evaluator,C:\Users\tyin363\Documents\repos\jpmml__jpmml-evaluator\pmml-evaluator-example,882,35
jpmml__jpmml-evaluator,C:\Users\tyin363\Documents\repos\jpmml__jpmml-evaluator\pmml-evaluator-kryo,417,29
jpmml__jpmml-evaluator,C:\Users\tyin363\Documents\repos\jpmml__jpmml-evaluator\pmml-evaluator-reporting,2982,26
jpmml__jpmml-evaluator,C:\Users\tyin363\Documents\repos\jpmml__jpmml-evaluator\pmml-evaluator-reporting-processor,602,27
jpmml__jpmml-evaluator,C:\Users\tyin363\Documents\repos\jpmml__jpmml-evaluator\pmml-evaluator-testing,1053,27
jpmml__jpmml-sklearn,C:\Users\tyin363\Documents\repos\jpmml__jpmml-sklearn\pmml-sklearn,26711,23
jpmml__jpmml-sklearn,C:\Users\tyin363\Documents\repos\jpmml__jpmml-sklearn\pmml-sklearn-evaluator,51,22
jpmml__jpmml-sklearn,C:\Users\tyin363\Documents\repos\jpmml__jpmml-sklearn\pmml-sklearn-example,249,28
jpmml__jpmml-sklearn,C:\Users\tyin363\Documents\repos\jpmml__jpmml-sklearn\pmml-sklearn-extension,5444,22
jpmml__jpmml-sklearn,C:\Users\tyin363\Documents\repos\jpmml__jpmml-sklearn\pmml-sklearn-h2o,462,23
jpmml__jpmml-sklearn,C:\Users\tyin363\Documents\repos\jpmml__jpmml-sklearn\pmml-sklearn-lightgbm,400,23
jpmml__jpmml-sklearn,C:\Users\tyin363\Documents\repos\jpmml__jpmml-sklearn\pmml-sklearn-statsmodels,283,23
jpmml__jpmml-sklearn,C:\Users\tyin363\Documents\repos\jpmml__jpmml-sklearn\pmml-sklearn-xgboost,690,24
jpmml__jpmml-sparkml,C:\Users\tyin363\Documents\repos\jpmml__jpmml-sparkml\pmml-sparkml,7985,26
jpmml__jpmml-sparkml,C:\Users\tyin363\Documents\repos\jpmml__jpmml-sparkml\pmml-sparkml-evaluator,51,22
jpmml__jpmml-sparkml,C:\Users\tyin363\Documents\repos\jpmml__jpmml-sparkml\pmml-sparkml-example,237,27
jpmml__jpmml-sparkml,C:\Users\tyin363\Documents\repos\jpmml__jpmml-sparkml\pmml-sparkml-lightgbm,237,27
jpmml__jpmml-sparkml,C:\Users\tyin363\Documents\repos\jpmml__jpmml-sparkml\pmml-sparkml-xgboost,320,26
JSQLParser__JSqlParser,C:\Users\tyin363\Documents\repos\JSQLParser__JSqlParser,146556,18
jtablesaw__tablesaw,C:\Users\tyin363\Documents\repos\jtablesaw__tablesaw\arrow,556,13
jtablesaw__tablesaw,C:\Users\tyin363\Documents\repos\jtablesaw__tablesaw\beakerx,74,11
jtablesaw__tablesaw,C:\Users\tyin363\Documents\repos\jtablesaw__tablesaw\core,53002,26
jtablesaw__tablesaw,C:\Users\tyin363\Documents\repos\jtablesaw__tablesaw\docs-src,556,9
jtablesaw__tablesaw,C:\Users\tyin363\Documents\repos\jtablesaw__tablesaw\excel,1038,11
jtablesaw__tablesaw,C:\Users\tyin363\Documents\repos\jtablesaw__tablesaw\html,617,11
jtablesaw__tablesaw,C:\Users\tyin363\Documents\repos\jtablesaw__tablesaw\json,984,13
jtablesaw__tablesaw,C:\Users\tyin363\Documents\repos\jtablesaw__tablesaw\jsplot,9806,12
jtablesaw__tablesaw,C:\Users\tyin363\Documents\repos\jtablesaw__tablesaw\saw,1952,13
juejin-wuyang__memberclub,C:\Users\tyin363\Documents\repos\juejin-wuyang__memberclub\downstream.examples,79,1561
juejin-wuyang__memberclub,C:\Users\tyin363\Documents\repos\juejin-wuyang__memberclub\eureka.server,22,1553
juejin-wuyang__memberclub,C:\Users\tyin363\Documents\repos\juejin-wuyang__memberclub\memberclub.common,1471,1567
juejin-wuyang__memberclub,C:\Users\tyin363\Documents\repos\juejin-wuyang__memberclub\memberclub.domain,6097,1559
juejin-wuyang__memberclub,C:\Users\tyin363\Documents\repos\juejin-wuyang__memberclub\memberclub.infrastructure,4488,1569
