Repo,Submodule,LOC,Dependencies
asciidoctor__asciidoctor-maven-plugin,C:\Users\tyin363\Documents\repos\asciidoctor__asciidoctor-maven-plugin\asciidoctor-maven-plugin,6896,33
asciidoctor__asciidoctor-maven-plugin,C:\Users\tyin363\Documents\repos\asciidoctor__asciidoctor-maven-plugin\asciidoctor-maven-plugin\src\it\spi-registered-log\log-handler,42,2
asciidoctor__asciidoctor-maven-plugin,C:\Users\tyin363\Documents\repos\asciidoctor__asciidoctor-maven-plugin\asciidoctor-parser-doxia-module,2995,32
asterisk-java__asterisk-java,C:\Users\tyin363\Documents\repos\asterisk-java__asterisk-java,87516,8
Athou__commafeed,C:\Users\tyin363\Documents\repos\Athou__commafeed\commafeed-server,12790,2123
atjiu__pybbs,C:\Users\tyin363\Documents\repos\atjiu__pybbs,12865,997
atjiu__pybbs,C:\Users\tyin363\Documents\repos\atjiu__pybbs\plugins\comment-layer-plugin,71,1
atjiu__pybbs,C:\Users\tyin363\Documents\repos\atjiu__pybbs\plugins\redis-cache-plugin,296,1
authlete__java-oauth-server,C:\Users\tyin363\Documents\repos\authlete__java-oauth-server,17993,24
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-autoconfigure,11712,2077
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-core,274,2047
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-docker-compose,222,2047
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-dynamodb,1126,2049
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-modulith\spring-cloud-aws-modulith-events-sns,274,2054
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-modulith\spring-cloud-aws-modulith-events-sqs,259,2053
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-parameter-store,243,2047
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-s3,4385,2053
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-samples\infrastructure,73,2048
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-samples\spring-cloud-aws-docker-compose-sample,39,2049
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-samples\spring-cloud-aws-dynamodb-sample,219,2049
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-samples\spring-cloud-aws-parameter-store-sample,36,2048
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-samples\spring-cloud-aws-s3-sample,197,2048
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-samples\spring-cloud-aws-secrets-manager-sample,44,2051
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-samples\spring-cloud-aws-ses-sample,141,2049
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-samples\spring-cloud-aws-sns-sample,87,2049
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-samples\spring-cloud-aws-sqs-sample,358,2049
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-secrets-manager,277,2048
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-ses,859,2050
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-sns,3855,2057
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-sqs,32770,2060
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-test,427,2053
awspring__spring-cloud-aws,C:\Users\tyin363\Documents\repos\awspring__spring-cloud-aws\spring-cloud-aws-testcontainers,276,2056
aws__serverless-java-container,C:\Users\tyin363\Documents\repos\aws__serverless-java-container\aws-serverless-java-container-core,13658,34
aws__serverless-java-container,C:\Users\tyin363\Documents\repos\aws__serverless-java-container\aws-serverless-java-container-jersey,1728,37
aws__serverless-java-container,C:\Users\tyin363\Documents\repos\aws__serverless-java-container\aws-serverless-java-container-spring,1813,39
aws__serverless-java-container,C:\Users\tyin363\Documents\repos\aws__serverless-java-container\aws-serverless-java-container-springboot3,2724,45
aws__serverless-java-container,C:\Users\tyin363\Documents\repos\aws__serverless-java-container\aws-serverless-jersey-archetype\target\test-classes\projects\base\project\jersey-archetype-test,121,25
aws__serverless-java-container,C:\Users\tyin363\Documents\repos\aws__serverless-java-container\aws-serverless-spring-archetype\target\test-classes\projects\base\project\spring-archetype-test,163,30
aws__serverless-java-container,C:\Users\tyin363\Documents\repos\aws__serverless-java-container\aws-serverless-springboot3-archetype\target\test-classes\projects\base\project\springboot-archetype-test,125,1508
aws__serverless-java-container,C:\Users\tyin363\Documents\repos\aws__serverless-java-container\samples\jersey\pet-store,265,4
aws__serverless-java-container,C:\Users\tyin363\Documents\repos\aws__serverless-java-container\samples\spring\pet-store,382,9
aws__serverless-java-container,C:\Users\tyin363\Documents\repos\aws__serverless-java-container\samples\springboot3\alt-pet-store,342,1520
aws__serverless-java-container,C:\Users\tyin363\Documents\repos\aws__serverless-java-container\samples\springboot3\graphql-pet-store,181,1522
aws__serverless-java-container,C:\Users\tyin363\Documents\repos\aws__serverless-java-container\samples\springboot3\pet-store,371,1520
aws__serverless-java-container,C:\Users\tyin363\Documents\repos\aws__serverless-java-container\samples\springboot3\pet-store-native,317,1509
baomidou__lock4j,C:\Users\tyin363\Documents\repos\baomidou__lock4j\lock4j-core,2770,1179
baomidou__lock4j,C:\Users\tyin363\Documents\repos\baomidou__lock4j\lock4j-redis-template-spring-boot-starter,203,1178
baomidou__lock4j,C:\Users\tyin363\Documents\repos\baomidou__lock4j\lock4j-redisson-spring-boot-starter,171,1178
baomidou__lock4j,C:\Users\tyin363\Documents\repos\baomidou__lock4j\lock4j-test,728,1181
baomidou__lock4j,C:\Users\tyin363\Documents\repos\baomidou__lock4j\lock4j-zookeeper-spring-boot-starter,223,1178
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-active-record,124,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-assembly,91,1530
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-association,187,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-auto-fill-metainfo,128,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-crud,304,1530
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-ddl-mysql,59,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-deluxe,435,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-dynamic-tablename,165,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-enum,286,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-execution-analysis,103,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-id-generator,124,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-id-string,82,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-jsonb,112,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-logic-delete,236,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-mysql,345,1530
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-no-spring,83,1528
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-optimistic-locker,301,1530
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-pagehelper,139,1530
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-pagination,355,1530
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-performance-analysis,72,1530
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-quickstart,45,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-quickstart-springmvc,103,1535
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-resultmap,176,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-sequence,94,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-sql-injector,240,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-tenant,159,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-typehandler,271,1532
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-sample-wrapper,265,1529
baomidou__mybatis-plus-samples,C:\Users\tyin363\Documents\repos\baomidou__mybatis-plus-samples\mybatis-plus-startup-analysis,142,1532
BaseXdb__basex,C:\Users\tyin363\Documents\repos\BaseXdb__basex\basex-api,12650,30
BaseXdb__basex,C:\Users\tyin363\Documents\repos\BaseXdb__basex\basex-core,235192,28
BaseXdb__basex,C:\Users\tyin363\Documents\repos\BaseXdb__basex\basex-examples,3537,22
BaseXdb__basex,C:\Users\tyin363\Documents\repos\BaseXdb__basex\basex-tests,4726,25
bastillion-io__Bastillion,C:\Users\tyin363\Documents\repos\bastillion-io__Bastillion,7792,11
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-batchinsert,172,67
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-cli,720,81
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-common,7408,68
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-datasource,5381,82
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-datasource-flyway,81,68
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-dbutils,883,69
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-dialect,17186,68
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-ebean,136,68
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-hibernate,174,68
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-jfinal,259,68
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-jsqlparser,1240,68
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-mango,229,68
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-mybatis,2420,69
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-mybatis-over-pagehelper,1613,67
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-mybatis-solon-plugin,62,70
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-mybatis-spring-boot-starter,282,82
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-mybatis-spring-common,850,71
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-mybatisplus,475,70
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-mybatisplus-commons,516,66
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-mybatisplus-spring-boot-starter,451,77
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-mybatisplus_2x,229,70
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-mybatisplus_2x-spring-boot-starter,1016,74
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-springjdbc,1708,68
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-springjdbc-spring-boot-starter,146,75
bes2008__sqlhelper,C:\Users\tyin363\Documents\repos\bes2008__sqlhelper\sqlhelper-tkmapper-spring-boot-starter,229,81
binarywang__java-emoji-converter,C:\Users\tyin363\Documents\repos\binarywang__java-emoji-converter,603,9
binarywang__java-testdata-generator,C:\Users\tyin363\Documents\repos\binarywang__java-testdata-generator,2868,7
binarywang__weixin-java-miniapp-demo,C:\Users\tyin363\Documents\repos\binarywang__weixin-java-miniapp-demo,504,1122
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\solon-plugins\wx-java-channel-multi-solon-plugin,598,102
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\solon-plugins\wx-java-channel-solon-plugin,409,100
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\solon-plugins\wx-java-cp-multi-solon-plugin,603,100
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\solon-plugins\wx-java-cp-solon-plugin,436,100
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\solon-plugins\wx-java-miniapp-multi-solon-plugin,593,102
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\solon-plugins\wx-java-miniapp-solon-plugin,440,102
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\solon-plugins\wx-java-mp-multi-solon-plugin,612,102
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\solon-plugins\wx-java-mp-solon-plugin,394,101
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\solon-plugins\wx-java-open-solon-plugin,390,100
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\solon-plugins\wx-java-pay-solon-plugin,152,98
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\solon-plugins\wx-java-qidian-solon-plugin,386,101
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\spring-boot-starters\wx-java-channel-multi-spring-boot-starter,615,103
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\spring-boot-starters\wx-java-channel-spring-boot-starter,452,101
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\spring-boot-starters\wx-java-cp-multi-spring-boot-starter,643,101
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\spring-boot-starters\wx-java-cp-spring-boot-starter,484,101
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\spring-boot-starters\wx-java-miniapp-multi-spring-boot-starter,600,103
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\spring-boot-starters\wx-java-miniapp-spring-boot-starter,512,103
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\spring-boot-starters\wx-java-mp-multi-spring-boot-starter,660,103
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\spring-boot-starters\wx-java-mp-spring-boot-starter,436,102
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\spring-boot-starters\wx-java-open-spring-boot-starter,466,101
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\spring-boot-starters\wx-java-pay-spring-boot-starter,137,98
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\spring-boot-starters\wx-java-qidian-spring-boot-starter,397,102
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\weixin-graal,157,95
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\weixin-java-channel,28558,113
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\weixin-java-common,21200,120
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\weixin-java-cp,61840,113
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\weixin-java-miniapp,40337,111
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\weixin-java-mp,33874,110
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\weixin-java-open,17214,110
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\weixin-java-pay,71953,108
binarywang__WxJava,C:\Users\tyin363\Documents\repos\binarywang__WxJava\weixin-java-qidian,2556,109
biojava__biojava,C:\Users\tyin363\Documents\repos\biojava__biojava\biojava-aa-prop,11898,21
biojava__biojava,C:\Users\tyin363\Documents\repos\biojava__biojava\biojava-alignment,9841,19
biojava__biojava,C:\Users\tyin363\Documents\repos\biojava__biojava\biojava-core,35140,22
biojava__biojava,C:\Users\tyin363\Documents\repos\biojava__biojava\biojava-genome,11641,21
biojava__biojava,C:\Users\tyin363\Documents\repos\biojava__biojava\biojava-modfinder,5272,20
biojava__biojava,C:\Users\tyin363\Documents\repos\biojava__biojava\biojava-ontology,4622,17
biojava__biojava,C:\Users\tyin363\Documents\repos\biojava__biojava\biojava-protein-comparison-tool,37,22
biojava__biojava,C:\Users\tyin363\Documents\repos\biojava__biojava\biojava-protein-disorder,2366,20
biojava__biojava,C:\Users\tyin363\Documents\repos\biojava__biojava\biojava-structure,113766,32
biojava__biojava,C:\Users\tyin363\Documents\repos\biojava__biojava\biojava-structure-gui,20078,21
biojava__biojava,C:\Users\tyin363\Documents\repos\biojava__biojava\biojava-survival,9404,18
biojava__biojava,C:\Users\tyin363\Documents\repos\biojava__biojava\biojava-ws,2317,19
blinkfox__fenix,C:\Users\tyin363\Documents\repos\blinkfox__fenix,23675,14
bolo-blog__bolo-solo,C:\Users\tyin363\Documents\repos\bolo-blog__bolo-solo,32785,29
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit4-cucumber,239,3
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit4-mockito,471,4
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit4-spring,118,5
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit4-spring-boot,121,1524
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit5-assertions,391,6
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit5-basic-tests,321,3
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit5-console-launcher,28,4
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit5-cucumber,127,6
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit5-disabled-tests,356,3
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit5-engine-spi,45,1
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit5-extension-model-automatic,57,3
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit5-meta-annotations,246,3
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit5-mockito,512,4
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit5-spring,119,5
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit5-spring-boot,120,1524
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit5-spring-boot-rest,226,1524
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit5-spring-boot-web,203,1524
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit5-test-interfaces,171,3
bonigarcia__mastering-junit5,C:\Users\tyin363\Documents\repos\bonigarcia__mastering-junit5\junit5-wiremock,147,7
bonigarcia__selenium-jupiter,C:\Users\tyin363\Documents\repos\bonigarcia__selenium-jupiter,6950,13
bonigarcia__webdrivermanager,C:\Users\tyin363\Documents\repos\bonigarcia__webdrivermanager,13295,18
brndnmtthws__facebook-hive-udfs,C:\Users\tyin363\Documents\repos\brndnmtthws__facebook-hive-udfs,4287,2
BroadleafCommerce__BroadleafCommerce,C:\Users\tyin363\Documents\repos\BroadleafCommerce__BroadleafCommerce\admin\broadleaf-admin-module,10473,140
BroadleafCommerce__BroadleafCommerce,C:\Users\tyin363\Documents\repos\BroadleafCommerce__BroadleafCommerce\admin\broadleaf-contentmanagement-module,16070,143
BroadleafCommerce__BroadleafCommerce,C:\Users\tyin363\Documents\repos\BroadleafCommerce__BroadleafCommerce\admin\broadleaf-open-admin-platform,62950,147
BroadleafCommerce__BroadleafCommerce,C:\Users\tyin363\Documents\repos\BroadleafCommerce__BroadleafCommerce\common,84182,201
BroadleafCommerce__BroadleafCommerce,C:\Users\tyin363\Documents\repos\BroadleafCommerce__BroadleafCommerce\core\broadleaf-framework,97828,154
BroadleafCommerce__BroadleafCommerce,C:\Users\tyin363\Documents\repos\BroadleafCommerce__BroadleafCommerce\core\broadleaf-framework-web,16513,146
BroadleafCommerce__BroadleafCommerce,C:\Users\tyin363\Documents\repos\BroadleafCommerce__BroadleafCommerce\core\broadleaf-profile,8536,140
BroadleafCommerce__BroadleafCommerce,C:\Users\tyin363\Documents\repos\BroadleafCommerce__BroadleafCommerce\core\broadleaf-profile-web,2496,143
BroadleafCommerce__BroadleafCommerce,C:\Users\tyin363\Documents\repos\BroadleafCommerce__BroadleafCommerce\integration,8834,160
bsommerfeld__pathetic,C:\Users\tyin363\Documents\repos\bsommerfeld__pathetic\api,2352,1
bsommerfeld__pathetic,C:\Users\tyin363\Documents\repos\bsommerfeld__pathetic\engine,2882,9
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\backward-compatibility-tests\common,70,15
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\backward-compatibility-tests\current,220,18
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\backward-compatibility-tests\previous,161,18
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-benchmarks,5469,17
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-caffeine,215,14
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-coherence,406,16
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-core,20644,12
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-db2,342,16
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-hazelcast-all\bucket4j-hazelcast,1677,16
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-hazelcast-all\bucket4j-hazelcast-4,1676,17
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-ignite,966,15
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-infinispan-all\bucket4j-infinispan,705,19
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-jcache,611,19
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-mariadb,346,16
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-mssql,451,16
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-mysql,345,16
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-oracle,365,16
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-postgresql,691,16
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-redis\bucket4j-jedis,582,17
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-redis\bucket4j-lettuce,573,16
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-redis\bucket4j-redis-common,109,14
bucket4j__bucket4j,C:\Users\tyin363\Documents\repos\bucket4j__bucket4j\bucket4j-redis\bucket4j-redisson,515,17
bupticybee__TexasHoldemSolverJava,C:\Users\tyin363\Documents\repos\bupticybee__TexasHoldemSolverJava,7789,9
bytedeco__javacpp,C:\Users\tyin363\Documents\repos\bytedeco__javacpp,33866,6
bytedeco__javacpp,C:\Users\tyin363\Documents\repos\bytedeco__javacpp\src\it\osgi,42,5
bytedeco__javacv,C:\Users\tyin363\Documents\repos\bytedeco__javacv,29142,24
cantaloupe-project__cantaloupe,C:\Users\tyin363\Documents\repos\cantaloupe-project__cantaloupe,147870,56
caprica__vlcj,C:\Users\tyin363\Documents\repos\caprica__vlcj,28358,1
casid__jte,C:\Users\tyin363\Documents\repos\casid__jte\jte,8656,4
casid__jte,C:\Users\tyin363\Documents\repos\casid__jte\jte-extension-api,71,3
casid__jte,C:\Users\tyin363\Documents\repos\casid__jte\jte-extension-api-mocks,181,4
casid__jte,C:\Users\tyin363\Documents\repos\casid__jte\jte-jsp-converter,2179,7
casid__jte,C:\Users\tyin363\Documents\repos\casid__jte\jte-jsp-converter-jakarta,2189,8
