Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
com.fasterxml.jackson.core:jackson-core,True,0.0,0.0,14
com.fasterxml.jackson.core:jackson-databind,True,0.0,0.0,6
javax.xml.bind:jaxb-api,True,0.0,0.0,1
org.openidentityplatform.commons.http-framework:core,True,0.0,0.0,80
org.openidentityplatform.commons.http-framework:oauth2,False,0.0,0.0,16
org.openidentityplatform.commons.i18n-framework:core,False,0.0,0.0,8
org.openidentityplatform.commons:api-descriptor,False,0.0,0.0,36
org.openidentityplatform.commons:json-resource,False,0.0,0.0,76
org.openidentityplatform.commons:json-resource-http,False,0.0,0.0,1
org.openidentityplatform.commons:util,False,0.0,0.0,106
org.slf4j:slf4j-api,True,0.0,0.0,4
