Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
com.alibaba:transmittable-thread-local,False,0.0,0.0,4
com.fasterxml.jackson.core:jackson-core,True,0.0,0.0,1
com.fasterxml.jackson.core:jackson-databind,False,0.625,5.0,8
com.google.guava:guava,False,0.0,0.0,7
io.projectreactor:reactor-core,True,0.0,0.0,1
jakarta.servlet:jakarta.servlet-api,False,0.0,0.0,10
javax.servlet:javax.servlet-api,False,0.0,0.0,10
org.apache.commons:commons-pool2,True,0.0,0.0,25
org.apache.httpcomponents:httpcore,True,0.0,0.0,6
org.lz4:lz4-java,True,0.0,0.0,8
org.springframework:spring-core,True,0.0,0.0,1
org.springframework:spring-web,True,0.0,0.0,7
org.springframework:spring-webmvc,False,0.0,0.0,2
