Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
ch.qos.logback:logback-classic,False,0.0,0.0,15
ch.qos.logback:logback-core,False,0.0,0.0,4
com.alibaba:transmittable-thread-local,True,0.0,0.0,2
com.google.guava:guava,True,0.0,0.0,7
com.plumelog:plumelog-core,True,0.0,0.0,53
com.plumelog:plumelog-lucene,False,0.0,0.0,4
net.sf.json-lib:json-lib,True,0.0,0.0,5
org.apache.tomcat.embed:tomcat-embed-websocket,True,0.0,0.0,2
org.slf4j:slf4j-api,True,0.0,0.0,6
org.springframework:spring-context,True,0.0,0.0,5
org.springframework:spring-core,True,0.0,0.0,1
org.springframework:spring-websocket,True,0.0,0.0,2
