Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
com.fasterxml.jackson.core:jackson-core,True,0.0,0.0,2
com.fasterxml.jackson.core:jackson-databind,True,0.6666666666666666,2.0,3
com.google.guava:guava,True,0.0,0.0,3
net.sourceforge.owlapi:owlapi-osgidistribution,False,0.0,0.0,189
org.eclipse.rdf4j:rdf4j-rio-api,True,0.0,0.0,5
org.eclipse.rdf4j:rdf4j-rio-ntriples,True,0.0,0.0,1
org.eclipse.rdf4j:rdf4j-rio-rdfxml,True,0.0,0.0,1
org.eclipse.rdf4j:rdf4j-rio-turtle,True,0.0,0.0,1
org.osgi:org.osgi.core,False,0.0,0.0,25
org.slf4j:slf4j-api,False,0.0,0.0,8
