Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
com.github.whvcse:easy-captcha,False,0.0,0.0,5
com.google.code.gson:gson,True,0.0,0.0,10
commons-io:commons-io,True,0.0,0.0,1
eu.bitwalker:UserAgentUtils,False,0.0,0.0,10
jakarta.persistence:jakarta.persistence-api,True,0.0,0.0,3
org.apache.commons:commons-lang3,True,0.0,0.0,4
org.apache.tomcat.embed:tomcat-embed-core,True,0.0,0.0,9
org.lionsoul:ip2region,False,0.0,0.0,7
org.springframework.boot:spring-boot,True,0.0,0.0,1
org.springframework.data:spring-data-redis,True,0.0,0.0,16
org.springframework:spring-core,True,0.0,0.0,1
org.springframework:spring-jdbc,True,0.0,0.0,1
xyz.erupt:erupt-annotation,True,0.0,0.0,25
xyz.erupt:erupt-core,True,0.0,0.0,89
xyz.erupt:erupt-jpa,False,0.0,0.0,19
xyz.erupt:erupt-tpl,False,0.0,0.0,1
xyz.erupt:linq.j,True,0.0,0.0,1
