Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
cn.hutool:hutool-core,True,0.0,0.0,22
com.aizuda:snail-job-common-core,True,0.0,0.0,45
com.aizuda:snail-job-common-log,True,0.0,0.0,5
com.aizuda:snail-job-common-model,True,0.0,0.0,38
com.aizuda:snail-job-datasource-template,False,0.0,0.0,285
com.aizuda:snail-job-server-common,False,0.0,0.0,109
com.aizuda:snail-job-server-job-task,False,0.0,0.0,39
com.aizuda:snail-job-server-retry-task,False,0.0,0.0,25
com.aizuda:snail-job-server-service,False,0.0,0.0,33
com.auth0:java-jwt,False,0.0,0.0,10
com.baomidou:mybatis-plus-core,True,0.0,0.0,26
com.baomidou:mybatis-plus-extension,True,0.0,0.0,10
com.fasterxml.jackson.core:jackson-databind,True,0.0,0.0,1
com.google.guava:guava,True,0.0,0.0,9
io.netty:netty-common,True,0.0,0.0,5
org.apache.pekko:pekko-actor_2.13,True,0.0,0.0,2
org.apache.tomcat.embed:tomcat-embed-core,True,0.0,0.0,6
org.apache.tomcat.embed:tomcat-embed-websocket,True,0.0,0.0,10
org.mapstruct:mapstruct,False,0.0,0.0,1
org.springframework.boot:spring-boot-autoconfigure,True,0.0,0.0,2
org.springframework:spring-context,True,0.0,0.0,4
org.springframework:spring-core,True,0.0,0.0,4
org.springframework:spring-jdbc,True,0.0,0.0,2
org.springframework:spring-tx,True,0.0,0.0,3
org.springframework:spring-web,True,0.0,0.0,29
org.springframework:spring-webmvc,True,0.0,0.0,9
org.springframework:spring-websocket,True,0.0,0.0,2
