Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
cn.dev33:sa-token-core,False,0.0,0.0,2
cn.hutool:hutool-core,True,0.0,0.0,1
cn.hutool:hutool-crypto,False,0.0,0.0,1
