Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
com.alibaba:druid,False,0.0,0.0,22
io.micrometer:micrometer-core,False,0.0,0.0,10
io.undertow:undertow-core,True,0.0,0.0,21
io.undertow:undertow-servlet,True,0.0,0.0,2
org.jboss.xnio:xnio-api,True,0.0,0.0,9
org.springframework.boot:spring-boot,True,0.0,0.0,16
org.springframework.boot:spring-boot-actuator-autoconfigure,False,0.0,0.0,2
org.springframework.boot:spring-boot-autoconfigure,True,0.0,0.0,2
org.springframework:spring-beans,True,0.0,0.0,3
org.springframework:spring-context,True,0.0,0.0,2
org.springframework:spring-core,True,0.0,0.0,1
