Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
aopalliance:aopalliance,True,0.0,0.0,6
commons-io:commons-io,False,0.0,0.0,5
commons-lang:commons-lang,False,0.0,0.0,2
commons-logging:commons-logging,True,0.0,0.0,7
io.projectreactor:reactor-core,False,0.0,0.0,2
jakarta.persistence:jakarta.persistence-api,False,0.0,0.0,5
org.springframework.data:spring-data-commons,True,0.0,0.0,16
org.springframework.data:spring-data-mongodb,False,0.0,0.0,1
org.springframework:spring-aop,True,0.0,0.0,6
org.springframework:spring-beans,True,0.0,0.0,50
org.springframework:spring-context,False,0.0,0.0,15
org.springframework:spring-core,True,0.0,0.0,79
