Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
cn.herodotus.engine:assistant-core,True,0.0,0.0,3
cn.herodotus.engine:data-core,True,0.0,0.0,17
cn.herodotus.engine:message-core,True,0.0,0.0,10
cn.herodotus.engine:oauth2-core,True,0.0,0.0,11
cn.herodotus.engine:oauth2-resource-server-autoconfigure,False,0.0,0.0,6
cn.herodotus.engine:oauth2-sdk-authorization,True,0.0,0.0,2
cn.herodotus.engine:supplier-sdk-upms-logic,True,0.0,0.0,34
cn.herodotus.engine:supplier-sdk-upms-rest,False,0.0,0.0,1
com.google.guava:guava,True,0.0,0.0,1
org.apache.commons:commons-collections4,True,0.0,0.0,1
org.apache.commons:commons-lang3,True,0.0,0.0,1
org.slf4j:slf4j-api,True,0.0,0.0,5
org.springframework.cloud:spring-cloud-bus,True,0.0,0.0,1
org.springframework:spring-context,True,0.0,0.0,1
org.springframework:spring-core,True,0.0,0.0,4
