Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
cn.hutool:hutool-all,False,0.0,0.0,20
com.alibaba:fastjson,False,0.0,0.0,21
com.baomidou:mybatis-plus-core,True,0.0,0.0,8
com.baomidou:mybatis-plus-extension,True,0.6666666666666666,2.0,3
io.jsonwebtoken:jjwt,False,1.3,13.0,10
jakarta.servlet:jakarta.servlet-api,False,0.0,0.0,11
org.apache.commons:commons-lang3,False,0.0,0.0,8
org.apache.logging.log4j:log4j-api,True,0.0,0.0,3
org.slf4j:slf4j-api,True,0.0,0.0,2
org.springframework.data:spring-data-redis,True,0.0,0.0,10
org.springframework.security:spring-security-core,False,0.0,0.0,9
org.springframework:spring-beans,True,0.0,0.0,3
org.springframework:spring-context,False,0.0,0.0,2
org.springframework:spring-core,True,0.0,0.0,3
org.springframework:spring-tx,True,0.0,0.0,1
org.springframework:spring-web,True,0.0,0.0,13
org.springframework:spring-webmvc,False,0.0,0.0,3
