Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
com.fasterxml.jackson.core:jackson-databind,False,0.0,0.0,25
com.google.code.gson:gson,False,0.0,0.0,26
com.squareup.moshi:moshi,False,0.0,0.0,5
jakarta.json:jakarta.json-api,False,0.0,0.0,13
org.apache.johnzon:johnzon-core,True,0.0,0.0,1
org.apache.johnzon:johnzon-mapper,False,0.0,0.0,5
org.hamcrest:hamcrest-core,True,0.0,0.0,9
org.json:json,False,0.0,0.0,16
org.opentest4j:opentest4j,False,0.0,0.0,3
org.slf4j:slf4j-api,False,0.0,0.0,4
