Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
com.fasterxml.jackson.core:jackson-core,True,0.0,0.0,8
com.fasterxml.jackson.core:jackson-databind,False,0.0,0.0,18
io.modelcontextprotocol.sdk:mcp,False,0.0,0.0,20
io.projectreactor:reactor-core,False,0.0,0.0,9
jakarta.xml.bind:jakarta.xml.bind-api,False,0.0,0.0,1
org.mongodb:mongo-java-driver,False,0.0,0.0,47
org.slf4j:slf4j-api,False,0.0,0.0,5
org.springframework:spring-beans,True,0.0,0.0,3
org.springframework:spring-context,True,0.0,0.0,1
org.springframework:spring-core,True,0.0,0.0,1
org.springframework:spring-web,True,0.0,0.0,5
org.springframework:spring-webmvc,False,0.0,0.0,18
