Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
cn.hutool:hutool-all,False,0.0,0.0,4
com.alibaba.cloud:spring-cloud-starter-alibaba-nacos-discovery,False,0.0,0.0,2
com.alibaba.cloud:spring-cloud-starter-alibaba-sentinel,False,0.0,0.0,4
com.alibaba.csp:sentinel-core,True,0.0,0.0,7
com.fasterxml.jackson.core:jackson-databind,True,0.0,0.0,1
com.squareup.okhttp3:okhttp,True,0.0,0.0,3
io.github.openfeign.form:feign-form-spring,True,0.0,0.0,2
io.github.openfeign:feign-core,True,0.0,0.0,20
io.projectreactor:reactor-core,True,0.0,0.0,4
jakarta.servlet:jakarta.servlet-api,False,0.0,0.0,2
org.slf4j:slf4j-api,False,0.0,0.0,4
org.springframework.boot:spring-boot-autoconfigure,True,0.0,0.0,3
org.springframework.cloud:spring-cloud-commons,True,0.0,0.0,7
org.springframework.cloud:spring-cloud-context,True,0.0,0.0,2
org.springframework.cloud:spring-cloud-loadbalancer,True,0.0,0.0,8
org.springframework.cloud:spring-cloud-openfeign-core,True,0.0,0.0,24
org.springframework:spring-beans,True,0.0,0.0,21
org.springframework:spring-context,True,0.0,0.0,5
org.springframework:spring-core,True,0.0,0.0,12
org.springframework:spring-web,True,0.0,0.0,24
