Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
com.aliyun.oss:aliyun-sdk-oss,False,0.0,0.0,4
com.aliyun:dm20151123,False,0.0,0.0,27
com.aliyun:dysmsapi20170525,False,0.0,0.0,10
com.aliyun:tea-openapi,True,0.0,0.0,3
com.github.whvcse:easy-captcha,False,0.0,0.0,7
com.huaweicloud:esdk-obs-java-bundle,False,0.0,0.0,2
com.qcloud:cos_api,False,0.0,0.0,16
com.qiniu:qiniu-java-sdk,False,0.07142857142857142,1.0,14
com.tencentcloudapi:tencentcloud-sdk-java,False,0.0,0.0,20
io.minio:minio,False,0.0,0.0,5
me.zhyd.oauth:JustAuth,False,0.15789473684210525,3.0,19
org.apache.commons:commons-lang3,True,0.0,0.0,1
org.mapstruct:mapstruct,False,0.0,0.0,1
org.springframework:spring-beans,True,0.0,0.0,1
org.springframework:spring-context,True,0.0,0.0,1
org.springframework:spring-core,True,0.0,0.0,1
