Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
com.alibaba.fastjson2:fastjson2,False,0.46153846153846156,6.0,13.0
com.auth0:java-jwt,False,0.0,0.0,9.0
com.baomidou:mybatis-plus-annotation,True,0.0,1.0,0.0
com.baomidou:mybatis-plus-core,True,1.1333333333333333,17.0,15.0
com.baomidou:mybatis-plus-extension,True,2.0,58.0,29.0
com.baomidou:mybatis-plus-generator,False,1.0,3.0,3.0
com.github.ben-manes.caffeine:caffeine,False,0.0,0.0,9.0
io.swagger.core.v3:swagger-models-jakarta,True,0.0,0.0,8.0
org.apache.commons:commons-lang3,True,0.0,0.0,2.0
org.apache.tomcat.embed:tomcat-embed-core,True,0.0,0.0,22.0
org.aspectj:aspectjweaver,True,0.0,0.0,5.0
org.dom4j:dom4j,False,0.0,0.0,10.0
org.liquibase:liquibase-core,False,0.0,0.0,1.0
org.mybatis:mybatis,True,0.0,0.0,2.0
org.springframework.boot:spring-boot,True,0.0,0.0,19.0
org.springframework:spring-aop,True,0.0,0.0,1.0
org.springframework:spring-beans,True,0.0,0.0,3.0
org.springframework:spring-context,True,0.0,0.0,18.0
org.springframework:spring-context-support,False,0.0,0.0,3.0
org.springframework:spring-core,True,0.0,0.0,4.0
org.springframework:spring-jdbc,True,0.0,0.0,1.0
org.springframework:spring-web,True,0.0,0.0,43.0
org.springframework:spring-webmvc,True,0.0,0.0,7.0
