Library_Name,Is_Transitive,normalised_score,num_bcs,num_unique_symbols
com.fasterxml.jackson.core:jackson-annotations,True,0.0,1.0,0.0
com.fasterxml.jackson.core:jackson-core,False,0.0,0.0,1.0
com.fasterxml.jackson.core:jackson-databind,False,0.0,0.0,4.0
io.swagger.core.v3:swagger-models-jakarta,True,0.0,0.0,24.0
jakarta.persistence:jakarta.persistence-api,True,0.0,0.0,16.0
org.apache.tomcat.embed:tomcat-embed-core,True,0.0,0.0,4.0
org.aspectj:aspectjweaver,True,0.0,0.0,3.0
org.springframework.boot:spring-boot,True,0.0,0.0,2.0
org.springframework.data:spring-data-commons,True,0.0,0.0,1.0
org.springframework.data:spring-data-jdbc-core,False,0.0,0.0,1.0
org.springframework.security:spring-security-config,True,0.0,0.0,14.0
org.springframework.security:spring-security-crypto,True,0.0,0.0,3.0
org.springframework.security:spring-security-web,True,0.0,0.0,1.0
org.springframework:spring-beans,True,0.0,0.0,3.0
org.springframework:spring-context,True,0.0,0.0,9.0
org.springframework:spring-core,True,0.0,0.0,9.0
org.springframework:spring-jdbc,True,0.0,0.0,22.0
org.springframework:spring-orm,True,0.0,0.0,2.0
org.springframework:spring-tx,True,0.0,0.0,3.0
org.springframework:spring-web,True,0.0,0.0,18.0
