Library_Name,Old_Version,New_Version,Class_Name,Member_Name,Change_Type,Description,Binary_Compatible,Source_Compatible,Is_Transitive,Depth,Direct_Parent_Dependency,Direct_Dependency_Old_Version,Direct_Dependency_New_Version,Release_Type,Usage_Location,Usage_Line,Usage_Context,Usage_Type
com.google.cloud:google-cloud-storage,2.12.0,2.57.0,com.google.cloud.storage.Storage,moveBlob,METHOD_CHANGE,METHOD_ADDED_TO_INTERFACE; ANNOTATION_ADDED,true,false,false,1,com.google.cloud:google-cloud-storage,,,MINOR,C:\Users\tyin363\Documents\repos\pixelsdb__pixels\pixels-storage\pixels-storage-gcs\src\main\java\io\pixelsdb\pixels\storage\gcs\GCS.java,130,com.google.cloud.storage.Storage,FieldAccessExpr
com.google.cloud:google-cloud-storage,2.12.0,2.57.0,com.google.cloud.storage.Storage,moveBlob,METHOD_CHANGE,METHOD_ADDED_TO_INTERFACE; ANNOTATION_ADDED,true,false,false,1,com.google.cloud:google-cloud-storage,,,MINOR,C:\Users\tyin363\Documents\repos\pixelsdb__pixels\pixels-storage\pixels-storage-gcs\src\main\java\io\pixelsdb\pixels\storage\gcs\GCS.java,273,com.google.cloud.storage.Storage,FieldAccessExpr
com.google.cloud:google-cloud-storage,2.12.0,2.57.0,com.google.cloud.storage.Storage,moveBlob,METHOD_CHANGE,METHOD_ADDED_TO_INTERFACE; ANNOTATION_ADDED,true,false,false,1,com.google.cloud:google-cloud-storage,,,MINOR,C:\Users\tyin363\Documents\repos\pixelsdb__pixels\pixels-storage\pixels-storage-gcs\src\main\java\io\pixelsdb\pixels\storage\gcs\GCS.java,344,com.google.cloud.storage.Storage,FieldAccessExpr
com.google.cloud:google-cloud-storage,2.12.0,2.57.0,com.google.cloud.storage.Storage,moveBlob,METHOD_CHANGE,METHOD_ADDED_TO_INTERFACE; ANNOTATION_ADDED,true,false,false,1,com.google.cloud:google-cloud-storage,,,MINOR,C:\Users\tyin363\Documents\repos\pixelsdb__pixels\pixels-storage\pixels-storage-gcs\src\main\java\io\pixelsdb\pixels\storage\gcs\GCS.java,312,com.google.cloud.storage.Storage,FieldAccessExpr
com.google.cloud:google-cloud-storage,2.12.0,2.57.0,com.google.cloud.storage.Storage,moveBlob,METHOD_CHANGE,METHOD_ADDED_TO_INTERFACE; ANNOTATION_ADDED,true,false,false,1,com.google.cloud:google-cloud-storage,,,MINOR,C:\Users\tyin363\Documents\repos\pixelsdb__pixels\pixels-storage\pixels-storage-gcs\src\main\java\io\pixelsdb\pixels\storage\gcs\GCS.java,175,com.google.cloud.storage.Storage,FieldAccessExpr
com.google.cloud:google-cloud-storage,2.12.0,2.57.0,com.google.cloud.storage.Storage,moveBlob,METHOD_CHANGE,METHOD_ADDED_TO_INTERFACE; ANNOTATION_ADDED,true,false,false,1,com.google.cloud:google-cloud-storage,,,MINOR,C:\Users\tyin363\Documents\repos\pixelsdb__pixels\pixels-storage\pixels-storage-gcs\src\main\java\io\pixelsdb\pixels\storage\gcs\PhysicalGCSWriter.java,65,com.google.cloud.storage.Storage,FieldAccessExpr
com.google.cloud:google-cloud-storage,2.12.0,2.57.0,com.google.cloud.storage.Storage,moveBlob,METHOD_CHANGE,METHOD_ADDED_TO_INTERFACE; ANNOTATION_ADDED,true,false,false,1,com.google.cloud:google-cloud-storage,,,MINOR,C:\Users\tyin363\Documents\repos\pixelsdb__pixels\pixels-storage\pixels-storage-gcs\src\main\java\io\pixelsdb\pixels\storage\gcs\GCS.java,177,com.google.cloud.storage.Storage.BlobField,FieldAccessExpr
com.google.cloud:google-cloud-storage,2.12.0,2.57.0,com.google.cloud.storage.Storage,moveBlob,METHOD_CHANGE,METHOD_ADDED_TO_INTERFACE; ANNOTATION_ADDED,true,false,false,1,com.google.cloud:google-cloud-storage,,,MINOR,C:\Users\tyin363\Documents\repos\pixelsdb__pixels\pixels-storage\pixels-storage-gcs\src\main\java\io\pixelsdb\pixels\storage\gcs\GCS.java,397,com.google.cloud.storage.Storage.CopyRequest,ClassOrInterfaceType
com.google.cloud:google-cloud-storage,2.12.0,2.57.0,com.google.cloud.storage.Storage,moveBlob,METHOD_CHANGE,METHOD_ADDED_TO_INTERFACE; ANNOTATION_ADDED,true,false,false,1,com.google.cloud:google-cloud-storage,,,MINOR,C:\Users\tyin363\Documents\repos\pixelsdb__pixels\pixels-storage\pixels-storage-gcs\src\main\java\io\pixelsdb\pixels\storage\gcs\GCS.java,232,com.google.cloud.storage.Storage,FieldAccessExpr
com.google.cloud:google-cloud-storage,2.12.0,2.57.0,com.google.cloud.storage.Storage,moveBlob,METHOD_CHANGE,METHOD_ADDED_TO_INTERFACE; ANNOTATION_ADDED,true,false,false,1,com.google.cloud:google-cloud-storage,,,MINOR,C:\Users\tyin363\Documents\repos\pixelsdb__pixels\pixels-storage\pixels-storage-gcs\src\main\java\io\pixelsdb\pixels\storage\gcs\GCS.java,264,com.google.cloud.storage.Storage,FieldAccessExpr
