project,submodule,library_name,version_selected,conflicting_version,depth_selected,depth_conflicting,scope_selected,scope_conflicting,conflict_type
jetlinks-community,common-component,io.opentelemetry:opentelemetry-api,1.26.0,1.17.0,2,2,compile,compile,version_managed
jetlinks-community,common-component,org.javassist:javassist,3.21.0-GA,3.29.2-GA,2,3,compile,compile,omitted_conflict
jetlinks-community,common-component,org.springframework:spring-context,5.3.39,5.3.31,3,3,compile,compile,version_managed
jetlinks-community,common-component,org.springframework:spring-aspects,5.3.39,5.3.31,3,3,compile,compile,version_managed
jetlinks-community,common-component,org.jctools:jctools-core,2.1.2,4.0.1,2,3,compile,compile,omitted_conflict
jetlinks-community,common-component,org.hswebframework:hsweb-easy-orm-core,4.1.3,4.1.3-SNAPSHOT,3,3,compile,compile,version_managed
jetlinks-community,common-component,org.jboss.logging:jboss-logging,3.4.3.Final,3.4.1.Final,4,4,compile,compile,version_managed
jetlinks-community,common-component,com.google.guava:guava,32.1.2-jre,32.0.0-jre,2,2,compile,compile,version_managed
jetlinks-community,common-component,io.projectreactor.netty:reactor-netty,1.0.47,1.0.46,2,2,compile,compile,version_managed
jetlinks-community,common-component,org.checkerframework:checker-qual,3.19.0,3.33.0,2,3,compile,compile,omitted_conflict
jetlinks-community,common-component,com.google.errorprone:error_prone_annotations,2.10.0,2.18.0,2,3,compile,compile,omitted_conflict
jetlinks-community,common-component,io.rsocket:rsocket-core,1.1.5,1.0.5,3,3,compile,compile,version_managed
jetlinks-community,common-component,io.rsocket:rsocket-transport-netty,1.1.5,1.0.5,3,3,compile,compile,version_managed
jetlinks-community,common-component,com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.14.3,2.11.0,3,3,compile,compile,version_managed
jetlinks-community,common-component,io.swagger.core.v3:swagger-annotations,2.2.8,2.1.4,2,2,compile,compile,version_managed
jetlinks-community,common-component,com.fasterxml.jackson.core:jackson-databind,2.14.3,2.13.5,2,2,compile,compile,version_managed
jetlinks-community,common-component,org.hswebframework:hsweb-easy-orm-rdb,4.1.3,4.1.3-SNAPSHOT,3,3,compile,compile,version_managed
jetlinks-community,common-component,io.projectreactor:reactor-tools,3.4.40,3.4.34,2,2,compile,compile,version_managed
jetlinks-community,common-component,org.jetlinks:jetlinks-core,1.2.4-SNAPSHOT,1.2.3,1,2,compile,compile,omitted_conflict
jetlinks-community,common-component,com.fasterxml.jackson.dataformat:jackson-dataformat-xml,2.14.3,2.13.5,2,2,compile,compile,version_managed
jetlinks-community,common-component,org.springframework:spring-tx,5.3.39,5.3.31,2,2,compile,compile,version_managed
