Library_Name,Old_Version,New_Version,Class_Name,Member_Name,Change_Type,Description,Binary_Compatible,Source_Compatible,Is_Transitive,Depth,Direct_Parent_Dependency,Direct_Dependency_Old_Version,Direct_Dependency_New_Version,Release_Type,Usage_Location,Usage_Line,Usage_Context,Usage_Type
cn.idev.excel:fastexcel,1.2.0,1.3.0,cn.idev.excel.write.style.column.LongestMatchColumnWidthStyleStrategy,cn.idev.excel.write.style.column.LongestMatchColumnWidthStyleStrategy,CLASS_CHANGE,INTERFACE_ADDED; METHOD_ABSTRACT_ADDED_IN_IMPLEMENTED_INTERFACE,true,false,false,1,cn.idev.excel:fastexcel,,,MINOR,C:\Users\tyin363\Documents\repos\dromara__RuoYi-Vue-Plus\ruoyi-common\ruoyi-common-excel\src\main\java\org\dromara\common\excel\utils\ExcelUtil.java,192,cn.idev.excel.write.style.column.LongestMatchColumnWidthStyleStrategy.LongestMatchColumnWidthStyleStrategy(),ObjectCreationExpr
cn.idev.excel:fastexcel,1.2.0,1.3.0,cn.idev.excel.write.style.column.LongestMatchColumnWidthStyleStrategy,cn.idev.excel.write.style.column.LongestMatchColumnWidthStyleStrategy,CLASS_CHANGE,INTERFACE_ADDED; METHOD_ABSTRACT_ADDED_IN_IMPLEMENTED_INTERFACE,true,false,false,1,cn.idev.excel:fastexcel,,,MINOR,C:\Users\tyin363\Documents\repos\dromara__RuoYi-Vue-Plus\ruoyi-common\ruoyi-common-excel\src\main\java\org\dromara\common\excel\utils\ExcelUtil.java,192,cn.idev.excel.write.style.column.LongestMatchColumnWidthStyleStrategy,ClassOrInterfaceType
