submodule,normalised_direct_deps,normalised_transitive_deps
binarywang__WxJava_wx-java-miniapp-spring-boot-starter,0.0,0.0
binarywang__WxJava_wx-java-mp-multi-solon-plugin,0.0,0.0
binarywang__WxJava_wx-java-mp-multi-spring-boot-starter,0.0,0.0
binarywang__WxJava_wx-java-mp-solon-plugin,0.0,0.0
binarywang__WxJava_wx-java-mp-spring-boot-starter,0.0,0.0
binarywang__WxJava_wx-java-open-solon-plugin,0.0,0.0
binarywang__WxJava_wx-java-open-spring-boot-starter,0.0,0.0
binarywang__WxJava_wx-java-pay-solon-plugin,0.0,0
binarywang__WxJava_wx-java-pay-spring-boot-starter,0.0,0
binarywang__WxJava_wx-java-qidian-solon-plugin,0.0,0.0
binarywang__WxJava_wx-java-qidian-spring-boot-starter,0.0,0.0
biojava__biojava_biojava-aa-prop,0.0,0
biojava__biojava_biojava-alignment,0.0,0
biojava__biojava_biojava-genome,0.0,0.0
biojava__biojava_biojava-modfinder,0.0,0
biojava__biojava_biojava-ontology,0.0,0
biojava__biojava_biojava-protein-comparison-tool,0,0
biojava__biojava_biojava-protein-disorder,0.0,0
biojava__biojava_biojava-survival,0.0,0
biojava__biojava_biojava-ws,0.0,0
bonigarcia__mastering-junit5_junit4-cucumber,0,0
bonigarcia__mastering-junit5_junit4-mockito,0.0,0
bonigarcia__mastering-junit5_junit4-spring,0.0,0
bonigarcia__mastering-junit5_junit4-spring-boot,0,0.0
bonigarcia__mastering-junit5_junit5-assertions,0.0,0
bonigarcia__mastering-junit5_junit5-basic-tests,0.0,0
bonigarcia__mastering-junit5_junit5-console-launcher,0.0,0
bonigarcia__mastering-junit5_junit5-cucumber,0,0
bonigarcia__mastering-junit5_junit5-disabled-tests,0.0,0
bonigarcia__mastering-junit5_junit5-engine-spi,0.0,0
bonigarcia__mastering-junit5_junit5-extension-model-automatic,0.0,0.0
bonigarcia__mastering-junit5_junit5-meta-annotations,0,0
bonigarcia__mastering-junit5_junit5-mockito,0.0,0
bonigarcia__mastering-junit5_junit5-spring,0.0,0
bonigarcia__mastering-junit5_junit5-spring-boot,0,0.0
bonigarcia__mastering-junit5_junit5-spring-boot-rest,0,0.0
bonigarcia__mastering-junit5_junit5-spring-boot-web,0,0.0
bonigarcia__mastering-junit5_junit5-test-interfaces,0.0,0.0
bonigarcia__mastering-junit5_junit5-wiremock,0.0,0.0
bonigarcia__selenium-jupiter_bonigarcia__selenium-jupiter,0.0,0.0
bonigarcia__webdrivermanager_bonigarcia__webdrivermanager,0.0,0.0
brndnmtthws__facebook-hive-udfs_brndnmtthws__facebook-hive-udfs,0.0,0.0
BroadleafCommerce__BroadleafCommerce_broadleaf-admin-module,0.0,0
BroadleafCommerce__BroadleafCommerce_broadleaf-profile,0.0,0.0
BroadleafCommerce__BroadleafCommerce_broadleaf-profile-web,0.011764705882352941,0.0
BroadleafCommerce__BroadleafCommerce_integration,0,0.0
bsommerfeld__pathetic_api,0.0,0
bsommerfeld__pathetic_engine,0.0,0
bucket4j__bucket4j_bucket4j-benchmarks,0.0,0
bucket4j__bucket4j_bucket4j-caffeine,0.0,0
bucket4j__bucket4j_bucket4j-coherence,0.0,0
bucket4j__bucket4j_bucket4j-db2,0.0,0
bucket4j__bucket4j_bucket4j-hazelcast,0.0,0
bucket4j__bucket4j_bucket4j-hazelcast-4,0.0,0
bucket4j__bucket4j_bucket4j-ignite,0.0,0
bucket4j__bucket4j_bucket4j-infinispan,0.0,0.0
bucket4j__bucket4j_bucket4j-jcache,0.0,0
bucket4j__bucket4j_bucket4j-jedis,0,0
bucket4j__bucket4j_bucket4j-lettuce,0.0,0
bucket4j__bucket4j_bucket4j-mariadb,0.0,0
bucket4j__bucket4j_bucket4j-mssql,0.0,0
bucket4j__bucket4j_bucket4j-mysql,0.0,0
bucket4j__bucket4j_bucket4j-oracle,0.0,0
bucket4j__bucket4j_bucket4j-postgresql,0.0,0
bucket4j__bucket4j_bucket4j-redis-common,0,0
bucket4j__bucket4j_bucket4j-redisson,0.0,0.0
bucket4j__bucket4j_common,0.0,0.0
bucket4j__bucket4j_current,0.0,0
bucket4j__bucket4j_previous,0.0,0
bupticybee__TexasHoldemSolverJava_bupticybee__TexasHoldemSolverJava,0.22857142857142856,0
bytedeco__javacpp_osgi,0.0,0
casid__jte_jte,0.0,0
casid__jte_jte-benchmark,0,0
casid__jte_jte-extension-api,0,0
casid__jte_jte-extension-api-mocks,0,0
casid__jte_jte-hotreload-test,0,0
casid__jte_jte-jsp-converter,0.0,0.0
casid__jte_jte-jsp-converter-jakarta,0.0,0.0
casid__jte_jte-kotlin,0.0,0
casid__jte_jte-maven-plugin,0.0,0
casid__jte_jte-models,0.0,0
casid__jte_jte-native-resources,0,0
casid__jte_jte-runtime,0,0
casid__jte_jte-runtime-cp-test,0,0
casid__jte_jte-runtime-cp-test-models,0,0
casid__jte_jte-runtime-test,0,0
casid__jte_jte-runtime-test-kotlin,0,0
casid__jte_jte-spring-boot-starter-2,0.0,0.0
casid__jte_jte-spring-boot-starter-3,0.0,0.0
casid__jte_jte-watcher,0.18181818181818182,0
centic9__jgit-cookbook_centic9__jgit-cookbook,0.0,0.0
chillzhuang__blade-tool_blade-core-boot,0.0,0.0
chillzhuang__blade-tool_blade-core-cloud,0.0,0.0
chillzhuang__blade-tool_blade-core-launch,0,0.0
chillzhuang__blade-tool_blade-core-secure,0.0,0.0
chillzhuang__blade-tool_blade-core-test,0.0,0.0
chillzhuang__blade-tool_blade-starter-api-crypto,0.0,0.0
chillzhuang__blade-tool_blade-starter-cache,0.0,0.0
chillzhuang__blade-tool_blade-starter-datascope,0.0,0.0
chillzhuang__blade-tool_blade-starter-develop,0.0,0.0
chillzhuang__blade-tool_blade-starter-excel,0.0,0.0
chillzhuang__blade-tool_blade-starter-loadbalancer,0.0,0.0
chillzhuang__blade-tool_blade-starter-log,0.0,0.0
chillzhuang__blade-tool_blade-starter-mybatis,0.0,0.0
chillzhuang__blade-tool_blade-starter-oss,0.0,0.0
chillzhuang__blade-tool_blade-starter-redis,0.0,0.0
chillzhuang__blade-tool_blade-starter-report,0.0,0.0
chillzhuang__blade-tool_blade-starter-social,0.0,0.0
chillzhuang__blade-tool_blade-starter-swagger,0.0,0.0
chillzhuang__blade-tool_blade-starter-tenant,0.0,0.0
chillzhuang__blade-tool_blade-starter-transaction,0,0.0
code4craft__webmagic_webmagic-core,0.0,0.0
code4craft__webmagic_webmagic-extension,0.0,0.0
code4craft__webmagic_webmagic-samples,0.0,0.0
code4craft__webmagic_webmagic-saxon,0.0,0.0
code4craft__webmagic_webmagic-scripts,0.0,0.0
code4craft__webmagic_webmagic-selenium,0.0,0.0
codecentric__chaos-monkey-spring-boot_chaos-monkey-demo-app,0,0.0
codecentric__chaos-monkey-spring-boot_chaos-monkey-demo-app-ext-jar,0,0.0
codecentric__chaos-monkey-spring-boot_chaos-monkey-demo-app-jdbc,0,0.0
codecentric__chaos-monkey-spring-boot_chaos-monkey-demo-app-naked,0,0.0
codecentric__chaos-monkey-spring-boot_chaos-monkey-demo-app-unleash-toggles,0.0,0.0
codecentric__chaos-monkey-spring-boot_chaos-monkey-spring-boot,0.0,0.0
codecentric__chaos-monkey-spring-boot_chaos-monkey-web-reactive-app,0.0,0.0
commonmark__commonmark-java_commonmark,0.0,0
commonmark__commonmark-java_commonmark-ext-autolink,0.0,0
commonmark__commonmark-java_commonmark-ext-footnotes,0.0,0
commonmark__commonmark-java_commonmark-ext-gfm-strikethrough,0.0,0
commonmark__commonmark-java_commonmark-ext-gfm-tables,0.0,0
commonmark__commonmark-java_commonmark-ext-heading-anchor,0.0,0
commonmark__commonmark-java_commonmark-ext-image-attributes,0.0,0
commonmark__commonmark-java_commonmark-ext-ins,0.0,0
commonmark__commonmark-java_commonmark-ext-task-list-items,0.0,0
commonmark__commonmark-java_commonmark-ext-yaml-front-matter,0.0,0
commonmark__commonmark-java_commonmark-integration-test,0,0
commonmark__commonmark-java_commonmark-test-util,0.0,0
confluentinc__ksql_ksqldb-api-client,0.2671232876712329,0.0
confluentinc__ksql_ksqldb-benchmark,0,0
confluentinc__ksql_ksqldb-cli,0.2967032967032967,0.0
confluentinc__ksql_ksqldb-engine-common,0.0,0
confluentinc__ksql_ksqldb-examples,0.0,1.25
confluentinc__ksql_ksqldb-functional-tests,0.0,0.021052631578947368
confluentinc__ksql_ksqldb-metastore,0.0,0
confluentinc__ksql_ksqldb-parser,0.009174311926605505,0.0
confluentinc__ksql_ksqldb-rest-client,0.0,0.5888888888888889
confluentinc__ksql_ksqldb-rest-model,0.0,0.0
confluentinc__ksql_ksqldb-rocksdb-config-setter,0.034482758620689655,0
confluentinc__ksql_ksqldb-serde,0.021739130434782608,0.0
confluentinc__ksql_ksqldb-stream-lib,0.0,0
confluentinc__ksql_ksqldb-test-util,0.0,0.0
confluentinc__ksql_ksqldb-testing-tool,0.0,0
confluentinc__ksql_ksqldb-tools,0.023255813953488372,0.0
confluentinc__ksql_ksqldb-udf,0.0,0
confluentinc__ksql_ksqldb-version-metrics-client,0.0,0.0
confluentinc__ksql_udf-example,0.0,0
confluentinc__ksql_udf-example-2,0,0
confluentinc__ksql_udf-failing-tests,0,0
confluentinc__ksql_udf-isolated,0,0
continew-org__continew-admin_continew-common,0.0,0.0
continew-org__continew-admin_continew-extension-schedule-server,0.0,0.0
continew-org__continew-admin_continew-plugin-generator,0.0,0
continew-org__continew-admin_continew-plugin-open,0.0,0
continew-org__continew-admin_continew-plugin-schedule,0.0,0.0
continew-org__continew-admin_continew-plugin-tenant,0.0,0
continew-org__continew-admin_continew-server,0.0,0.0
cosen1024__community_cosen1024__community,0.0,0.04504504504504504
Cosium__git-code-format-maven-plugin_core,0.0,0.0
Cosium__git-code-format-maven-plugin_google-java-format,0.0,0.0
Cosium__git-code-format-maven-plugin_spi,0.0,0
Cosium__spring-data-jpa-entity-graph_core,0.0,0.012048192771084338
Cosium__spring-data-jpa-entity-graph_generator,0.0,0
crawler-commons__crawler-commons_crawler-commons__crawler-commons,0.0,0
crossoverJie__cim_cim-client,0.0,0.0
crossoverJie__cim_cim-client-sdk,0,0
crossoverJie__cim_cim-common,0.0,0.0
crossoverJie__cim_cim-forward-route,0.0,0.0
crossoverJie__cim_cim-integration-test,0.0,0.0
crossoverJie__cim_cim-persistence-api,0.0,0.0
crossoverJie__cim_cim-persistence-mysql,0.0,0.0
crossoverJie__cim_cim-persistence-redis,0,0.0
crossoverJie__cim_cim-rout-api,0,0
crossoverJie__cim_cim-server,0,0.0
crossoverJie__cim_cim-server-api,0,0
cucumber__cucumber-jvm_calculator-java-cli,0,0
cucumber__cucumber-jvm_calculator-java-junit4,0,0
cucumber__cucumber-jvm_calculator-java-junit5,0,0
cucumber__cucumber-jvm_calculator-java-testng,0,0
cucumber__cucumber-jvm_calculator-java8-cli,0,0
cucumber__cucumber-jvm_cucumber-cdi2,0.0,36.0
cucumber__cucumber-jvm_cucumber-deltaspike,0.0,0
cucumber__cucumber-jvm_cucumber-gherkin,0,0
cucumber__cucumber-jvm_cucumber-gherkin-messages,0.0,0.0
cucumber__cucumber-jvm_cucumber-guice,0.0,0
cucumber__cucumber-jvm_cucumber-jakarta-cdi,0.0,0.0
cucumber__cucumber-jvm_cucumber-jakarta-openejb,0.0,0.0
cucumber__cucumber-jvm_cucumber-java,0,0
cucumber__cucumber-jvm_cucumber-java8,0.0,0
cucumber__cucumber-jvm_cucumber-junit,0.0,0
cucumber__cucumber-jvm_cucumber-junit-platform-engine,0.0,0.0
cucumber__cucumber-jvm_cucumber-openejb,0.0,0.0
cucumber__cucumber-jvm_cucumber-picocontainer,0.0,0
cucumber__cucumber-jvm_cucumber-plugin,0,0
cucumber__cucumber-jvm_cucumber-spring,0.0,0.0
cucumber__cucumber-jvm_cucumber-testng,0.0,0
cucumber__cucumber-jvm_datatable,0.0,0
cucumber__cucumber-jvm_datatable-matchers,0.0,0
cucumber__cucumber-jvm_docstring,0,0
cucumber__cucumber-jvm_spring-java-junit5,0,0.0
cucumber__cucumber-jvm_wicket-main,0.0,0.0
CyrilFeng__karma_CyrilFeng__karma,0.0,0.3235294117647059
damianszczepanik__cucumber-reporting_damianszczepanik__cucumber-reporting,0.0,0.0
daoshenzzg__socket-mqtt_daoshenzzg__socket-mqtt,0.0,0.0
darrachequesne__spring-data-jpa-datatables_darrachequesne__spring-data-jpa-datatables,0.0,0.0
dasniko__testcontainers-keycloak_dasniko__testcontainers-keycloak,0.0,0.0
databricks__learning-spark_databricks__learning-spark,0.15942028985507245,0.007751937984496124
databricks__learning-spark_mini-complete-example,0.0,0.0
davidB__scala-maven-plugin_davidB__scala-maven-plugin,0.0,0.0
davidmoten__geo_geo,0,0
davidmoten__geo_geo-mem,0.0,0
davidmoten__rtree_davidmoten__rtree,0.0,0
davidmoten__rxjava-jdbc_davidmoten__rxjava-jdbc,0.0,0
davidmoten__rxjava2-jdbc_rxjava2-jdbc-stored-procedure,0,0
davidmoten__rxjava2-jdbc_rxjava2-pool,0.0,0.0
dependency-check__dependency-check-sonar-plugin_module1,0,0
dependency-check__dependency-check-sonar-plugin_module2,0,0
dependency-check__dependency-check-sonar-plugin_module3,0,0
dependency-check__dependency-check-sonar-plugin_single-module-maven,0,0
dependency-check__dependency-check-sonar-plugin_sonar-dependency-check-plugin,0.0,0.0
DerekYRC__mini-spring_DerekYRC__mini-spring,0.0,0
dflib__dflib_dflib-avro,0.0,0
dflib__dflib_dflib-benchmark,0,0
dflib__dflib_dflib-csv,0.0,0
dflib__dflib_dflib-echarts,0.0,0
dflib__dflib_dflib-excel,0.0,0
dflib__dflib_dflib-jdbc,0.0,0
dflib__dflib_dflib-json,0.0,0
dflib__dflib_dflib-junit5,0,0.0
dflib__dflib_dflib-jupyter,0.0,0
dflib__dflib_dflib-parquet,0.0,0
dibo-software__diboot_diboot-ai-starter,0.0,0.0
dibo-software__diboot_diboot-core-starter,0.0,0.009345794392523364
dibo-software__diboot_diboot-file-starter,0.0,0.0
dibo-software__diboot_diboot-mobile-starter,0.0,0.0
dibo-software__diboot_diboot-notification-starter,0.0,0.0
dibo-software__diboot_diboot-scheduler-starter,0.0,0.0
dibo-software__diboot_diboot-tenant-starter,0.0,0.0
dibo-software__diboot_rest-api-example,0.0,0.0
dicoogle__dicoogle_sdk,0.0,0.0
digitalpetri__modbus_modbus,0.0,0
digitalpetri__modbus_modbus-serial,0.0,0.0
digitalpetri__modbus_modbus-tcp,0.0,0.4727272727272727
doubleDimple__oci-start_oci-common,0,0
doubleDimple__oci-start_oci-server,0.07901234567901234,0.0
DozerMapper__dozer_dozer-spring-boot-autoconfigure,0,0.0
DozerMapper__dozer_dozer-spring4,0.0,0.0
dromara__dante-cloud_authentication-spring-boot-starter,0.0,0.0
dromara__dante-cloud_dante-cloud-bpmn-ability,0,0.0
dromara__dante-cloud_dante-cloud-bpmn-logic,0.0,0.0
dromara__dante-cloud_dante-cloud-gateway,0.0,0.0
dromara__dante-cloud_dante-cloud-message,0,0.0
dromara__dante-cloud_dante-cloud-monitor,0,0.0
dromara__dante-cloud_dante-cloud-oss-ability,0,0.0
dromara__dante-cloud_dante-cloud-uaa,0,0.0
dromara__dante-cloud_dante-cloud-upms,0,0.0
dromara__dante-cloud_dante-module-common,0,0
dromara__dante-cloud_dante-module-metadata,0.0,0.0
dromara__dante-cloud_dante-module-social,0.0,0.0
dromara__dante-cloud_dante-module-strategy,0.0,0.0
dromara__dante-cloud_dante-monomer-application,0,0.0
dromara__dante-cloud_dante-monomer-autoconfigure,0,0.0
dromara__dante-cloud_facility-spring-boot-starter,0,0.0
dromara__dante-cloud_service-spring-boot-starter,0,0.0
dromara__forest_example-chatgpt,0,0.0
dromara__forest_example-deepseek,0,0.0
dromara__forest_example-springboot,0,0.0
dromara__forest_example-springboot3,0,0.0
dromara__forest_forest-jakarta-xml,0.0,0
dromara__forest_forest-jaxb,0.0,0.0
dromara__forest_forest-mock,0.0,0.0
dromara__forest_forest-solon-plugin,0.04316546762589928,0
dromara__forest_forest-spring,0.0,0.0
dromara__forest_forest-spring-boot-starter,0.0,0.0
dromara__forest_forest-spring-boot-test,0,0
dromara__forest_forest-spring-boot3-starter,0.0,0.0
dromara__forest_forest-spring-boot3-test,0,0
dromara__Jinx_dromara__Jinx,0.0,0.0
dromara__Jpom_agent,0.002320185614849188,0
dromara__Jpom_agent-transport-common,0.0,0
dromara__Jpom_agent-transport-http,0.0,0.0
dromara__Jpom_common,0.03508771929824561,0.0
dromara__Jpom_docker-cli,0.0,0.0
dromara__Jpom_email,0.0,0
dromara__Jpom_encrypt,0.0,0.0
dromara__Jpom_git-clone,0.0,0.0
dromara__Jpom_ssh-jsch,0.0,0
dromara__Jpom_storage-module-common,0.0,0.0
dromara__Jpom_storage-module-h2,0.0,0
dromara__Jpom_storage-module-mariadb,0,0
dromara__Jpom_storage-module-mysql,0,0
dromara__Jpom_storage-module-postgresql,0,0
dromara__Jpom_svn-clone,0.0,0
dromara__Jpom_webhook,0,0
dromara__mica-mqtt_mica-mqtt-client,0.5,0.0
dromara__mica-mqtt_mica-mqtt-client-jfinal-plugin,0.0,0.0
dromara__mica-mqtt_mica-mqtt-client-solon-plugin,0.0625,0.0
dromara__mica-mqtt_mica-mqtt-client-solon-plugin-example,0,0.0
dromara__mica-mqtt_mica-mqtt-client-spring-boot-example,0,0.0
dromara__mica-mqtt_mica-mqtt-client-spring-boot-starter,0.0,0.0
dromara__mica-mqtt_mica-mqtt-codec,0.0,0.0
dromara__mica-mqtt_mica-mqtt-common,0.0,0.0
dromara__mica-mqtt_mica-mqtt-example,0.0,0.0
dromara__mica-mqtt_mica-mqtt-server,0.25,0.0
dromara__mica-mqtt_mica-mqtt-server-jfinal-plugin,0.0,0.0
dromara__mica-mqtt_mica-mqtt-server-solon-plugin,0.125,0.0
dromara__mica-mqtt_mica-mqtt-server-solon-plugin-example,0.0,0.0
dromara__mica-mqtt_mica-mqtt-server-spring-boot-example,0.0,0.0
dromara__mica-mqtt_mica-mqtt-server-spring-boot-starter,0.13432835820895522,0.0
dromara__orion-visor_orion-visor-common,0.0,0.0
dromara__orion-visor_orion-visor-launch,0,0.0
dromara__orion-visor_orion-visor-module-asset-provider,0.0,0
dromara__orion-visor_orion-visor-module-asset-service,0.0,0
dromara__orion-visor_orion-visor-module-common,0.0,0
dromara__orion-visor_orion-visor-module-exec-provider,0,0
dromara__orion-visor_orion-visor-module-infra-provider,0.0,0
dromara__orion-visor_orion-visor-module-terminal-provider,0,0
dromara__orion-visor_orion-visor-spring-boot-starter-banner,0.0,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-biz-operator-log,0.0,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-config,0.0,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-datasource,0.0,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-desensitize,0.0,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-encrypt,0.0,0
dromara__orion-visor_orion-visor-spring-boot-starter-job,0.0,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-log,0.0,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-monitor,0,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-mybatis,0.011320754716981131,0.13095238095238096
dromara__orion-visor_orion-visor-spring-boot-starter-redis,0.0,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-security,0.0,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-storage,0.0,0
dromara__orion-visor_orion-visor-spring-boot-starter-swagger,0.0,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-test,0.0,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-web,0.0,0.0
dromara__orion-visor_orion-visor-spring-boot-starter-websocket,0.0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-admin,0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-core,0.0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-doc,0.0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-encrypt,0.0,0.023809523809523808
dromara__RuoYi-Vue-Plus_ruoyi-common-excel,0.0392156862745098,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-idempotent,0.0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-job,0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-json,0.0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-log,0.0,0
dromara__RuoYi-Vue-Plus_ruoyi-common-mail,0.0,0
dromara__RuoYi-Vue-Plus_ruoyi-common-mybatis,0.0,0.014814814814814815
dromara__RuoYi-Vue-Plus_ruoyi-common-oss,0.0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-ratelimiter,0.0,0
dromara__RuoYi-Vue-Plus_ruoyi-common-redis,0.0,0.007407407407407408
dromara__RuoYi-Vue-Plus_ruoyi-common-satoken,0.0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-security,0.0,0
dromara__RuoYi-Vue-Plus_ruoyi-common-sensitive,0.0,0
dromara__RuoYi-Vue-Plus_ruoyi-common-sms,0.0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-social,0.0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-sse,0.0,0
dromara__RuoYi-Vue-Plus_ruoyi-common-tenant,0.0,0
dromara__RuoYi-Vue-Plus_ruoyi-common-translation,0.0,0
dromara__RuoYi-Vue-Plus_ruoyi-common-web,0.0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-common-websocket,0.0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-demo,0.0,0
dromara__RuoYi-Vue-Plus_ruoyi-generator,0.0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-job,0,0
dromara__RuoYi-Vue-Plus_ruoyi-monitor-admin,0.0,0.043478260869565216
dromara__RuoYi-Vue-Plus_ruoyi-snailjob-server,0.0,0.0
dromara__RuoYi-Vue-Plus_ruoyi-workflow,0.0,0.0041841004184100415
dromara__warm-flow_warm-flow-mybatis-core,0.0,0
dromara__warm-flow_warm-flow-mybatis-plus-core,0.0125,0.12
dromara__warm-flow_warm-flow-mybatis-plus-sb-starter,0.0,0.0
dromara__warm-flow_warm-flow-mybatis-plus-solon-plugin,0.16666666666666666,0.0
dromara__warm-flow_warm-flow-mybatis-sb-starter,0.0,0.0
dromara__warm-flow_warm-flow-mybatis-solon-plugin,0.2,0.0
dromara__warm-flow_warm-flow-plugin-json,0.19444444444444445,0.0
dromara__warm-flow_warm-flow-plugin-modes-sb,0.0,0.0
dromara__warm-flow_warm-flow-plugin-modes-solon,0.011494252873563218,0.0
dromara__warm-flow_warm-flow-plugin-ui-core,0.0,0
dromara__warm-flow_warm-flow-plugin-ui-sb-web,0.0,0.0
dromara__warm-flow_warm-flow-plugin-ui-solon-web,0.08,0.08333333333333333
dschadow__Java-Web-Security_Ch04_OutputEscapingJSF,0,0
dschadow__Java-Web-Security_Ch04_OutputEscapingJSP,0.0,0.0
dschadow__Java-Web-Security_Ch05_AccessReferenceMaps,0.0,0.0
dschadow__Java-Web-Security_Ch05_HSTS,0.0,0.0
dschadow__Java-Web-Security_Ch05_SessionFixation,0.0,0.0
dschadow__Java-Web-Security_Ch06_SQLInjection,0.0,0.0
dschadow__Java-Web-Security_Ch06_XPathInjection,0.0,0.0
dschadow__Java-Web-Security_Ch07_CSP,0.0,0.0
dschadow__Java-Web-Security_Ch07_XSS,0.0,0.0
dschadow__Java-Web-Security_Ch07_XSSFilter,0.0,0
dschadow__Java-Web-Security_Ch07_XSSJSF,0,0
dschadow__Java-Web-Security_Ch08_CSRF,0.0,0.0
DSpace__DSpace_additions,0,0
DSpace__DSpace_dspace-iiif,0.0,0.0
DSpace__DSpace_dspace-oai,0.0,0.0
DSpace__DSpace_dspace-rdf,0.0,0.0
DSpace__DSpace_dspace-saml2,0.0,0.0
DSpace__DSpace_dspace-services,0.0,0.0
DSpace__DSpace_dspace-swordv2,0.0,0.0
DSpace__DSpace_server,0,0.0
DSpace__DSpace_server-boot,0,0.0
easymock__objenesis_benchmark,0.0,0
easymock__objenesis_exotic,0,0
easymock__objenesis_main,0,0
easymock__objenesis_module-test,0,0
easymock__objenesis_tck,0,0
easymock__objenesis_test,0,0
ebourg__jsign_jsign-ant,0.0,0
ebourg__jsign_jsign-cli,0.0,0
ebourg__jsign_jsign-core,0.0,0.0
ebourg__jsign_jsign-crypto,0.07575757575757576,0
ebourg__jsign_jsign-gradle-plugin,0.0,0
ebourg__jsign_jsign-maven-plugin,0.0,0.0
eclipse-californium__californium_californium-osgi,0.0,0
eclipse-californium__californium_californium-proxy2,0.0,0.0
eclipse-californium__californium_cf-cli,0.0,0
eclipse-californium__californium_cf-cli-tcp-netty,0,0
eclipse-californium__californium_cf-cloud-demo-server,0.0,0
eclipse-californium__californium_cf-cluster,0.0,0.0
eclipse-californium__californium_cf-cocoa,0.0,0
eclipse-californium__californium_cf-encrypt,0,0
eclipse-californium__californium_cf-extplugtest-client,0.0,0
eclipse-californium__californium_cf-extplugtest-server,0.0,0
eclipse-californium__californium_cf-helloworld-client,0,0
eclipse-californium__californium_cf-helloworld-server,0.0,0
eclipse-californium__californium_cf-nat,0.0,0
eclipse-californium__californium_cf-oscore,0.0,0.0
eclipse-californium__californium_cf-plugtest-checker,0,0
eclipse-californium__californium_cf-plugtest-client,0,0
eclipse-californium__californium_cf-plugtest-server,0.0,0
eclipse-californium__californium_cf-proxy2,0.0,0
eclipse-californium__californium_cf-pubsub,0,0
eclipse-californium__californium_cf-secure,0,0
eclipse-californium__californium_cf-simplefile-server,0.0,0
eclipse-californium__californium_cf-unix-health,0,0
eclipse-californium__californium_element-connector-tcp-netty,0.1,0.0
eclipse-californium__californium_sc-dtls-example-client,0.0,0
eclipse-californium__californium_sc-dtls-example-server,0.0,0
eclipse-collections__eclipse-collections-kata_candy-kata,0.0,0
eclipse-collections__eclipse-collections-kata_candy-kata-solutions,0.0,0
eclipse-collections__eclipse-collections-kata_company-kata,0.0,0.0
eclipse-collections__eclipse-collections-kata_company-kata-solutions,0.0,0
eclipse-collections__eclipse-collections-kata_converter-method-kata,0,0
eclipse-collections__eclipse-collections-kata_converter-method-kata-solutions,0,0
eclipse-collections__eclipse-collections-kata_haiku-kata,0.0,0
eclipse-collections__eclipse-collections-kata_haiku-kata-solutions,0.0,0
eclipse-collections__eclipse-collections-kata_jackson-kata,0.0,0
eclipse-collections__eclipse-collections-kata_jackson-kata-solutions,0.0,0
eclipse-collections__eclipse-collections-kata_lost-and-found-kata,0,0
eclipse-collections__eclipse-collections-kata_lost-and-found-kata-solutions,0,0
eclipse-collections__eclipse-collections-kata_pet-kata,0.0,0
eclipse-collections__eclipse-collections-kata_pet-kata-solutions,0.0,0
eclipse-collections__eclipse-collections-kata_record-kata,0,0
eclipse-collections__eclipse-collections-kata_record-kata-solutions,0,0
eclipse-collections__eclipse-collections-kata_top-methods-kata,0.0,0
eclipse-collections__eclipse-collections-kata_top-methods-kata-solutions,0.0,0
eclipse-collections__eclipse-collections-kata_wordle-kata,0,0
eclipse-collections__eclipse-collections-kata_wordle-kata-solutions,0,0
eclipse-collections__eclipse-collections_eclipse-collections-code-generator,0.0,0
eclipse-collections__eclipse-collections_eclipse-collections-code-generator-maven-plugin,0.0,0
eclipse-collections__eclipse-collections_eclipse-collections-forkjoin,0,0
eclipse-collections__eclipse-collections_eclipse-collections-testutils,0.0,0
eclipse-collections__eclipse-collections_jcstress-tests,0,0
eclipse-collections__eclipse-collections_jmh-tests,0.0,0
eclipse-milo__milo_client-examples,0,0.0
eclipse-milo__milo_codec-json,0,0
eclipse-milo__milo_dtd-core,0.0,0.0
eclipse-milo__milo_dtd-manager,0,0
eclipse-milo__milo_dtd-reader,0,0
