submodule,normalised_direct_deps,normalised_transitive_deps
eclipse-milo__milo_encoding-json,0.0,0
eclipse-milo__milo_encoding-xml,0.0,0
eclipse-milo__milo_guava-dependencies,0.0,0
eclipse-milo__milo_server-examples,0,0.0
eclipse-milo__milo_transport,0.0,0.0
eclipse-milo__milo_transport-https,0.0,0.05714285714285714
eclipse-milo__milo_transport-websocket,0.0,0.09090909090909091
eclipse-vertx__vertx-sql-client_vertx-mssql-client,0.0,0.0
eclipse-vertx__vertx-sql-client_vertx-mysql-client,0.0,0.0
eclipse-vertx__vertx-sql-client_vertx-oracle-client,0.0,0.0
eclipse-vertx__vertx-sql-client_vertx-pg-client,0.0,0.0
eclipse-vertx__vertx-sql-client_vertx-sql-client,0.0,0.0
eclipse-vertx__vertx-sql-client_vertx-sql-client-codec,0.0,0.0
eclipse-vertx__vertx-sql-client_vertx-sql-client-templates,0.0,0
egzosn__pay-spring-boot-starter-parent_pay-spring-boot,0.0,0.0
egzosn__pay-spring-boot-starter-parent_pay-spring-boot-autoconfigue,0.0,0
egzosn__pay-spring-boot-starter-parent_pay-spring-boot-starter-demo,0.0,0.0
eiiches__jackson-jq_jackson-jq,0.0,0.0
eiiches__jackson-jq_jackson-jq-cli,0.0,0
eiiches__jackson-jq_jackson-jq-extra,0,0
Ekryd__sortpom_maven-plugin,0.0,0
Ekryd__sortpom_sorter,0.0,0.0
elunez__eladmin_eladmin-common,0.02857142857142857,0.0
elunez__eladmin_eladmin-generator,0.0,0.0
elunez__eladmin_eladmin-logging,0.037037037037037035,0.0
elunez__eladmin_eladmin-tools,0.0,0.0
erupts__erupt_erupt-ai,0.0,0.0
erupts__erupt_erupt-annotation,0,0
erupts__erupt_erupt-cloud-common,0,0
erupts__erupt_erupt-cloud-node,0.0,0.0
erupts__erupt_erupt-cloud-server,0.0,0.0
erupts__erupt_erupt-cloud-server-docker,0,0.0
erupts__erupt_erupt-core,0.0,0.0
erupts__erupt_erupt-elasticsearch,0.0,0.0
erupts__erupt_erupt-excel,0.0,0.06451612903225806
erupts__erupt_erupt-generator,0.0,0.0
erupts__erupt_erupt-job,0.0,0.0
erupts__erupt_erupt-jpa,0.0,0.0
erupts__erupt_erupt-magic-api,0.0,0.0
erupts__erupt_erupt-mongodb,0.0,0.0
erupts__erupt_erupt-monitor,0.0,0.0
erupts__erupt_erupt-sample,0.0,0.0
erupts__erupt_erupt-security,0.0,0.0
erupts__erupt_erupt-toolkit,0.0,0.0
erupts__erupt_erupt-tpl,0.0,0.0
erupts__erupt_erupt-upms,0.0,0.0
erupts__erupt_erupt-web,0,0.0
erupts__erupt_erupt-websocket,0.0,0.0
eyesmoons__lacus_lacus-admin,0.0,0.05
eyesmoons__lacus_lacus-common,0.006633499170812604,0.23478260869565218
eyesmoons__lacus_lacus-core,0.03305785123966942,0.023668639053254437
eyesmoons__lacus_lacus-dao,0.0,0.375
eyesmoons__lacus_lacus-datasource-plugin,0.0,0.6666666666666666
eyesmoons__lacus_lacus-domain,0.0,1.4489795918367347
eyesmoons__lacus_lacus-flink-sql-app,0.1724137931034483,0.0
eyesmoons__lacus_lacus-one-api-app,0.023255813953488372,0.031914893617021274
eyesmoons__lacus_lacus-rtc-engine,0.053061224489795916,0.14516129032258066
eyesmoons__lacus_lacus-service,0.0,1.4090909090909092
eyesmoons__lacus_lacus-spark-sql-app,0.0,0.0
ezylang__EvalEx_ezylang__EvalEx,0,0
fabric8io__docker-maven-plugin_app,0,0.0
fabric8io__docker-maven-plugin_buildx,0,0
fabric8io__docker-maven-plugin_buildx-dependencyset,0,0
fabric8io__docker-maven-plugin_buildx-dockerfile,0,0
fabric8io__docker-maven-plugin_buildx-driver-opt,0,0
fabric8io__docker-maven-plugin_dockerfile,0.0,0
fabric8io__docker-maven-plugin_dockerfile-base-as-arg,0.0,0
fabric8io__docker-maven-plugin_helloworld,0,0
fabric8io__docker-maven-plugin_multi-architecture,0,0
fabric8io__docker-maven-plugin_multi-assembly,0,0.0
fabric8io__docker-maven-plugin_run-java,0,0
fabric8io__docker-maven-plugin_spring-boot-with-jib,0,0.0
fabric8io__docker-maven-plugin_zero-config,0,0
facebook__facebook-java-business-sdk_examples,0.0,0
fanyong920__jvppeteer_example,0.0,0.0
fast-excel__fastexcel_fastexcel-support,0,0
FasterXML__jackson-annotations_FasterXML__jackson-annotations,0,0
FasterXML__jackson-dataformat-xml_FasterXML__jackson-dataformat-xml,0.0,0.0
FasterXML__jackson-dataformats-binary_avro,0.0784313725490196,0.099644128113879
FasterXML__jackson-dataformats-binary_cbor,0,0
FasterXML__jackson-dataformats-binary_ion,0.0,0
FasterXML__jackson-dataformats-binary_protobuf,0.0,0
FasterXML__jackson-dataformats-binary_smile,0,0
FasterXML__jackson-dataformats-text_csv,0,0
FasterXML__jackson-dataformats-text_properties,0,0
FasterXML__jackson-dataformats-text_toml,0,0
FasterXML__jackson-dataformats-text_yaml,0.0,0
FasterXML__jackson-datatype-hibernate_hibernate4,0.0,0.0
FasterXML__jackson-datatype-hibernate_hibernate5,0.0,0.0
FasterXML__jackson-datatype-hibernate_hibernate5-jakarta,0.0,0.0
FasterXML__jackson-datatype-hibernate_hibernate6,0.0,0.0
FasterXML__jackson-datatype-hibernate_hibernate7,0.0,0.0
FasterXML__jackson-jr_jr-annotation-support,0,0
FasterXML__jackson-jr_jr-extension-javatime,0,0
FasterXML__jackson-jr_jr-objects,0.0,0
FasterXML__jackson-jr_jr-retrofit2,0.0,0
FasterXML__jackson-jr_jr-stree,0,0
FasterXML__jackson-module-jsonSchema_jakarta,0.0,0
FasterXML__jackson-module-jsonSchema_javax,0.0,0
FasterXML__jackson-modules-java8_datatypes,0,0
FasterXML__jackson-modules-java8_datetime,0,0
FasterXML__jackson-modules-java8_parameter-names,0,0
fayechenlong__plumelog_plumelog-client-core,0.041666666666666664,0
fayechenlong__plumelog_plumelog-client-log4j,0.0,0
fayechenlong__plumelog_plumelog-client-log4j-kafka,0.0,0
fayechenlong__plumelog_plumelog-client-log4j-redis,0.0,0.0
fayechenlong__plumelog_plumelog-core,0.1111111111111111,0.0
fayechenlong__plumelog_plumelog-demo,0,0.0
fayechenlong__plumelog_plumelog-dubbo,0.0,0.3333333333333333
fayechenlong__plumelog_plumelog-dubbo-demo,0.0,0.0
fayechenlong__plumelog_plumelog-http,0.0,0.0
fayechenlong__plumelog_plumelog-http-demo,0.0,0.0
fayechenlong__plumelog_plumelog-lite,0.0,0.0
fayechenlong__plumelog_plumelog-lite-spring-boot-starter,0,0.0
fayechenlong__plumelog_plumelog-log4j,0.0,0.0
fayechenlong__plumelog_plumelog-log4j2,0.0,0.0
fayechenlong__plumelog_plumelog-logback,0.0,0.0
fayechenlong__plumelog_plumelog-lucene,0.0,0.0
fayechenlong__plumelog_plumelog-server,0.0,0.0
fayechenlong__plumelog_plumelog-trace,0.0,0.0
fayechenlong__plumelog_spring-boot-admin,0,0.0
find-sec-bugs__find-sec-bugs_findsecbugs-samples-deps,0.0,0
fizzed__rocker_rocker-compiler,0.0034965034965034965,0
fizzed__rocker_rocker-gradle-plugin,0,0
fizzed__rocker_rocker-maven-plugin,0.1,0
fizzed__rocker_rocker-runtime,0.0,0
fizzgate__fizz-gateway-node_fizz-bootstrap,0.0,0.0
fizzgate__fizz-gateway-node_fizz-common,0.0,0.028037383177570093
fizzgate__fizz-gateway-node_fizz-plugin,0.0,0.027522935779816515
forge__roaster_api,0,0
forge__roaster_dist,0,0
forge__roaster_impl,0.0,0.0
freeok__so-novel_freeok__so-novel,0.03571428571428571,0.0
gaarason__database-all_database-api,0.0,0
gaul__s3proxy_gaul__s3proxy,0.0,0.0
GIScience__openrouteservice_ors-benchmark,0.0033444816053511705,0.017241379310344827
googleads__googleads-java-lib_ads_lib,0.0017921146953405018,0.0
googleads__googleads-java-lib_ads_lib_appengine,0,0.0
googleads__googleads-java-lib_ads_lib_axis,0.0,0
googleapis__google-http-java-client_dailymotion-simple-cmdline-sample,0,0
googleapis__google-http-java-client_google-http-client-android,0.0,0
googleapis__google-http-java-client_google-http-client-android-test,0.0,0.0
googleapis__google-http-java-client_google-http-client-apache-v2,0.0,0
googleapis__google-http-java-client_google-http-client-apache-v5,0.0,0
googleapis__google-http-java-client_google-http-client-appengine,0.0,0
googleapis__google-http-java-client_google-http-client-findbugs,0.0,0
googleapis__google-http-java-client_google-http-client-findbugs-test,0,0
googleapis__google-http-java-client_google-http-client-gson,0.0,0
googleapis__google-http-java-client_google-http-client-jackson2,0.0,0
googleapis__google-http-java-client_google-http-client-protobuf,0.0,0
googleapis__google-http-java-client_google-http-client-test,0.0,0
googleapis__google-http-java-client_google-http-client-xml,0.0,0
googleapis__google-http-java-client_snippets,0,0
GoogleCloudDataproc__hadoop-connectors_gcs,0.0,0
GoogleCloudDataproc__hadoop-connectors_util,0.0,0.058823529411764705
GoogleCloudDataproc__hadoop-connectors_util-hadoop,0.0,0
GoogleCloudPlatform__bank-of-anthos_balancereader,0.0,0.0
GoogleCloudPlatform__bank-of-anthos_ledgermonolith,0.0,0.0
GoogleCloudPlatform__bank-of-anthos_ledgerwriter,0.0,0.0
GoogleCloudPlatform__bank-of-anthos_transactionhistory,0.0,0.0
GoogleCloudPlatform__pubsub_flink-connector-gcp-pubsub,0.0,0.0
GoogleCloudPlatform__pubsub_kafka-connector,0.008108108108108109,0.0
GoogleCloudPlatform__pubsub_load-test-framework,0.011194029850746268,0.5294117647058824
GoogleCloudPlatform__pubsub_ordering-keys-prober,0.0,0.0
GoogleCloudPlatform__pubsub_pubsub-streaming,0.0,0.0
GoogleCloudPlatform__pubsub_sql-streaming-copier,0.0,0
google__adk-java_custom_tools,0,0
google__adk-java_dev,0.0,0.0
google__adk-java_langchain4j,0.0064516129032258064,0.0
google__adk-java_maven_plugin,0.0,0.0
google__adk-java_simple-agent,0,0
google__compile-testing_google__compile-testing,0.0,0
google__gson_extras,0.0,0
google__gson_metrics,0.0,0.0
google__gson_proto,0.0,0
google__gson_test-jpms,0,0
google__gson_test-shrinker,0,0
google__jimfs_jimfs,0.0,0
google__TestParameterInjector_junit4,0.0,0
google__TestParameterInjector_junit5,0.0,0.0
google__truth_liteproto,0.0,0
google__truth_proto,0.0,0
google__truth_re2j,0.0,0
graphhopper__graphhopper_client-hc,0.0,0.0
graphhopper__graphhopper_example,0,0
graphhopper__graphhopper_map-matching,0,0
graphhopper__graphhopper_navigation,0,0.0
graphhopper__graphhopper_reader-gtfs,0.0,0.0
graphhopper__graphhopper_tools,0.0,0
graphhopper__graphhopper_web,0.0,0.0
graphhopper__graphhopper_web-api,0.014084507042253521,0.0
graphhopper__graphhopper_web-bundle,0.0,0.0
greenmail-mail-test__greenmail_greenmail-junit4,0.0,0
greenmail-mail-test__greenmail_greenmail-junit5,0.0,0
greenmail-mail-test__greenmail_greenmail-spring,0.0,0.0
greenmail-mail-test__greenmail_greenmail-standalone,0.0,0.0
greenmail-mail-test__greenmail_greenmail-webapp,0.0,0.0
gruelbox__transaction-outbox_transactionoutbox-core,0.0,0
gruelbox__transaction-outbox_transactionoutbox-guice,0.0,0
gruelbox__transaction-outbox_transactionoutbox-jackson,0.0,0.0
gruelbox__transaction-outbox_transactionoutbox-jooq,0.0,0
gruelbox__transaction-outbox_transactionoutbox-quarkus,0.0,0.0
gruelbox__transaction-outbox_transactionoutbox-spring,0.0,0.0
gruelbox__transaction-outbox_transactionoutbox-testing,0.0,0.0
Hakky54__certificate-ripper_Hakky54__certificate-ripper,0.0,0
Hakky54__log-captor_Hakky54__log-captor,0.0,0.0
Hakky54__sslcontext-kickstart_sslcontext-kickstart,0.0,0.0
Hakky54__sslcontext-kickstart_sslcontext-kickstart-for-apache4,0,0.0
Hakky54__sslcontext-kickstart_sslcontext-kickstart-for-apache5,0.0,0.0
Hakky54__sslcontext-kickstart_sslcontext-kickstart-for-jetty,0.0,0.0
Hakky54__sslcontext-kickstart_sslcontext-kickstart-for-netty,0.0,0.0
Hakky54__sslcontext-kickstart_sslcontext-kickstart-for-pem,0.0,0.0
haraldk__TwelveMonkeys_common-image,0,0
haraldk__TwelveMonkeys_common-io,0.0,0
haraldk__TwelveMonkeys_common-lang,0.0,0
haraldk__TwelveMonkeys_contrib,0.0,0
haraldk__TwelveMonkeys_imageio-batik,0.0,0.0
haraldk__TwelveMonkeys_imageio-bmp,0,0
haraldk__TwelveMonkeys_imageio-clippath,0,0
haraldk__TwelveMonkeys_imageio-core,0,0
haraldk__TwelveMonkeys_imageio-dds,0,0
haraldk__TwelveMonkeys_imageio-hdr,0,0
haraldk__TwelveMonkeys_imageio-icns,0,0
haraldk__TwelveMonkeys_imageio-iff,0,0
haraldk__TwelveMonkeys_imageio-jpeg,0,0
haraldk__TwelveMonkeys_imageio-metadata,0,0
haraldk__TwelveMonkeys_imageio-pcx,0.0,0
haraldk__TwelveMonkeys_imageio-pict,0.0,0
haraldk__TwelveMonkeys_imageio-pnm,0,0
haraldk__TwelveMonkeys_imageio-psd,0,0
haraldk__TwelveMonkeys_imageio-sgi,0,0
haraldk__TwelveMonkeys_imageio-tga,0,0
haraldk__TwelveMonkeys_imageio-thumbsdb,0,0
haraldk__TwelveMonkeys_imageio-tiff,0,0
haraldk__TwelveMonkeys_imageio-webp,0,0
haraldk__TwelveMonkeys_imageio-xwd,0,0
haraldk__TwelveMonkeys_servlet,0.0,0
hawtio__hawtio_deployment,0.0,0.0
hawtio__hawtio_hawtio-connect,0.0,0
hawtio__hawtio_hawtio-default,0.0,0
hawtio__hawtio_hawtio-embedded,0.05,0.0
hawtio__hawtio_hawtio-local-jvm-mbean,0.0,0
hawtio__hawtio_hawtio-log,0.0,0
hawtio__hawtio_hawtio-log-logback,0.0,0.0
hawtio__hawtio_hawtio-plugin-mbean,0.0,0
hawtio__hawtio_hawtio-system,0.0,0.0
hawtio__hawtio_hawtio-test-suite,0.0017331022530329288,0.0
hawtio__hawtio_jetty-security,0.0,0.0
hawtio__hawtio_quarkus,0.0,0.0
hawtio__hawtio_quarkus-keycloak,0.0,0.0
hawtio__hawtio_runtime,0,0.0
hawtio__hawtio_springboot,0.0,0.0
hawtio__hawtio_springboot-authentication,0,0.0
hawtio__hawtio_springboot-keycloak,0.0,0.0
hawtio__hawtio_springboot-log4j2,0,0.0
hawtio__hawtio_springboot-plugin,0,0.0
hawtio__hawtio_springboot-security,0,0
hawtio__hawtio_war-plugin,0.0,0
heroku__devcenter-embedded-tomcat_heroku__devcenter-embedded-tomcat,0.0,0
houbb__sensitive-word_houbb__sensitive-word,0.0,0
hprose__hprose-java_Benchmark,0.0,0
hprose__hprose-java_client,0,0
hprose__hprose-java_Example,0.0,0
hprose__hprose-java_server,0.0,0
hprose__hprose-java_spring-hprose,0.0,0
hprose__hprose-java_tcphelloexam,0,0
hprose__hprose-java_tcpsessionexam,0,0
hs-web__hsweb-easy-orm_hsweb-easy-orm-core,0.0,0.0
hs-web__hsweb-framework_hsweb-access-logging-aop,0.0,0.0
hs-web__hsweb-framework_hsweb-access-logging-api,0,0.0
hs-web__hsweb-framework_hsweb-authorization-api,0.0,0.0
hs-web__hsweb-framework_hsweb-authorization-basic,0.0,0.0
hs-web__hsweb-framework_hsweb-authorization-oauth2,0.0,0.0
hs-web__hsweb-framework_hsweb-commons-api,0.0,0.0
hs-web__hsweb-framework_hsweb-concurrent-cache,0.0,0.0
hs-web__hsweb-framework_hsweb-core,0.02092050209205021,0.0
hs-web__hsweb-framework_hsweb-datasource-api,0.0,0.0
hs-web__hsweb-framework_hsweb-starter,0.0,0.0
hs-web__hsweb-framework_hsweb-system-authorization-api,0.0,0.0
hs-web__hsweb-framework_hsweb-system-authorization-default,0.0,0.0
hs-web__hsweb-framework_hsweb-system-authorization-oauth2,0.0,0
hs-web__hsweb-framework_hsweb-system-dictionary,0.0,0.0
hs-web__hsweb-framework_hsweb-system-file,0,0.0
igniterealtime__Spark_apple,0.0,0
igniterealtime__Spark_battleships,0,0
igniterealtime__Spark_fastpath,0,0
igniterealtime__Spark_fileupload,0,0
igniterealtime__Spark_flashing,0,0
igniterealtime__Spark_growl,0.0,0
igniterealtime__Spark_jingle,0.0,0.0
igniterealtime__Spark_meet,0.0,0
igniterealtime__Spark_otr,0.11764705882352941,0
igniterealtime__Spark_reversi,0,0
igniterealtime__Spark_roar,0,0
igniterealtime__Spark_spelling,0.0,0
igniterealtime__Spark_systemtray,0,0
igniterealtime__Spark_tictactoe,0,0
igniterealtime__Spark_transferguard,0,0
igniterealtime__Spark_translator,0,0
imixs__imixs-workflow_imixs-workflow-core,0.0,0.0
imixs__imixs-workflow_imixs-workflow-faces,0.0,0
imixs__imixs-workflow_imixs-workflow-index-lucene,0.0,0
imixs__imixs-workflow_imixs-workflow-index-solr,0.0,0
imixs__imixs-workflow_imixs-workflow-jax-rs,0.0,0
influxdata__influxdb-java_influxdata__influxdb-java,0.0,0.0
internetarchive__heritrix3_commons,0.0,0.0
internetarchive__heritrix3_contrib,0.039603960396039604,0.0
intoolswetrust__jsignpdf_installcert,0,0
intoolswetrust__jsignpdf_jsignpdf,0.07329842931937172,0
intuit__fuzzy-matcher_intuit__fuzzy-matcher,0.0,0
IQSS__dataverse_builtin-users-spi,0.0,0.0
IQSS__dataverse_dataverse-spi,0.0,0
IQSS__dataverse_zipdownload,0.0,0.0
itwanger__paicoding_paicoding-api,0.0,0.0
itwanger__paicoding_paicoding-core,0.008368200836820083,0.018691588785046728
izpack__izpack_izpack-ant,0.0,0
izpack__izpack_izpack-compiler,0.0,0
izpack__izpack_izpack-event,0.0,0
izpack__izpack_izpack-gui,0,0
izpack__izpack_izpack-maven-plugin,0.0,0
izpack__izpack_izpack-native-maven-plugin,0,0.0
izpack__izpack_izpack-test-common,0.0,0
izpack__izpack_izpack-test-listener,0,0
izpack__izpack_izpack-tools,0,0
izpack__izpack_izpack-uninstaller,0.0,0
izpack__izpack_izpack-wrapper,0,0
jakartaee__cdi_el,0.0,0
jakartaee__cdi_lang-model,0.0,0
jar-analyzer__jar-analyzer_agent,0.0,0
jar-analyzer__jar-analyzer_leak-test,0,0
Jaspersoft__jasperreports_annotation-processors,0.0,0
Jaspersoft__jasperreports_ant,0.0,0
Jaspersoft__jasperreports_barbecue,0.0,0
Jaspersoft__jasperreports_barcode4j,0.0,0
Jaspersoft__jasperreports_castor,0.0,0
Jaspersoft__jasperreports_chart-customizers,0.0,0
Jaspersoft__jasperreports_data-adapters,0.0,0
Jaspersoft__jasperreports_data-adapters-http,0.0,0
Jaspersoft__jasperreports_ejbql,0.0625,0
Jaspersoft__jasperreports_ejbql-j2ee,0.0,0
Jaspersoft__jasperreports_excel-poi,0.0,0
Jaspersoft__jasperreports_fastexcel,0.0,0
Jaspersoft__jasperreports_functions,0.0,0
Jaspersoft__jasperreports_groovy,0.0,0
Jaspersoft__jasperreports_hibernate,0.0,0
Jaspersoft__jasperreports_hibernate-j2ee,0.0,0
Jaspersoft__jasperreports_javascript,0.16,0
Jaspersoft__jasperreports_jaxen,0.0,0.0
Jaspersoft__jasperreports_jdt,0.0,0
Jaspersoft__jasperreports_json,0.0,0
Jaspersoft__jasperreports_metadata,0.0,0
Jaspersoft__jasperreports_olap,0.0,0
Jaspersoft__jasperreports_pdf,0.1882716049382716,0
Jaspersoft__jasperreports_servlets,0.0,0
Jaspersoft__jasperreports_servlets-j2ee,0.0,0
Jaspersoft__jasperreports_spring,0.0,0
Jaspersoft__jasperreports_xalan,0.0,0
javadev__underscore-java_examples,0,0
javadev__underscore-java_javadev__underscore-java,0,0
javadev__underscore-java_spring-boot-example,0.0,0.0
javamelody__javamelody_javamelody-for-spring-boot,0,0.0
javamelody__javamelody_javamelody-for-standalone,0.0,0
javamelody__javamelody_javamelody-objectfactory,0,0
javamelody__javamelody_javamelody-offline-viewer,0.0,0
javamelody__javamelody_javamelody-spring-boot-starter,0.0,0.0
javaparser__javaparser_javaparser-core-generators,0,0
javaparser__javaparser_javaparser-core-metamodel-generator,0,0
javaparser__javaparser_javaparser-core-serialization,0.0,0
jborgers__sonar-pmd_integration-test,0.0,0.0
jborgers__sonar-pmd_pmd-avoid-duplicate-literals,0,0
jborgers__sonar-pmd_pmd-extensions,0,0
jborgers__sonar-pmd_pmd-junit-rules,0,0
jborgers__sonar-pmd_sonar-pmd-lib,0.0,0
jborgers__sonar-pmd_sonar-pmd-plugin,0.0,0.0
jcabi__jcabi-aspects_fake-validation,0,0
jcabi__jcabi-aspects_jcabi__jcabi-aspects,0.0,0
jcabi__jcabi-aspects_loggable,0,0
jcabi__jcabi-aspects_processor,0,0
jcabi__jcabi-aspects_weaving,0,0
jcabi__jcabi-github_basic-usage,0,0
jcabi__jcabi-github_search-repos,0.0,0.0
jcabi__jcabi-ssh_jcabi__jcabi-ssh,0.0,0
jeecgboot__autopoi_autopoi-web,0.0,0.0
jeequan__jeepay_jeepay-components-mq,0.0,0.019230769230769232
jeequan__jeepay_jeepay-components-oss,0.1,0.0
jeequan__jeepay_jeepay-core,0.05531914893617021,0.043478260869565216
jeequan__jeepay_jeepay-manager,0.0,0.0
jeequan__jeepay_jeepay-merchant,0.0,0.0
jeequan__jeepay_jeepay-service,0.0,0.0
jeequan__jeepay_jeepay-z-codegen,0.9565217391304348,0
jenkinsci__ansible-plugin_jenkinsci__ansible-plugin,0,0
jenkinsci__ansicolor-plugin_jenkinsci__ansicolor-plugin,0.0,0
jenkinsci__build-monitor-plugin_build-monitor-acceptance,0.0,0.0
jenkinsci__build-monitor-plugin_build-monitor-plugin,0.0,0
jenkinsci__cucumber-reports-plugin_jenkinsci__cucumber-reports-plugin,0.0,0.0
jenkinsci__dingtalk-plugin_jenkinsci__dingtalk-plugin,0.0,0
jenkinsci__docker-plugin_jenkinsci__docker-plugin,0.0,0.0
jenkinsci__docker-workflow-plugin_jenkinsci__docker-workflow-plugin,0,0
jenkinsci__generic-webhook-trigger-plugin_jenkinsci__generic-webhook-trigger-plugin,0.0,0
jenkinsci__github-plugin_jenkinsci__github-plugin,0.0,0.0
jenkinsci__lib-file-leak-detector_jenkinsci__lib-file-leak-detector,0.0,0
jenkinsci__pipeline-utility-steps-plugin_jenkinsci__pipeline-utility-steps-plugin,0.0,0.0
jenkinsci__slack-plugin_jenkinsci__slack-plugin,0,0
jenkinsci__warnings-ng-plugin_ui-tests,0.0,0
jenkinsci__workflow-cps-global-lib-plugin_jenkinsci__workflow-cps-global-lib-plugin,0,0
jetlinks__reactor-ql_jetlinks__reactor-ql,0.2916666666666667,0.0
jetlinks__rule-engine_rule-engine-api,0.0,0.0
jetlinks__rule-engine_rule-engine-cluster,0.0,0
jetlinks__rule-engine_rule-engine-support,0.0,0.0
jhonnymertz__java-wkhtmltopdf-wrapper_jhonnymertz__java-wkhtmltopdf-wrapper,0.0,0
jiaqi__jmxterm_jiaqi__jmxterm,0.021739130434782608,0.0
jmrozanec__cron-utils_jmrozanec__cron-utils,0.0,0
jobmission__oauth2-server_jobmission__oauth2-server,0.0,0.0
jolokia__jolokia_client-javascript-test-app,0.0,0
jolokia__jolokia_core,0.0,0
jolokia__jolokia_detector,0.0,0
jolokia__jolokia_discovery,0.0,0
jolokia__jolokia_history,0.0,0
jolokia__jolokia_java,0.0,0
jolokia__jolokia_jmx,0.0,0
jolokia__jolokia_jmx-adapter,0,0
jolokia__jolokia_json,0,0
jolokia__jolokia_jsr160,0.0,0
jolokia__jolokia_jvm,0,0
jolokia__jolokia_kubernetes,0.0,0.0
jolokia__jolokia_osgi,0.0,0
jolokia__jolokia_osgi-restrictor,0.0,0
jolokia__jolokia_pull,0.0,0
jolokia__jolokia_serializer,0.0,0
jolokia__jolokia_spring,0.0,0.0
jolokia__jolokia_spring-boot,0,0.0
jolokia__jolokia_spring-boot-actuator,0,0.0
jolokia__jolokia_sse,0.0,0
jolokia__jolokia_test-util,0,0
jolokia__jolokia_war,0.0,0
jorabin__KeePassJava2_all,0,0
jorabin__KeePassJava2_database,0.0,0
jorabin__KeePassJava2_dom,0.0,0.0
jorabin__KeePassJava2_example,0.0,0.0
jorabin__KeePassJava2_jackson,0.0,0.0
jorabin__KeePassJava2_jaxb,0.0,0.0
jorabin__KeePassJava2_kdb,0.0,0.0
jorabin__KeePassJava2_kdbx,0.0,0.0
jorabin__KeePassJava2_simple,0.0,0.0
jorabin__KeePassJava2_util,0.0,0
jpmml__jpmml-evaluator_pmml-evaluator-example,0.0,0
jpmml__jpmml-evaluator_pmml-evaluator-kryo,0.0,0.0
jpmml__jpmml-evaluator_pmml-evaluator-reporting,0,0
jpmml__jpmml-evaluator_pmml-evaluator-reporting-processor,0.0,0
jpmml__jpmml-evaluator_pmml-evaluator-testing,0.0,0
jpmml__jpmml-sklearn_pmml-sklearn-evaluator,0.0,0
jpmml__jpmml-sklearn_pmml-sklearn-example,0.0,0
jpmml__jpmml-sklearn_pmml-sklearn-extension,0.0,0.0
jpmml__jpmml-sklearn_pmml-sklearn-h2o,0.0,0.0
jpmml__jpmml-sklearn_pmml-sklearn-lightgbm,0.0,0.0
jpmml__jpmml-sklearn_pmml-sklearn-statsmodels,0.0,0.0
jpmml__jpmml-sklearn_pmml-sklearn-xgboost,0.0,0.0
jpmml__jpmml-sparkml_pmml-sparkml,0.0,0.0
jpmml__jpmml-sparkml_pmml-sparkml-evaluator,0.0,0
jpmml__jpmml-sparkml_pmml-sparkml-example,0.0,0.0
jpmml__jpmml-sparkml_pmml-sparkml-lightgbm,0.05555555555555555,0.0
jpmml__jpmml-sparkml_pmml-sparkml-xgboost,0.0,0.0
jtablesaw__tablesaw_arrow,0.0,0.0
jtablesaw__tablesaw_beakerx,0,0
jtablesaw__tablesaw_docs-src,0,0
jtablesaw__tablesaw_excel,0.0,0.0
jtablesaw__tablesaw_html,0.36363636363636365,0
jtablesaw__tablesaw_json,0.0,0.0
jtablesaw__tablesaw_jsplot,0.0,0.0
jtablesaw__tablesaw_saw,0.0,0.0
juejin-wuyang__memberclub_downstream.examples,0,0.0
juejin-wuyang__memberclub_eureka.server,0,0.0
juejin-wuyang__memberclub_memberclub.common,0.0,0.0
juejin-wuyang__memberclub_memberclub.domain,0.0,0.0
juejin-wuyang__memberclub_memberclub.infrastructure,0.0,0.15853658536585366
juejin-wuyang__memberclub_memberclub.plugin.demomember,0,0
juejin-wuyang__memberclub_memberclub.plugin.douyin_coupon_package,0,0
juejin-wuyang__memberclub_memberclub.plugin.lesson,0,0
juejin-wuyang__memberclub_memberclub.starter,0.5405405405405406,0.0
jxlsteam__jxls_jxls,0.0,0
jxlsteam__jxls_jxls-poi,0.005865102639296188,3.0
kagkarlsson__db-scheduler_benchmark,0.0,0
kagkarlsson__db-scheduler_db-scheduler,0.003051881993896236,0
kagkarlsson__db-scheduler_db-scheduler-boot-starter,0.0,0
kagkarlsson__db-scheduler_features,0.0,0
kagkarlsson__db-scheduler_spring-boot-example,0.0,0.0
kanton-bern__hellodata-be_hello-data-base-model,0,0.0
kanton-bern__hellodata-be_hello-data-cleanup-logs,0,0.0
kanton-bern__hellodata-be_hello-data-cloudbeaver-gateway,0.0,0.0
kanton-bern__hellodata-be_hello-data-common,0.0,0.0
kanton-bern__hellodata-be_hello-data-dbt-docs,0.0,0.0
kanton-bern__hellodata-be_hello-data-metainfo-model,0.0,0.0
kanton-bern__hellodata-be_hello-data-nats-spring,0.05063291139240506,0.0
kanton-bern__hellodata-be_hello-data-portal-api,0.0,0.01762114537444934
kanton-bern__hellodata-be_hello-data-portal-common,0.0,0.0
kanton-bern__hellodata-be_hello-data-sidecar-airflow,0.0,0.0
kanton-bern__hellodata-be_hello-data-sidecar-cloudbeaver,0,0.0
kanton-bern__hellodata-be_hello-data-sidecar-common,0.0,0.0
kanton-bern__hellodata-be_hello-data-sidecar-dbt-docs,0.0,0.0
