project,submodule,total_unique_dependencies,omitted_conflict_count,omitted_conflict_percentage,version_managed_count,version_managed_percentage
didi__KnowAgent,agent-manager-core,68,0,0.0,6,8.82
didi__KnowAgent,agent-manager-thirdpart,83,0,0.0,14,16.87
didi__KnowAgent,agent-manager-persistence,22,0,0.0,3,13.64
didi__KnowAgent,agent-manager-remote,48,0,0.0,8,16.67
didi__KnowAgent,agent-manager-rest,112,0,0.0,19,16.96
didi__KnowAgent,agent-manager-task,11,0,0.0,0,0.0
didi__KnowAgent,auv-job-spring-boot-starter,35,0,0.0,2,5.71
didi__KnowAgent,stream-pivot,27,3,11.11,0,0.0
didi__KnowAgent,system-metrcis,13,0,0.0,0,0.0
didi__sds,sds-admin,76,0,0.0,6,7.89
didi__sds,sds-bootstrap,3,0,0.0,0,0.0
didi__sds,sds-client,7,0,0.0,1,14.29
didi__sds,sds-easy,7,0,0.0,1,14.29
didi__sds,sds-apache-dubbo-example,45,0,0.0,7,15.56
didi__sds,sds-client-example,44,0,0.0,3,6.82
didi__sds,sds-apache-dubbo,14,0,0.0,4,28.57
didi__sds,sds-aspectj,6,0,0.0,0,0.0
didi__sds,sds-dubbo,11,0,0.0,2,18.18
didi__sds,sds-okhttp,6,0,0.0,0,0.0
didi__sds,sds-spring-boot-autoconfigure,42,0,0.0,3,7.14
digital-preservation__droid,droid-api,70,2,2.86,4,5.71
digital-preservation__droid,droid-command-line,41,0,0.0,2,4.88
digital-preservation__droid,droid-container,95,4,4.21,3,3.16
digital-preservation__droid,droid-core,74,2,2.7,3,4.05
digital-preservation__droid,droid-core-interfaces,100,3,3.0,3,3.0
digital-preservation__droid,droid-export,22,0,0.0,2,9.09
digital-preservation__droid,droid-export-interfaces,2,0,0.0,0,0.0
digital-preservation__droid,droid-report,28,0,0.0,2,7.14
digital-preservation__droid,droid-report-interfaces,5,0,0.0,0,0.0
digital-preservation__droid,droid-results,188,19,10.11,3,1.6
digital-preservation__droid,droid-swing-ui,57,0,0.0,2,3.51
digital-preservation__droid,droid-tools,13,0,0.0,1,7.69
diyhi__bbs,diyhi__bbs,108,2,1.85,0,0.0
dji-sdk__DJI-Cloud-API-Demo,cloud-sdk,63,0,0.0,6,9.52
dji-sdk__DJI-Cloud-API-Demo,sample,160,2,1.25,24,15.0
dmulloy2__ProtocolLib,TinyProtocol,14,1,7.14,0,0.0
dogtagpki__pki,acme,56,13,23.21,0,0.0
dogtagpki__pki,ca,56,13,23.21,0,0.0
dogtagpki__pki,common,37,11,29.73,0,0.0
dogtagpki__pki,console,38,11,28.95,0,0.0
dogtagpki__pki,est,56,13,23.21,0,0.0
dogtagpki__pki,kra,56,13,23.21,0,0.0
dogtagpki__pki,ocsp,56,13,23.21,0,0.0
dogtagpki__pki,server,55,13,23.64,0,0.0
dogtagpki__pki,server-webapp,56,13,23.21,0,0.0
dogtagpki__pki,tks,56,13,23.21,0,0.0
dogtagpki__pki,tomcat,39,11,28.21,0,0.0
dogtagpki__pki,tomcat-9.0,53,12,22.64,0,0.0
dogtagpki__pki,tools,38,11,28.95,0,0.0
dogtagpki__pki,tps,56,13,23.21,0,0.0
DominoKit__domino-ui,domino-ui,45,0,0.0,2,4.44
DominoKit__domino-ui,domino-ui-shared,7,0,0.0,0,0.0
DominoKit__domino-ui,mdi-icons-processor,28,0,0.0,1,3.57
doubleDimple__oci-start,oci-server,101,1,0.99,8,7.92
dougdonohoe__ddpoker,main,0,0,0,0,0
DozerMapper__dozer,core,58,1,1.72,3,5.17
DozerMapper__dozer,dozer-spring-boot-autoconfigure,39,0,0.0,6,15.38
DozerMapper__dozer,dozer-spring4,31,0,0.0,4,12.9
DraqueT__PolyGlot,DraqueT__PolyGlot,80,3,3.75,0,0.0
dromara__dante-cloud,dante-module-common,117,0,0.0,7,5.98
dromara__dante-cloud,dante-module-metadata,368,2,0.54,35,9.51
dromara__dante-cloud,dante-module-social,255,1,0.39,28,10.98
dromara__dante-cloud,dante-module-strategy,183,1,0.55,14,7.65
dromara__dante-cloud,dante-monomer-autoconfigure,266,1,0.38,25,9.4
dromara__dante-cloud,authentication-spring-boot-starter,384,3,0.78,30,7.81
dromara__dante-cloud,facility-spring-boot-starter,186,0,0.0,17,9.14
dromara__dante-cloud,service-spring-boot-starter,346,2,0.58,35,10.12
dromara__dante-cloud,dante-cloud-gateway,219,1,0.46,14,6.39
dromara__dante-cloud,dante-cloud-message,226,1,0.44,18,7.96
dromara__dante-cloud,dante-cloud-monitor,183,0,0.0,14,7.65
dromara__dante-cloud,dante-cloud-uaa,52,0,0.0,4,7.69
dromara__dante-cloud,dante-cloud-upms,52,0,0.0,4,7.69
dromara__dante-cloud,dante-cloud-bpmn-ability,125,1,0.8,17,13.6
dromara__dante-cloud,dante-cloud-bpmn-logic,321,2,0.62,33,10.28
dromara__dante-cloud,dante-cloud-oss-ability,221,1,0.45,27,12.22
dromara__dante-cloud,dante-monomer-application,51,0,0.0,4,7.84
dromara__dax-pay,common-config,3,0,0.0,0,0.0
dromara__dax-pay,common-exception-handler,37,0,0.0,0,0.0
dromara__dax-pay,common-header-holder,4,0,0.0,0,0.0
dromara__dax-pay,common-jackson,37,0,0.0,0,0.0
dromara__dax-pay,common-log,37,0,0.0,0,0.0
dromara__dax-pay,common-mybatis-plus,76,0,0.0,10,13.16
dromara__dax-pay,common-redis,47,0,0.0,6,12.77
dromara__dax-pay,common-spring,44,0,0.0,0,0.0
dromara__dax-pay,common-swagger,38,0,0.0,9,23.68
dromara__dax-pay,bootx-platform-core,34,0,0.0,8,23.53
dromara__dax-pay,service-baseapi,88,0,0.0,6,6.82
dromara__dax-pay,service-iam,64,0,0.0,3,4.69
dromara__dax-pay,starter-audit-log,49,0,0.0,0,0.0
dromara__dax-pay,starter-auth,69,0,0.0,6,8.7
dromara__dax-pay,starter-cache,43,0,0.0,0,0.0
dromara__dax-pay,starter-delay-queue,32,0,0.0,1,3.12
dromara__dax-pay,starter-file,63,2,3.17,5,7.94
dromara__dax-pay,starter-quartz,46,0,0.0,1,2.17
dromara__dax-pay,daxpay-open-controller,39,0,0.0,0,0.0
dromara__dax-pay,daxpay-open-core,6,0,0.0,0,0.0
dromara__dax-pay,daxpay-open-service,64,1,1.56,6,9.38
dromara__dax-pay,daxpay-open-channel-alipay,24,0,0.0,0,0.0
dromara__dax-pay,daxpay-open-channel-union,5,0,0.0,0,0.0
dromara__dax-pay,daxpay-open-channel-wechat,41,2,4.88,6,14.63
dromara__dax-pay,daxpay-open-sdk,38,2,5.26,0,0.0
dromara__dax-pay,daxpay-open-server,59,1,1.69,6,10.17
dromara__disjob,ruoyi-admin,23,0,0.0,0,0.0
dromara__disjob,ruoyi-common,103,1,0.97,7,6.8
dromara__disjob,ruoyi-disjob,95,0,0.0,5,5.26
dromara__disjob,ruoyi-framework,10,0,0.0,1,10.0
dromara__disjob,ruoyi-generator,5,0,0.0,1,20.0
dromara__disjob,ruoyi-system,2,0,0.0,0,0.0
dromara__disjob,disjob-alert-api,76,0,0.0,3,3.95
dromara__disjob,disjob-alert-email,81,0,0.0,4,4.94
dromara__disjob,disjob-alert-im,77,0,0.0,3,3.9
dromara__disjob,disjob-alert-sms,91,0,0.0,4,4.4
dromara__disjob,disjob-common,100,0,0.0,7,7.0
dromara__disjob,disjob-core,76,0,0.0,3,3.95
dromara__disjob,disjob-dispatch-api,77,0,0.0,3,3.9
dromara__disjob,disjob-dispatch-http,78,0,0.0,3,3.85
dromara__disjob,disjob-dispatch-redis,95,0,0.0,7,7.37
dromara__disjob,disjob-id,96,2,2.08,6,6.25
dromara__disjob,disjob-registry-api,76,0,0.0,3,3.95
dromara__disjob,disjob-registry-consul,111,3,2.7,15,13.51
dromara__disjob,disjob-registry-database,81,0,0.0,3,3.7
dromara__disjob,disjob-registry-etcd,119,6,5.04,18,15.13
dromara__disjob,disjob-registry-nacos,102,0,0.0,7,6.86
dromara__disjob,disjob-registry-redis,94,0,0.0,7,7.45
dromara__disjob,disjob-registry-zookeeper,107,2,1.87,10,9.35
dromara__disjob,disjob-samples-frameless-worker,88,0,0.0,11,12.5
dromara__disjob,disjob-samples-springboot-merged,102,0,0.0,4,3.92
dromara__disjob,disjob-samples-springboot-supervisor,96,0,0.0,4,4.17
dromara__disjob,disjob-samples-springboot-worker,85,0,0.0,4,4.71
dromara__disjob,disjob-supervisor,131,2,1.53,7,5.34
dromara__disjob,disjob-test,109,3,2.75,5,4.59
dromara__disjob,disjob-worker,83,0,0.0,3,3.61
dromara__easy-query,sql-core,2,0,0.0,0,0.0
dromara__easy-query,sql-clickhouse,3,0,0.0,0,0.0
dromara__easy-query,sql-dameng,3,0,0.0,0,0.0
dromara__easy-query,sql-db2,3,0,0.0,0,0.0
dromara__easy-query,sql-gauss-db,3,0,0.0,0,0.0
dromara__easy-query,sql-h2,3,0,0.0,0,0.0
dromara__easy-query,sql-kingbase-es,3,0,0.0,0,0.0
dromara__easy-query,sql-mssql,3,0,0.0,0,0.0
dromara__easy-query,sql-mysql,3,0,0.0,0,0.0
dromara__easy-query,sql-oracle,3,0,0.0,0,0.0
dromara__easy-query,sql-pgsql,3,0,0.0,0,0.0
dromara__easy-query,sql-sqlite,3,0,0.0,0,0.0
dromara__easy-query,sql-cache,3,0,0.0,0,0.0
dromara__easy-query,sql-solon-plugin,54,1,1.85,0,0.0
dromara__easy-query,sql-springboot-starter,70,0,0.0,3,4.29
dromara__easy-query,sql-api-proxy,3,0,0.0,0,0.0
dromara__easy-query,sql-processor,3,0,0.0,0,0.0
dromara__easy-query,sql-test,92,3,3.26,0,0.0
dromara__forest,forest-core,170,5,2.94,43,25.29
dromara__forest,example-chatgpt,81,0,0.0,0,0.0
dromara__forest,example-deepseek,82,0,0.0,0,0.0
dromara__forest,example-springboot,122,0,0.0,0,0.0
dromara__forest,example-springboot3,120,0,0.0,12,10.0
dromara__forest,forest-jakarta-xml,153,5,3.27,48,31.37
dromara__forest,forest-jaxb,159,4,2.52,49,30.82
dromara__forest,forest-mock,144,4,2.78,44,30.56
dromara__forest,forest-solon-plugin,175,6,3.43,49,28.0
dromara__forest,forest-spring,189,5,2.65,57,30.16
dromara__forest,forest-spring-boot-starter,187,5,2.67,51,27.27
dromara__forest,forest-spring-boot3-starter,188,6,3.19,55,29.26
dromara__forest,forest-test,189,6,3.17,40,21.16
dromara__forest,forest-spring-boot-test,188,5,2.66,51,27.13
dromara__forest,forest-spring-boot3-test,189,6,3.17,40,21.16
dromara__Jpom,agent,14,0,0.0,2,14.29
dromara__Jpom,agent-transport-common,15,0,0.0,3,20.0
dromara__Jpom,agent-transport-http,54,0,0.0,12,22.22
dromara__Jpom,common,113,1,0.88,30,26.55
dromara__Jpom,server,238,9,3.78,43,18.07
dromara__Jpom,storage-module-common,12,0,0.0,1,8.33
dromara__Jpom,storage-module-h2,9,0,0.0,1,11.11
dromara__Jpom,storage-module-mariadb,20,1,5.0,1,5.0
dromara__Jpom,storage-module-mysql,9,0,0.0,1,11.11
dromara__Jpom,storage-module-postgresql,10,0,0.0,1,10.0
dromara__Jpom,docker-cli,33,1,3.03,6,18.18
dromara__Jpom,email,9,0,0.0,1,11.11
dromara__Jpom,encrypt,8,0,0.0,1,12.5
dromara__Jpom,git-clone,14,0,0.0,2,14.29
dromara__Jpom,ssh-jsch,9,0,0.0,1,11.11
dromara__Jpom,svn-clone,27,0,0.0,3,11.11
dromara__Jpom,webhook,7,0,0.0,1,14.29
dromara__liteflow,liteflow-core,20,0,0.0,0,0.0
dromara__liteflow,liteflow-el-builder,21,0,0.0,0,0.0
dromara__liteflow,liteflow-rule-apollo,37,1,2.7,0,0.0
dromara__liteflow,liteflow-rule-etcd,58,15,25.86,0,0.0
dromara__liteflow,liteflow-rule-nacos,40,3,7.5,0,0.0
dromara__liteflow,liteflow-rule-redis,44,1,2.27,0,0.0
dromara__liteflow,liteflow-rule-sql,67,1,1.49,4,5.97
dromara__liteflow,liteflow-rule-zk,43,5,11.63,0,0.0
dromara__liteflow,liteflow-script-aviator,22,0,0.0,0,0.0
dromara__liteflow,liteflow-script-graaljs,25,0,0.0,0,0.0
dromara__liteflow,liteflow-script-groovy,23,0,0.0,0,0.0
dromara__liteflow,liteflow-script-java,23,0,0.0,0,0.0
dromara__liteflow,liteflow-script-javascript,21,0,0.0,0,0.0
dromara__liteflow,liteflow-script-javax,23,0,0.0,0,0.0
dromara__liteflow,liteflow-script-javax-pro,23,0,0.0,0,0.0
dromara__liteflow,liteflow-script-kotlin,34,0,0.0,0,0.0
dromara__liteflow,liteflow-script-lua,22,0,0.0,0,0.0
dromara__liteflow,liteflow-script-python,22,0,0.0,0,0.0
dromara__liteflow,liteflow-script-qlexpress,21,0,0.0,0,0.0
dromara__liteflow,liteflow-solon-plugin,22,0,0.0,0,0.0
dromara__liteflow,liteflow-spring,27,0,0.0,0,0.0
dromara__liteflow,liteflow-spring-boot-starter,31,0,0.0,0,0.0
dromara__mica-mqtt,mica-mqtt-client-solon-plugin-example,37,0,0.0,1,2.7
dromara__mica-mqtt,mica-mqtt-client-spring-boot-example,69,0,0.0,9,13.04
dromara__mica-mqtt,mica-mqtt-example,13,0,0.0,1,7.69
dromara__mica-mqtt,mica-mqtt-server-solon-plugin-example,54,0,0.0,2,3.7
dromara__mica-mqtt,mica-mqtt-server-spring-boot-example,82,0,0.0,9,10.98
dromara__mica-mqtt,mica-mqtt-broker,103,0,0.0,13,12.62
dromara__mica-mqtt,mica-mqtt-client,12,0,0.0,1,8.33
dromara__mica-mqtt,mica-mqtt-codec,10,0,0.0,1,10.0
dromara__mica-mqtt,mica-mqtt-common,14,0,0.0,1,7.14
dromara__mica-mqtt,mica-mqtt-server,13,0,0.0,1,7.69
dromara__mica-mqtt,mica-mqtt-client-jfinal-plugin,14,0,0.0,1,7.14
dromara__mica-mqtt,mica-mqtt-client-solon-plugin,36,0,0.0,1,2.78
dromara__mica-mqtt,mica-mqtt-client-spring-boot-starter,19,0,0.0,1,5.26
dromara__mica-mqtt,mica-mqtt-server-jfinal-plugin,15,0,0.0,1,6.67
dromara__mica-mqtt,mica-mqtt-server-solon-plugin,44,0,0.0,1,2.27
dromara__mica-mqtt,mica-mqtt-server-spring-boot-starter,29,0,0.0,1,3.45
dromara__neutrino-proxy,neutrino-proxy-client,51,0,0.0,2,3.92
dromara__neutrino-proxy,neutrino-proxy-core,80,0,0.0,2,2.5
dromara__neutrino-proxy,neutrino-proxy-server,84,0,0.0,3,3.57
dromara__Omega-AI,dromara__Omega-AI,25,0,0.0,0,0.0
dromara__SMS4J,sms4j-api,7,0,0.0,0,0.0
dromara__SMS4J,sms4j-comm,6,0,0.0,0,0.0
dromara__SMS4J,sms4j-core,14,0,0.0,0,0.0
dromara__SMS4J,sms4j-email-jakarta-api,10,0,0.0,0,0.0
dromara__SMS4J,sms4j-email-jakarta-comm,9,0,0.0,0,0.0
dromara__SMS4J,sms4j-email-jakarta-core,13,0,0.0,0,0.0
dromara__SMS4J,sms4j-Email-api,10,0,0.0,1,10.0
dromara__SMS4J,sms4j-Email-comm,9,0,0.0,1,11.11
dromara__SMS4J,sms4j-Email-core,12,0,0.0,1,8.33
dromara__SMS4J,sms4j-javase-plugin,16,0,0.0,0,0.0
dromara__SMS4J,sms4j-oa-api,8,0,0.0,0,0.0
dromara__SMS4J,sms4j-oa-comm,7,0,0.0,0,0.0
dromara__SMS4J,sms4j-oa-core,30,0,0.0,1,3.33
dromara__SMS4J,sms4j-provider,24,0,0.0,3,12.5
dromara__SMS4J,sms4j-solon-plugin,16,0,0.0,0,0.0
dromara__SMS4J,sms4j-solon-plugin-example,91,0,0.0,9,9.89
dromara__SMS4J,sms4j-spring-boot-example,78,0,0.0,7,8.97
dromara__SMS4J,sms4j-spring-boot-starter,33,0,0.0,1,3.03
dromara__warm-flow,warm-flow-core,6,0,0.0,1,16.67
dromara__warm-flow,warm-flow-mybatis-core,5,0,0.0,0,0.0
dromara__warm-flow,warm-flow-mybatis-sb-starter,31,0,0.0,2,6.45
dromara__warm-flow,warm-flow-mybatis-solon-plugin,10,0,0.0,0,0.0
dromara__warm-flow,warm-flow-mybatis-plus-core,9,0,0.0,1,11.11
dromara__warm-flow,warm-flow-mybatis-plus-sb-starter,36,0,0.0,3,8.33
dromara__warm-flow,warm-flow-mybatis-plus-solon-plugin,16,1,6.25,1,6.25
dromara__warm-flow,warm-flow-plugin-json,9,0,0.0,0,0.0
dromara__warm-flow,warm-flow-plugin-modes-sb,20,0,0.0,0,0.0
dromara__warm-flow,warm-flow-plugin-modes-solon,12,0,0.0,0,0.0
dromara__warm-flow,warm-flow-plugin-ui-core,5,0,0.0,0,0.0
dromara__warm-flow,warm-flow-plugin-ui-sb-web,18,0,0.0,0,0.0
dromara__warm-flow,warm-flow-plugin-ui-solon-web,12,0,0.0,1,8.33
DropSnorz__OwlPlug,owlplug-client,129,5,3.88,13,10.08
DropSnorz__OwlPlug,owlplug-controls,4,0,0.0,0,0.0
DropSnorz__OwlPlug,owlplug-host,10,1,10.0,0,0.0
DropSnorz__OwlPlug,owlplug-parsers,8,0,0.0,0,0.0
dschadow__Java-Web-Security,Ch04_OutputEscapingJSF,3,0,0.0,0,0.0
dschadow__Java-Web-Security,Ch04_OutputEscapingJSP,25,0,0.0,0,0.0
dschadow__Java-Web-Security,Ch05_AccessReferenceMaps,34,2,5.88,0,0.0
dschadow__Java-Web-Security,Ch05_HSTS,5,0,0.0,0,0.0
dschadow__Java-Web-Security,Ch05_SessionFixation,5,0,0.0,0,0.0
dschadow__Java-Web-Security,Ch06_SQLInjection,33,2,6.06,0,0.0
dschadow__Java-Web-Security,Ch06_XPathInjection,16,1,6.25,0,0.0
dschadow__Java-Web-Security,Ch07_CSP,5,0,0.0,0,0.0
dschadow__Java-Web-Security,Ch07_XSS,24,1,4.17,0,0.0
dschadow__Java-Web-Security,Ch07_XSSFilter,16,0,0.0,0,0.0
dschadow__Java-Web-Security,Ch07_XSSJSF,3,0,0.0,0,0.0
dschadow__Java-Web-Security,Ch08_CSRF,16,1,6.25,0,0.0
dschadow__JavaSecurity,access-control-spring-security,107,0,0.0,10,9.35
dschadow__JavaSecurity,crypto-hash,15,0,0.0,0,0.0
dschadow__JavaSecurity,crypto-java,9,0,0.0,0,0.0
dschadow__JavaSecurity,crypto-shiro,24,0,0.0,0,0.0
dschadow__JavaSecurity,crypto-tink,35,2,5.71,5,14.29
dschadow__JavaSecurity,csp-spring-security,77,0,0.0,6,7.79
dschadow__JavaSecurity,csrf,8,0,0.0,0,0.0
dschadow__JavaSecurity,csrf-spring-security,78,0,0.0,6,7.69
dschadow__JavaSecurity,direct-object-references,84,0,0.0,6,7.14
dschadow__JavaSecurity,intercept-me,73,0,0.0,6,8.22
dschadow__JavaSecurity,security-header,4,0,0.0,0,0.0
dschadow__JavaSecurity,security-logging,77,0,0.0,9,11.69
dschadow__JavaSecurity,serialize-me,7,0,0.0,0,0.0
dschadow__JavaSecurity,session-handling,2,0,0.0,0,0.0
dschadow__JavaSecurity,session-handling-spring-security,104,0,0.0,10,9.62
dschadow__JavaSecurity,sql-injection,108,0,0.0,10,9.26
dschadow__JavaSecurity,xss,4,0,0.0,0,0.0
DSpace__DSpace,additions,160,0,0.0,31,19.38
DSpace__DSpace,server,198,2,1.01,31,15.66
DSpace__DSpace,server-boot,194,2,1.03,31,15.98
DSpace__DSpace,dspace-api,478,29,6.07,21,4.39
DSpace__DSpace,dspace-iiif,69,0,0.0,7,10.14
DSpace__DSpace,dspace-oai,63,0,0.0,5,7.94
DSpace__DSpace,dspace-rdf,55,0,0.0,9,16.36
DSpace__DSpace,dspace-saml2,76,2,2.63,10,13.16
DSpace__DSpace,dspace-server-webapp,251,4,1.59,28,11.16
DSpace__DSpace,dspace-services,31,0,0.0,1,3.23
DSpace__DSpace,dspace-sword,25,0,0.0,3,12.0
DSpace__DSpace,dspace-swordv2,31,0,0.0,6,19.35
dtprj__dongting,benchmark,18,0,0.0,0,0.0
dtprj__dongting,client,13,0,0.0,0,0.0
dtprj__dongting,demos,14,0,0.0,0,0.0
dtprj__dongting,server,14,0,0.0,0,0.0
dustinkredmond__FXTrayIcon,dustinkredmond__FXTrayIcon,7,0,0.0,0,0.0
dynamicreports__dynamicreports,dynamicreports-core,66,4,6.06,0,0.0
easymock__objenesis,benchmark,13,0,0.0,0,0.0
easymock__objenesis,exotic,9,0,0.0,0,0.0
easymock__objenesis,main,8,0,0.0,0,0.0
easymock__objenesis,module-test,8,0,0.0,0,0.0
easymock__objenesis,tck,11,0,0.0,0,0.0
easymock__objenesis,test,7,0,0.0,0,0.0
ebourg__jsign,jsign-ant,13,3,23.08,0,0.0
ebourg__jsign,jsign-cli,54,3,5.56,0,0.0
ebourg__jsign,jsign-core,24,5,20.83,0,0.0
ebourg__jsign,jsign-crypto,30,5,16.67,0,0.0
ebourg__jsign,jsign-gradle-plugin,29,4,13.79,0,0.0
ebourg__jsign,jsign-maven-plugin,60,11,18.33,0,0.0
ebullient__ttrpg-convert-cli,ebullient__ttrpg-convert-cli,148,0,0.0,20,13.51
ECharts-Java__ECharts-Java,ECharts-Java__ECharts-Java,8,1,12.5,0,0.0
eclipse-californium__californium,californium-core,13,0,0.0,0,0.0
eclipse-californium__californium,californium-osgi,15,0,0.0,0,0.0
eclipse-californium__californium,californium-proxy2,17,0,0.0,0,0.0
eclipse-californium__californium,cf-oscore,14,0,0.0,1,7.14
eclipse-californium__californium,cf-pubsub,3,0,0.0,0,0.0
eclipse-californium__californium,cf-cli,11,0,0.0,0,0.0
eclipse-californium__californium,cf-cli-tcp-netty,3,0,0.0,0,0.0
eclipse-californium__californium,cf-cluster,11,0,0.0,1,9.09
eclipse-californium__californium,cf-encrypt,6,0,0.0,0,0.0
eclipse-californium__californium,cf-nat,5,0,0.0,0,0.0
eclipse-californium__californium,cf-unix-health,5,0,0.0,0,0.0
eclipse-californium__californium,cf-cloud-demo-server,23,0,0.0,0,0.0
eclipse-californium__californium,cf-cocoa,6,0,0.0,0,0.0
eclipse-californium__californium,cf-extplugtest-client,8,0,0.0,0,0.0
eclipse-californium__californium,cf-extplugtest-server,10,0,0.0,0,0.0
eclipse-californium__californium,cf-helloworld-client,6,0,0.0,0,0.0
eclipse-californium__californium,cf-helloworld-server,7,0,0.0,0,0.0
eclipse-californium__californium,cf-plugtest-checker,8,0,0.0,0,0.0
eclipse-californium__californium,cf-plugtest-client,8,0,0.0,0,0.0
eclipse-californium__californium,cf-plugtest-server,15,0,0.0,0,0.0
eclipse-californium__californium,cf-proxy2,10,0,0.0,0,0.0
eclipse-californium__californium,cf-s3-proxy-server,47,0,0.0,0,0.0
eclipse-californium__californium,cf-secure,9,0,0.0,0,0.0
eclipse-californium__californium,cf-simplefile-server,7,0,0.0,0,0.0
eclipse-californium__californium,sc-dtls-example-client,7,0,0.0,0,0.0
eclipse-californium__californium,sc-dtls-example-server,7,0,0.0,0,0.0
eclipse-californium__californium,element-connector,9,0,0.0,0,0.0
eclipse-californium__californium,element-connector-tcp-netty,17,0,0.0,0,0.0
eclipse-californium__californium,scandium-core,14,0,0.0,0,0.0
eclipse-collections__eclipse-collections,eclipse-collections-api,4,0,0.0,0,0.0
eclipse-collections__eclipse-collections,eclipse-collections-code-generator,3,0,0.0,0,0.0
eclipse-ee4j__yasson,eclipse-ee4j__yasson,29,0,0.0,0,0.0
eclipse-ee4j__yasson,yasson-jmh,6,0,0.0,0,0.0
eclipse-jnosql__jnosql,jnosql-communication-core,43,2,4.65,0,0.0
eclipse-jnosql__jnosql,jnosql-communication-key-value,46,2,4.35,0,0.0
eclipse-jnosql__jnosql,jnosql-communication-query,45,2,4.44,0,0.0
eclipse-jnosql__jnosql,jnosql-communication-semistructured,46,2,4.35,0,0.0
eclipse-jnosql__jnosql,jnosql-mapping-api-core,63,3,4.76,1,1.59
eclipse-jnosql__jnosql,jnosql-mapping-column,69,3,4.35,1,1.45
eclipse-jnosql__jnosql,jnosql-mapping-core,66,3,4.55,1,1.52
eclipse-jnosql__jnosql,jnosql-mapping-document,69,3,4.35,1,1.45
eclipse-jnosql__jnosql,jnosql-mapping-graph,69,3,4.35,1,1.45
eclipse-jnosql__jnosql,jnosql-mapping-key-value,68,3,4.41,1,1.47
eclipse-jnosql__jnosql,jnosql-mapping-reflection,65,3,4.62,1,1.54
eclipse-jnosql__jnosql,jnosql-mapping-semistructured,68,3,4.41,1,1.47
eclipse-lemminx__lemminx,org.eclipse.lemminx,28,1,3.57,0,0.0
eclipse-milo__milo,client-examples,6,0,0.0,0,0.0
eclipse-milo__milo,server-examples,6,0,0.0,0,0.0
eclipse-milo__milo,codec-json,16,0,0.0,0,0.0
eclipse-milo__milo,dtd-core,19,0,0.0,0,0.0
eclipse-milo__milo,dtd-manager,4,0,0.0,0,0.0
eclipse-milo__milo,dtd-reader,14,0,0.0,0,0.0
eclipse-milo__milo,sdk-client,4,0,0.0,0,0.0
eclipse-milo__milo,sdk-core,17,0,0.0,0,0.0
eclipse-milo__milo,sdk-server,18,0,0.0,0,0.0
eclipse-milo__milo,encoding-json,12,0,0.0,0,0.0
eclipse-milo__milo,encoding-xml,18,1,5.56,0,0.0
eclipse-milo__milo,guava-dependencies,5,0,0.0,0,0.0
eclipse-milo__milo,stack-core,22,0,0.0,0,0.0
eclipse-milo__milo,transport,21,1,4.76,0,0.0
eclipse-milo__milo,transport-https,18,0,0.0,0,0.0
eclipse-milo__milo,transport-websocket,18,0,0.0,0,0.0
eclipse-tahu__tahu,edge,18,0,0.0,0,0.0
eclipse-tahu__tahu,host,18,0,0.0,0,0.0
eclipse-tahu__tahu,device_timestamp,18,2,11.11,0,0.0
eclipse-tahu__tahu,edge_node_control,18,2,11.11,0,0.0
eclipse-tahu__tahu,host_file,19,2,10.53,0,0.0
eclipse-tahu__tahu,listener,18,2,11.11,0,0.0
eclipse-tahu__tahu,raspberry_pi,20,2,10.0,0,0.0
eclipse-tahu__tahu,records,18,2,11.11,0,0.0
eclipse-tahu__tahu,simple,18,2,11.11,0,0.0
eclipse-tahu__tahu,udt,18,2,11.11,0,0.0
eclipse-tahu__tahu,core,17,0,0.0,0,0.0
eclipse-vertx__vert.x,vertx-core,93,1,1.08,0,0.0
eclipse-vertx__vert.x,vertx-core-logging,9,1,11.11,0,0.0
eclipse-vertx__vertx-sql-client,vertx-db2-client,46,1,2.17,2,4.35
eclipse-vertx__vertx-sql-client,vertx-mssql-client,40,1,2.5,2,5.0
eclipse-vertx__vertx-sql-client,vertx-mysql-client,40,1,2.5,2,5.0
eclipse-vertx__vertx-sql-client,vertx-oracle-client,41,1,2.44,2,4.88
eclipse-vertx__vertx-sql-client,vertx-pg-client,49,1,2.04,2,4.08
eclipse-vertx__vertx-sql-client,vertx-sql-client,29,0,0.0,0,0.0
eclipse-vertx__vertx-sql-client,vertx-sql-client-templates,44,1,2.27,1,2.27
ehrbase__ehrbase,api,90,2,2.22,8,8.89
ehrbase__ehrbase,application,221,3,1.36,25,11.31
ehrbase__ehrbase,aql-engine,144,3,2.08,11,7.64
ehrbase__ehrbase,cli,232,3,1.29,27,11.64
ehrbase__ehrbase,configuration,248,3,1.21,27,10.89
ehrbase__ehrbase,jooq-pg,13,0,0.0,3,23.08
ehrbase__ehrbase,plugin,128,3,2.34,17,13.28
ehrbase__ehrbase,rest-ehr-scape,127,2,1.57,12,9.45
ehrbase__ehrbase,rest-openehr,143,2,1.4,14,9.79
ehrbase__ehrbase,rm-db-format,95,2,2.11,12,12.63
ehrbase__ehrbase,service,212,3,1.42,24,11.32
eiiches__jackson-jq,jackson-jq,27,0,0.0,0,0.0
eiiches__jackson-jq,jackson-jq-cli,18,0,0.0,0,0.0
eiiches__jackson-jq,jackson-jq-extra,17,0,0.0,0,0.0
