project,submodule,total_unique_dependencies,omitted_conflict_count,omitted_conflict_percentage,version_managed_count,version_managed_percentage
mapstruct__mapstruct-examples,spi-impl,2,0,0.0,0,0.0
mapstruct__mapstruct-examples,usage,4,0,0.0,0,0.0
mapstruct__mapstruct-examples,mapstruct-quarkus,165,0,0.0,14,8.48
mapstruct__mapstruct-examples,mapstruct-record,6,0,0.0,0,0.0
mapstruct__mapstruct-examples,mapstruct-rounding,4,0,0.0,0,0.0
mapstruct__mapstruct-examples,mapstruct-suppress-unmapped,6,0,0.0,0,0.0
mapstruct__mapstruct-examples,mapstruct-updatemethods-1,6,0,0.0,0,0.0
MarcGiffing__bucket4j-spring-boot-starter,bucket4j-spring-boot-starter,157,1,0.64,19,12.1
MarcGiffing__bucket4j-spring-boot-starter,bucket4j-spring-boot-starter-context,29,0,0.0,1,3.45
MarcGiffing__bucket4j-spring-boot-starter,caffeine,102,0,0.0,5,4.9
MarcGiffing__bucket4j-spring-boot-starter,ehcache,129,0,0.0,8,6.2
MarcGiffing__bucket4j-spring-boot-starter,gateway,181,2,1.1,19,10.5
MarcGiffing__bucket4j-spring-boot-starter,general-tests,105,0,0.0,7,6.67
MarcGiffing__bucket4j-spring-boot-starter,hazelcast,90,0,0.0,5,5.56
MarcGiffing__bucket4j-spring-boot-starter,redis-jedis,125,0,0.0,19,15.2
MarcGiffing__bucket4j-spring-boot-starter,redis-lettuce,125,0,0.0,18,14.4
MarcGiffing__bucket4j-spring-boot-starter,redis-redisson,131,1,0.76,27,20.61
MarcGiffing__bucket4j-spring-boot-starter,webflux,107,0,0.0,6,5.61
MarcGiffing__bucket4j-spring-boot-starter,webflux-infinispan,127,0,0.0,7,5.51
marcosbarbero__spring-cloud-zuul-ratelimit,spring-cloud-zuul-ratelimit-core,196,0,0.0,0,0.0
marcosbarbero__spring-cloud-zuul-ratelimit,bucket4j-hazelcast,134,0,0.0,0,0.0
marcosbarbero__spring-cloud-zuul-ratelimit,bucket4j-ignite,136,0,0.0,0,0.0
marcosbarbero__spring-cloud-zuul-ratelimit,bucket4j-infinispan,144,0,0.0,0,0.0
marcosbarbero__spring-cloud-zuul-ratelimit,bucket4j-jcache,136,0,0.0,0,0.0
marcosbarbero__spring-cloud-zuul-ratelimit,consul,158,0,0.0,0,0.0
marcosbarbero__spring-cloud-zuul-ratelimit,redis,145,0,0.0,0,0.0
marcosbarbero__spring-cloud-zuul-ratelimit,security-context,149,0,0.0,0,0.0
marcosbarbero__spring-cloud-zuul-ratelimit,springdata,153,0,0.0,0,0.0
mariadb-corporation__mariadb-connector-j,mariadb-corporation__mariadb-connector-j,66,3,4.55,2,3.03
MariaDB4j__MariaDB4j,mariaDB4j-app,38,0,0.0,4,10.53
MariaDB4j__MariaDB4j,mariaDB4j-core,23,0,0.0,2,8.7
MariaDB4j__MariaDB4j,mariaDB4j-junit,5,0,0.0,1,20.0
MariaDB4j__MariaDB4j,mariaDB4j-maven-plugin,52,2,3.85,4,7.69
MariaDB4j__MariaDB4j,mariaDB4j-springboot,54,0,0.0,6,11.11
marschall__memoryfilesystem,marschall__memoryfilesystem,27,0,0.0,0,0.0
martinpaljak__ant-javacard,capfile,6,1,16.67,0,0.0
martinpaljak__ant-javacard,task,4,0,0.0,0,0.0
martinpaljak__GlobalPlatformPro,library,12,0,0.0,0,0.0
martinpaljak__GlobalPlatformPro,pace,11,0,0.0,0,0.0
martinpaljak__GlobalPlatformPro,tool,24,0,0.0,1,4.17
matteobaccan__owner,owner,9,0,0.0,0,0.0
matteobaccan__owner,owner-examples-hotreload,2,0,0.0,0,0.0
matteobaccan__owner,owner-extras,29,1,3.45,0,0.0
matteobaccan__owner,owner-java8,4,0,0.0,0,0.0
matteobaccan__owner,owner-java8-extras,4,0,0.0,0,0.0
mattjlewis__diozero,diozero-core,15,0,0.0,0,0.0
mattjlewis__diozero,diozero-example,16,0,0.0,0,0.0
mattjlewis__diozero,diozero-imu-devices,18,0,0.0,0,0.0
mattjlewis__diozero,diozero-provider-bbbiolib,16,0,0.0,0,0.0
mattjlewis__diozero,diozero-provider-firmata,16,0,0.0,0,0.0
mattjlewis__diozero,diozero-provider-mock,16,0,0.0,0,0.0
mattjlewis__diozero,diozero-provider-pigpio,26,0,0.0,2,7.69
mattjlewis__diozero,diozero-provider-remote,39,1,2.56,2,5.13
mattjlewis__diozero,diozero-provider-voodoospark,27,0,0.0,0,0.0
mattjlewis__diozero,diozero-remote-common,38,1,2.63,2,5.26
mattjlewis__diozero,diozero-remote-server,48,3,6.25,2,4.17
mattjlewis__diozero,diozero-sampleapps,22,0,0.0,0,0.0
mattjlewis__diozero,diozero-ws281x-java,16,0,0.0,0,0.0
maxcom__lorsource,maxcom__lorsource,158,0,0.0,0,0.0
maxiaof__github-hosts,maxiaof__github-hosts,2,0,0.0,0,0.0
maxmind__GeoIP2-java,maxmind__GeoIP2-java,70,7,10.0,0,0.0
mcMMO-Dev__mcMMO,mcMMO-Dev__mcMMO,121,20,16.53,0,0.0
md-5__SpecialSource,md-5__SpecialSource,20,0,0.0,0,0.0
MDeLuise__plant-it,backend,165,3,1.82,17,10.3
mdeverdelhan__ACR122U-reader-writer,mdeverdelhan__ACR122U-reader-writer,7,0,0.0,0,0.0
mdeverdelhan__ta4j-origins,ta4j,5,0,0.0,0,0.0
mdeverdelhan__ta4j-origins,ta4j-examples,13,0,0.0,0,0.0
mechero__spring-boot-testing-strategies,mechero__spring-boot-testing-strategies,64,0,0.0,4,6.25
membrane__api-gateway,annot,19,0,0.0,1,5.26
membrane__api-gateway,custom-interceptor,4,0,0.0,0,0.0
membrane__api-gateway,embedding-java,6,0,0.0,0,0.0
membrane__api-gateway,4-xml-session,22,1,4.55,0,0.0
membrane__api-gateway,add-soap-header,2,0,0.0,0,0.0
membrane__api-gateway,embedded,2,0,0.0,0,0.0
membrane__api-gateway,standalone,2,0,0.0,0,0.0
membrane__api-gateway,basic-xml-interceptor,2,0,0.0,0,0.0
membrane__api-gateway,stax-interceptor,2,0,0.0,0,0.0
membrane__api-gateway,test,22,0,0.0,3,13.64
merua0oo0__im,im-commom,19,0,0.0,4,21.05
mesutpiskin__keycloak-2fa-email-authenticator,mesutpiskin__keycloak-2fa-email-authenticator,175,30,17.14,0,0.0
metersphere__metersphere,app,603,34,5.64,73,12.11
metersphere__metersphere,ai-engine,400,21,5.25,57,14.25
metersphere__metersphere,domain,187,6,3.21,30,16.04
metersphere__metersphere,plugin-api-sdk,287,15,5.23,49,17.07
metersphere__metersphere,plugin-platform-sdk,183,7,3.83,30,16.39
metersphere__metersphere,plugin-sdk,178,7,3.93,29,16.29
metersphere__metersphere,provider,310,15,4.84,50,16.13
metersphere__metersphere,sdk,308,14,4.55,40,12.99
metersphere__metersphere,api-test,597,34,5.7,76,12.73
metersphere__metersphere,bug-management,509,29,5.7,66,12.97
metersphere__metersphere,case-management,510,29,5.69,65,12.75
metersphere__metersphere,dashboard,602,34,5.65,73,12.13
metersphere__metersphere,project-management,507,29,5.72,66,13.02
metersphere__metersphere,system-setting,506,29,5.73,71,14.03
metersphere__metersphere,test-plan,601,34,5.66,73,12.15
microcks__microcks,model,37,0,0.0,5,13.51
microcks__microcks,util,30,0,0.0,7,23.33
microcks__microcks,util-el,18,0,0.0,3,16.67
microcks__microcks,uber,51,0,0.0,5,9.8
microcks__microcks,uber-async-minion,219,0,0.0,38,17.35
microcks__microcks,async,431,0,0.0,81,18.79
microcks__microcks,webapp,229,4,1.75,31,13.54
microprofile__microprofile,maven-build-plugin,24,2,8.33,0,0.0
MicroRaft__MicroRaft,microraft,15,2,13.33,0,0.0
MicroRaft__MicroRaft,microraft-hocon,17,2,11.76,0,0.0
MicroRaft__MicroRaft,microraft-metrics,21,2,9.52,0,0.0
MicroRaft__MicroRaft,microraft-store-sqlite,25,2,8.0,0,0.0
MicroRaft__MicroRaft,microraft-tutorial,16,2,12.5,0,0.0
MicroRaft__MicroRaft,microraft-yaml,17,2,11.76,0,0.0
microsoft__azure-tools-for-java,azure-toolkit-ide-applicationinsights-lib,94,5,5.32,11,11.7
microsoft__azure-tools-for-java,azure-toolkit-ide-appservice-lib,126,5,3.97,12,9.52
microsoft__azure-tools-for-java,azure-toolkit-ide-arm-lib,73,1,1.37,7,9.59
microsoft__azure-tools-for-java,azure-toolkit-ide-cognitiveservices-lib,99,7,7.07,10,10.1
microsoft__azure-tools-for-java,azure-toolkit-ide-common-lib,117,7,5.98,12,10.26
microsoft__azure-tools-for-java,azure-toolkit-ide-containerapps-lib,115,7,6.09,12,10.43
microsoft__azure-tools-for-java,azure-toolkit-ide-containerregistry-lib,105,7,6.67,10,9.52
microsoft__azure-tools-for-java,azure-toolkit-ide-containerservice-lib,118,8,6.78,13,11.02
microsoft__azure-tools-for-java,azure-toolkit-ide-cosmos-lib,113,7,6.19,10,8.85
microsoft__azure-tools-for-java,azure-toolkit-ide-database-lib,102,5,4.9,10,9.8
microsoft__azure-tools-for-java,azure-toolkit-ide-eventhubs-lib,97,5,5.15,10,10.31
microsoft__azure-tools-for-java,azure-toolkit-ide-keyvault-lib,94,5,5.32,10,10.64
microsoft__azure-tools-for-java,azure-toolkit-ide-redis-lib,93,5,5.38,9,9.68
microsoft__azure-tools-for-java,azure-toolkit-ide-servicebus-lib,98,5,5.1,11,11.22
microsoft__azure-tools-for-java,azure-toolkit-ide-springcloud-lib,118,7,5.93,11,9.32
microsoft__azure-tools-for-java,azure-toolkit-ide-storage-lib,101,5,4.95,10,9.9
microsoft__azure-tools-for-java,azure-toolkit-ide-vm-lib,104,5,4.81,10,9.62
microsoft__gctoolkit,api,7,0,0.0,0,0.0
microsoft__gctoolkit,IT,10,0,0.0,0,0.0
microsoft__gctoolkit,parser,8,0,0.0,0,0.0
microsoft__gctoolkit,sample,10,0,0.0,0,0.0
microsoft__gctoolkit,vertx,23,0,0.0,0,0.0
microsoft__mssql-jdbc,microsoft__mssql-jdbc,91,22,24.18,0,0.0
microsoft__playwright-java,driver,7,0,0.0,0,0.0
microsoft__playwright-java,driver-bundle,8,0,0.0,0,0.0
microsoft__playwright-java,examples,7,0,0.0,0,0.0
microsoft__playwright-java,playwright,15,1,6.67,0,0.0
microsoft__playwright-java,api-generator,2,0,0.0,0,0.0
microsoft__playwright-java,test-cli-fatjar,3,0,0.0,0,0.0
microsoft__playwright-java,test-cli-version,2,0,0.0,0,0.0
microsoft__playwright-java,update-docs-version,2,0,0.0,0,0.0
miltonio__milton2,milton-mini-server,67,11,16.42,0,0.0
miltonio__milton2,eclipse-tut-1,42,4,9.52,0,0.0
miltonio__milton2,eclipse-tut-carddav,48,4,8.33,0,0.0
miltonio__milton2,milton-anno-bandstand,78,10,12.82,0,0.0
miltonio__milton2,milton-anno-ref,55,9,16.36,0,0.0
miltonio__milton2,milton-embedded,57,4,7.02,0,0.0
miltonio__milton2,milton-ref,54,6,11.11,0,0.0
miltonio__milton2,milton-spring-fs,58,4,6.9,0,0.0
miltonio__milton2,security-advanced,42,4,9.52,0,0.0
miltonio__milton2,tuts-anno1,40,4,10.0,0,0.0
miltonio__milton2,tuts-anno3,47,4,8.51,0,0.0
miltonio__milton2,tuts-anno4-carddav,47,4,8.51,0,0.0
miltonio__milton2,cardme,0,0,0,0,0
miltonio__milton2,milton-api,14,1,7.14,0,0.0
miltonio__milton2,milton-client,27,5,18.52,0,0.0
miltonio__milton2,milton-client-app,10,0,0.0,0,0.0
miltonio__milton2,milton-mail-api,12,0,0.0,0,0.0
miltonio__milton2,milton-mail-server,22,1,4.55,0,0.0
miltonio__milton2,milton-proxy,47,8,17.02,0,0.0
miltonio__milton2,milton-server-ce,84,10,11.9,0,0.0
miltonio__milton2,milton-server-ent,51,5,9.8,0,0.0
milvus-io__milvus-sdk-java,examples,193,20,10.36,0,0.0
milvus-io__milvus-sdk-java,sdk-bulkwriter,198,15,7.58,4,2.02
milvus-io__milvus-sdk-java,sdk-core,61,3,4.92,3,4.92
MobiVM__robovm,cocoatouch,5,0,0.0,0,0.0
MobiVM__robovm,compiler,23,0,0.0,0,0.0
MobiVM__robovm,libimobiledevice,5,0,0.0,0,0.0
MobiVM__robovm,llvm,5,0,0.0,0,0.0
MobiVM__robovm,objc,2,0,0.0,0,0.0
MobiVM__robovm,debugger,0,0,0,0,0
MobiVM__robovm,ibxcode,19,0,0.0,0,0.0
MobiVM__robovm,idea,30,0,0.0,0,0.0
MobiVM__robovm,client,57,0,0.0,0,0.0
MobiVM__robovm,protocol,4,0,0.0,0,0.0
MobiVM__robovm,server,6,0,0.0,0,0.0
MobiVM__robovm,plugin,47,0,0.0,0,0.0
MobiVM__robovm,surefire,50,0,0.0,0,0.0
MobiVM__robovm,resolver,38,0,0.0,0,0.0
MobiVM__robovm,templater,8,0,0.0,0,0.0
mock-server__mockserver,mockserver-client-java,20,0,0.0,1,5.0
mock-server__mockserver,mockserver-core,116,0,0.0,3,2.59
mock-server__mockserver,mockserver-examples,115,0,0.0,11,9.57
mock-server__mockserver,mockserver-integration-testing,30,0,0.0,2,6.67
mock-server__mockserver,mockserver-junit-jupiter,17,0,0.0,0,0.0
mock-server__mockserver,mockserver-junit-rule,13,0,0.0,1,7.69
mock-server__mockserver,mockserver-netty,33,0,0.0,1,3.03
mock-server__mockserver,mockserver-proxy-war,23,0,0.0,1,4.35
mock-server__mockserver,mockserver-spring-test-listener,15,0,0.0,1,6.67
mock-server__mockserver,mockserver-testing,4,0,0.0,1,25.0
mock-server__mockserver,mockserver-war,23,0,0.0,1,4.35
modelcontextprotocol__java-sdk,mcp,74,5,6.76,0,0.0
modelcontextprotocol__java-sdk,mcp-spring-webflux,63,3,4.76,1,1.59
modelcontextprotocol__java-sdk,mcp-spring-webmvc,65,2,3.08,0,0.0
modelcontextprotocol__java-sdk,mcp-test,33,3,9.09,0,0.0
mojohaus__flatten-maven-plugin,mojohaus__flatten-maven-plugin,51,5,9.8,1,1.96
mojohaus__flatten-maven-plugin,flatten-shaded-drp,19,0,0.0,0,0.0
mojohaus__flatten-maven-plugin,system-scope-dep-variable,2,0,0.0,0,0.0
mojohaus__versions,versions-api,0,0,0,0,0
mojohaus__versions,versions-common,58,3,5.17,2,3.45
mojohaus__versions,versions-enforcer,54,3,5.56,5,9.26
mojohaus__versions,versions-maven-plugin,94,7,7.45,5,5.32
mojohaus__versions,fake-api,3,0,0.0,0,0.0
mojohaus__versions,versions-test,50,4,8.0,5,10.0
moquette-io__moquette,broker,55,8,14.55,0,0.0
moquette-io__moquette,embedding_moquette,19,0,0.0,0,0.0
moxi624__mogu_blog_v2,mogu_admin,181,2,1.1,23,12.71
moxi624__mogu_blog_v2,mogu_base,33,0,0.0,3,9.09
moxi624__mogu_blog_v2,mogu_commons,6,0,0.0,0,0.0
moxi624__mogu_blog_v2,mogu_gateway,192,3,1.56,24,12.5
moxi624__mogu_blog_v2,mogu_monitor,135,2,1.48,24,17.78
moxi624__mogu_blog_v2,mogu_picture,188,7,3.72,28,14.89
moxi624__mogu_blog_v2,mogu_search,234,2,0.85,31,13.25
moxi624__mogu_blog_v2,mogu_sms,169,2,1.18,21,12.43
moxi624__mogu_blog_v2,mogu_spider,149,4,2.68,19,12.75
moxi624__mogu_blog_v2,mogu_utils,223,6,2.69,8,3.59
moxi624__mogu_blog_v2,mogu_web,196,3,1.53,25,12.76
moxi624__mogu_blog_v2,mogu_xo,27,0,0.0,1,3.7
moyangzhan__langchain4j-aideepin,adi-admin,251,9,3.59,22,8.76
moyangzhan__langchain4j-aideepin,adi-bootstrap,252,9,3.57,22,8.73
moyangzhan__langchain4j-aideepin,adi-chat,252,9,3.57,22,8.73
moyangzhan__langchain4j-aideepin,adi-common,251,9,3.59,22,8.76
MrKinau__FishingBot,MrKinau__FishingBot,43,9,20.93,0,0.0
Mrkuhuo__data-warehouse-learning,Mrkuhuo__data-warehouse-learning,152,5,3.29,16,10.53
mwilliamson__java-mammoth,mwilliamson__java-mammoth,8,0,0.0,0,0.0
mybatis-flex__mybatis-flex,mybatis-flex-annotation,2,0,0.0,0,0.0
mybatis-flex__mybatis-flex,mybatis-flex-codegen,38,1,2.63,0,0.0
mybatis-flex__mybatis-flex,mybatis-flex-core,18,0,0.0,0,0.0
mybatis-flex__mybatis-flex,mybatis-flex-loveqq-starter,16,1,6.25,0,0.0
mybatis-flex__mybatis-flex,mybatis-flex-processor,3,0,0.0,0,0.0
mybatis-flex__mybatis-flex,mybatis-flex-solon-plugin,12,0,0.0,0,0.0
mybatis-flex__mybatis-flex,mybatis-flex-spring,30,4,13.33,2,6.67
mybatis-flex__mybatis-flex,mybatis-flex-spring-boot-starter,105,4,3.81,1,0.95
mybatis-flex__mybatis-flex,mybatis-flex-loveqq-test,39,2,5.13,0,0.0
mybatis-flex__mybatis-flex,mybatis-flex-native-test,57,5,8.77,0,0.0
mybatis-flex__mybatis-flex,mybatis-flex-seata-test,149,13,8.72,0,0.0
mybatis-flex__mybatis-flex,mybatis-flex-solon-test,68,5,7.35,0,0.0
mybatis-flex__mybatis-flex,mybatis-flex-spring-boot-test,94,5,5.32,0,0.0
mybatis-flex__mybatis-flex,mybatis-flex-spring-cloud-test,99,0,0.0,8,8.08
mybatis-flex__mybatis-flex,mybatis-flex-spring-test,33,2,6.06,0,0.0
mybatis-mapper__mapper,activerecord,32,0,0.0,2,6.25
mybatis-mapper__mapper,common,4,0,0.0,1,25.0
mybatis-mapper__mapper,jakarta-jpa,12,0,0.0,2,16.67
mybatis-mapper__mapper,jpa,14,0,0.0,2,14.29
mybatis-mapper__mapper,mapper,15,0,0.0,2,13.33
mybatis-mapper__mapper,service,32,0,0.0,2,6.25
mybatis__jpetstore-6,mybatis__jpetstore-6,91,10,10.99,0,0.0
mybatis__migrations,mybatis__migrations,20,2,10.0,0,0.0
mybatis__mybatis-3,mybatis__mybatis-3,58,4,6.9,0,0.0
mybatis__mybatis-dynamic-sql,mybatis__mybatis-dynamic-sql,66,7,10.61,0,0.0
mybatis__redis-cache,mybatis__redis-cache,17,1,5.88,0,0.0
mybatis__spring-boot-starter,mybatis-spring-boot-autoconfigure,82,1,1.22,8,9.76
mybatis__spring-boot-starter,mybatis-spring-boot-sample-annotation,61,0,0.0,8,13.11
mybatis__spring-boot-starter,mybatis-spring-boot-sample-freemarker,65,0,0.0,10,15.38
mybatis__spring-boot-starter,mybatis-spring-boot-sample-freemarker-legacy,65,0,0.0,10,15.38
mybatis__spring-boot-starter,mybatis-spring-boot-sample-thymeleaf,67,0,0.0,9,13.43
mybatis__spring-boot-starter,mybatis-spring-boot-sample-velocity,65,0,0.0,8,12.31
mybatis__spring-boot-starter,mybatis-spring-boot-sample-velocity-legacy,65,0,0.0,8,12.31
mybatis__spring-boot-starter,mybatis-spring-boot-sample-war,73,0,0.0,7,9.59
mybatis__spring-boot-starter,mybatis-spring-boot-sample-web,75,0,0.0,7,9.33
mybatis__spring-boot-starter,mybatis-spring-boot-sample-xml,61,0,0.0,8,13.11
mybatis__spring-boot-starter,mybatis-spring-boot-starter,28,0,0.0,2,7.14
mybatis__spring-boot-starter,mybatis-spring-boot-starter-test,52,0,0.0,6,11.54
mybatis__spring-boot-starter,mybatis-spring-boot-test-autoconfigure,59,0,0.0,7,11.86
mybatis__spring,mybatis__spring,53,11,20.75,0,0.0
MyRobotLab__myrobotlab,MyRobotLab__myrobotlab,583,81,13.89,0,0.0
nacos-group__nacos-spring-project,nacos-spring-context,45,1,2.22,0,0.0
nacos-group__nacos-spring-project,nacos-spring-context-aot,32,1,3.12,0,0.0
nacos-group__nacos-spring-project,nacos-embedded-webserver,23,1,4.35,2,8.7
nacos-group__nacos-spring-project,nacos-spring-webmvc-sample,40,1,2.5,0,0.0
narumii__Deobfuscator,deobfuscator-api,19,6,31.58,0,0.0
narumii__Deobfuscator,deobfuscator-impl,13,0,0.0,0,0.0
narumii__Deobfuscator,deobfuscator-transformers,3,0,0.0,0,0.0
narumii__Deobfuscator,reverse-engineering,2,0,0.0,0,0.0
narumii__Deobfuscator,java,2,0,0.0,0,0.0
NationalSecurityAgency__emissary,NationalSecurityAgency__emissary,100,0,0.0,3,3.0
neo4j__neo4j-java-driver,benchkit-backend,22,0,0.0,0,0.0
neo4j__neo4j-java-driver,driver,71,0,0.0,2,2.82
neo4j__neo4j-java-driver,examples,39,0,0.0,3,7.69
neo4j__neo4j-java-driver,testkit-backend,21,0,0.0,0,0.0
neolord0__hwplib,neolord0__hwplib,0,0,0,0,0
Nepxion__DiscoveryGuide,discovery-guide-console,116,1,0.86,16,13.79
Nepxion__DiscoveryGuide,discovery-guide-gateway,136,3,2.21,22,16.18
Nepxion__DiscoveryGuide,discovery-guide-service,123,3,2.44,14,11.38
Nepxion__DiscoveryGuide,discovery-guide-zuul,132,4,3.03,14,10.61
netfishers-onl__Netshot,netfishers-onl__Netshot,173,3,1.73,0,0.0
netty__netty-incubator-codec-quic,codec-classes-quic,11,0,0.0,0,0.0
networknt__json-schema-validator,networknt__json-schema-validator,32,2,6.25,0,0.0
netxms__netxms,docker,21,0,0.0,0,0.0
netxms__netxms,java,56,7,12.5,0,0.0
netxms__netxms,sample,2,0,0.0,0,0.0
netxms__netxms,jmx,3,0,0.0,0,0.0
netxms__netxms,opcua,29,0,0.0,0,0.0
netxms__netxms,ubntlw,13,1,7.69,0,0.0
netxms__netxms,netxms-client,14,0,0.0,0,0.0
netxms__netxms,nxtcpproxy,8,0,0.0,0,0.0
netxms__netxms,netxms-base,14,0,0.0,0,0.0
netxms__netxms,filter,2,0,0.0,0,0.0
nguyenq__tess4j,nguyenq__tess4j,28,1,3.57,0,0.0
NichtStudioCode__InvUI,inventory-access,22,1,4.55,0,0.0
NichtStudioCode__InvUI,inventory-access-r1,12,0,0.0,0,0.0
NichtStudioCode__InvUI,inventory-access-r10,12,0,0.0,0,0.0
NichtStudioCode__InvUI,inventory-access-r11,70,8,11.43,0,0.0
NichtStudioCode__InvUI,inventory-access-r12,12,0,0.0,0,0.0
NichtStudioCode__InvUI,inventory-access-r13,12,0,0.0,0,0.0
NichtStudioCode__InvUI,inventory-access-r14,79,9,11.39,0,0.0
NichtStudioCode__InvUI,inventory-access-r15,78,9,11.54,0,0.0
NichtStudioCode__InvUI,inventory-access-r16,12,0,0.0,0,0.0
NichtStudioCode__InvUI,inventory-access-r17,76,10,13.16,0,0.0
NichtStudioCode__InvUI,inventory-access-r18,79,6,7.59,0,0.0
NichtStudioCode__InvUI,inventory-access-r19,12,0,0.0,0,0.0
NichtStudioCode__InvUI,inventory-access-r2,12,0,0.0,0,0.0
NichtStudioCode__InvUI,inventory-access-r20,12,0,0.0,0,0.0
NichtStudioCode__InvUI,inventory-access-r21,12,0,0.0,0,0.0
NichtStudioCode__InvUI,inventory-access-r22,92,9,9.78,0,0.0
NichtStudioCode__InvUI,inventory-access-r23,92,9,9.78,0,0.0
NichtStudioCode__InvUI,inventory-access-r3,12,0,0.0,0,0.0
NichtStudioCode__InvUI,inventory-access-r4,12,0,0.0,0,0.0
NichtStudioCode__InvUI,inventory-access-r5,12,0,0.0,0,0.0
NichtStudioCode__InvUI,inventory-access-r6,12,0,0.0,0,0.0
NichtStudioCode__InvUI,inventory-access-r7,12,0,0.0,0,0.0
NichtStudioCode__InvUI,inventory-access-r8,12,0,0.0,0,0.0
NichtStudioCode__InvUI,inventory-access-r9,12,0,0.0,0,0.0
NichtStudioCode__InvUI,invui-core,18,1,5.56,0,0.0
nikoo28__java-solutions,nikoo28__java-solutions,14,0,0.0,0,0.0
Ninjabrain1__Ninjabrain-Bot,Ninjabrain1__Ninjabrain-Bot,37,0,0.0,0,0.0
NitorCreations__nflow,nflow-engine,47,1,2.13,0,0.0
NitorCreations__nflow,maven,85,1,1.18,15,17.65
NitorCreations__nflow,nflow-jetty,88,3,3.41,4,4.55
NitorCreations__nflow,nflow-metrics,27,1,3.7,1,3.7
NitorCreations__nflow,nflow-netty,55,0,0.0,2,3.64
NitorCreations__nflow,nflow-perf-test,25,0,0.0,2,8.0
NitorCreations__nflow,nflow-rest-api-common,23,1,4.35,0,0.0
NitorCreations__nflow,nflow-rest-api-jax-rs,53,1,1.89,2,3.77
NitorCreations__nflow,nflow-rest-api-spring-web,31,1,3.23,1,3.23
NitorCreations__nflow,nflow-server-common,28,1,3.57,0,0.0
NitorCreations__nflow,nflow-tests,41,0,0.0,2,4.88
nitrite__nitrite-java,nitrite,36,1,2.78,0,0.0
nitrite__nitrite-java,nitrite-jackson-mapper,25,0,0.0,1,4.0
nitrite__nitrite-java,nitrite-mvstore-adapter,44,1,2.27,1,2.27
nitrite__nitrite-java,nitrite-rocksdb-adapter,45,1,2.22,1,2.22
nitrite__nitrite-java,nitrite-spatial,17,0,0.0,1,5.88
nitrite__nitrite-java,nitrite-support,24,0,0.0,2,8.33
niumoo__bing-wallpaper,niumoo__bing-wallpaper,4,0,0.0,0,0.0
niumoo__JavaNotes,core-java-20,17,0,0.0,0,0.0
niumoo__JavaNotes,core-java-21,17,0,0.0,0,0.0
niumoo__JavaNotes,core-java-22,0,0,0,0,0
niumoo__JavaNotes,core-java-8,17,0,0.0,0,0.0
niumoo__JavaNotes,core-java-9,17,0,0.0,0,0.0
niumoo__JavaNotes,core-java-base,17,0,0.0,0,0.0
niumoo__JavaNotes,core-java-collect,17,0,0.0,0,0.0
niumoo__JavaNotes,core-java-io,18,0,0.0,0,0.0
niumoo__JavaNotes,core-java-os,18,0,0.0,0,0.0
niumoo__JavaNotes,core-java-performance,17,0,0.0,0,0.0
niumoo__JavaNotes,core-java-performance-code,21,0,0.0,0,0.0
niumoo__JavaNotes,core-java-string,17,0,0.0,0,0.0
niumoo__JavaNotes,leetcode,9,0,0.0,0,0.0
niumoo__JavaNotes,springboot-hello,35,0,0.0,1,2.86
niumoo__JavaNotes,springboot-sqlite-jpa,94,0,0.0,7,7.45
niumoo__JavaNotes,springboot-weixin-qrcode-login,83,0,0.0,8,9.64
niumoo__JavaNotes,tool-java-apache-common,9,0,0.0,0,0.0
niumoo__JavaNotes,tool-java-apache-httpclient,15,0,0.0,0,0.0
niumoo__JavaNotes,tool-java-hotcode,9,0,0.0,0,0.0
niumoo__JavaNotes,tool-java-jackson,21,0,0.0,0,0.0
niumoo__JavaNotes,tool-java-jcommander,10,0,0.0,0,0.0
niumoo__JavaNotes,tool-java-junit5-jupiter-starter,17,0,0.0,0,0.0
niumoo__JavaNotes,tool-java-object-pool,18,0,0.0,0,0.0
niumoo__JavaNotes,tool-java-protobuf,17,0,0.0,0,0.0
niumoo__JavaNotes,tool-java-rate-limiter,9,0,0.0,0,0.0
NLPchina__elasticsearch-analysis-ansj,NLPchina__elasticsearch-analysis-ansj,44,2,4.55,0,0.0
NLPchina__elasticsearch-sql,main,0,0,0,0,0
no1xuan__HivisionIDPhotos-wechat-weapp,no1xuan__HivisionIDPhotos-wechat-weapp,102,0,0.0,0,0.0
NotHarshhaa__DevOps-Projects,Java-Login-App,77,0,0.0,0,0.0
NotHarshhaa__DevOps-Projects,server,6,0,0.0,0,0.0
NotHarshhaa__DevOps-Projects,DevOps-Project-06,73,0,0.0,0,0.0
NotHarshhaa__DevOps-Projects,spring-boot-app,75,0,0.0,0,0.0
NotHarshhaa__DevOps-Projects,JavaApp-CICD,74,12,16.22,0,0.0
NotHarshhaa__DevOps-Projects,DevSecOps-CI-CD-Pipeline,121,12,9.92,0,0.0
NotoChen__Jetbrains-Help,NotoChen__Jetbrains-Help,46,0,0.0,1,2.17
nysenate__OpenLegislation,nysenate__OpenLegislation,122,12,9.84,0,0.0
nzymedefense__nzyme,nzymedefense__nzyme,144,29,20.14,0,0.0
objectbox__objectbox-examples,java-main-maven,8,0,0.0,0,0.0
obsidiandynamics__kafdrop,obsidiandynamics__kafdrop,156,7,4.49,22,14.1
