Library_Name,Old_Version,New_Version,Class_Name,Member_Name,Change_Type,Description,Binary_Compatible,Source_Compatible,Is_Transitive,Depth,Direct_Parent_Dependency,Direct_Dependency_Old_Version,Direct_Dependency_New_Version,Release_Type,Usage_Location,Usage_Line,Usage_Context,Usage_Type
com.fasterxml.jackson.core:jackson-databind,2.18.2,2.20.0,com.fasterxml.jackson.databind.deser.std.EnumDeserializer,deserializerForCreator,METHOD_CHANGE,METHOD_REMOVED; ANNOTATION_REMOVED,false,false,true,2,com.fasterxml.jackson.module:jackson-module-parameter-names,2.18.2,2.20.0,MINOR,C:\Users\tyin363\Documents\repos\zuihou__lamp-util\lamp-core\src\main\java\com\fasterxml\jackson\databind\deser\std\EnumDeserializer.java,125,"com.fasterxml.jackson.databind.deser.std.EnumDeserializer.deserializerForCreator(com.fasterxml.jackson.databind.DeserializationConfig, java.lang.Class<?>, com.fasterxml.jackson.databind.introspect.AnnotatedMethod, com.fasterxml.jackson.databind.deser.ValueInstantiator, com.fasterxml.jackson.databind.deser.SettableBeanProperty[])",MethodCallExpr
com.fasterxml.jackson.core:jackson-databind,2.18.2,2.20.0,com.fasterxml.jackson.databind.util.EnumResolver,constructUsingToString,METHOD_CHANGE,METHOD_REMOVED; ANNOTATION_REMOVED,false,false,true,2,com.fasterxml.jackson.module:jackson-module-parameter-names,2.18.2,2.20.0,MINOR,C:\Users\tyin363\Documents\repos\zuihou__lamp-util\lamp-core\src\main\java\com\fasterxml\jackson\databind\deser\std\EnumDeserializer.java,330,"com.fasterxml.jackson.databind.util.EnumResolver.constructUsingToString(com.fasterxml.jackson.databind.DeserializationConfig, java.lang.Class<?>)",MethodCallExpr
com.fasterxml.jackson.core:jackson-databind,2.18.2,2.20.0,com.fasterxml.jackson.databind.deser.std.EnumDeserializer,EnumDeserializer,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED; ANNOTATION_REMOVED,false,false,false,1,com.fasterxml.jackson.core:jackson-databind,,,MINOR,C:\Users\tyin363\Documents\repos\zuihou__lamp-util\lamp-core\src\main\java\com\fasterxml\jackson\databind\deser\std\EnumDeserializer.java,112,com.fasterxml.jackson.databind.deser.std.EnumDeserializer,ClassOrInterfaceType
com.fasterxml.jackson.core:jackson-databind,2.18.2,2.20.0,com.fasterxml.jackson.databind.deser.std.EnumDeserializer,EnumDeserializer,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED; ANNOTATION_REMOVED,false,false,false,1,com.fasterxml.jackson.core:jackson-databind,,,MINOR,C:\Users\tyin363\Documents\repos\zuihou__lamp-util\lamp-core\src\main\java\com\fasterxml\jackson\databind\deser\std\EnumDeserializer.java,97,com.fasterxml.jackson.databind.deser.std.EnumDeserializer,ClassOrInterfaceType
com.fasterxml.jackson.core:jackson-databind,2.18.2,2.20.0,com.fasterxml.jackson.databind.deser.std.EnumDeserializer,EnumDeserializer,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED; ANNOTATION_REMOVED,false,false,false,1,com.fasterxml.jackson.core:jackson-databind,,,MINOR,C:\Users\tyin363\Documents\repos\zuihou__lamp-util\lamp-core\src\main\java\com\fasterxml\jackson\databind\deser\std\EnumDeserializer.java,150,com.fasterxml.jackson.databind.deser.std.EnumDeserializer,ClassOrInterfaceType
com.fasterxml.jackson.core:jackson-databind,2.18.2,2.20.0,com.fasterxml.jackson.databind.deser.std.EnumDeserializer,EnumDeserializer,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED; ANNOTATION_REMOVED,false,false,false,1,com.fasterxml.jackson.core:jackson-databind,,,MINOR,C:\Users\tyin363\Documents\repos\zuihou__lamp-util\lamp-core\src\main\java\com\fasterxml\jackson\databind\deser\std\EnumDeserializer.java,144,com.fasterxml.jackson.databind.deser.std.EnumDeserializer,ClassOrInterfaceType
com.fasterxml.jackson.core:jackson-databind,2.18.2,2.20.0,com.fasterxml.jackson.databind.deser.std.EnumDeserializer,EnumDeserializer,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED; ANNOTATION_REMOVED,false,false,false,1,com.fasterxml.jackson.core:jackson-databind,,,MINOR,C:\Users\tyin363\Documents\repos\zuihou__lamp-util\lamp-core\src\main\java\com\fasterxml\jackson\databind\deser\std\EnumDeserializer.java,145,com.fasterxml.jackson.databind.deser.std.EnumDeserializer,ClassOrInterfaceType
