Library_Name,Old_Version,New_Version,Class_Name,Member_Name,Change_Type,Description,Binary_Compatible,Source_Compatible,Is_Transitive,Depth,Direct_Parent_Dependency,Direct_Dependency_Old_Version,Direct_Dependency_New_Version,Release_Type,Usage_Location,Usage_Line,Usage_Context,Usage_Type
com.google.genai:google-genai,1.0.0,1.17.0,com.google.genai.types.Part,thoughtSignature,METHOD_CHANGE,METHOD_ADDED_TO_PUBLIC_CLASS; METHOD_ABSTRACT_ADDED_TO_CLASS; ANNOTATION_ADDED,true,false,false,1,com.google.genai:google-genai,,,MINOR,C:\Users\tyin363\Documents\repos\google__adk-java\contrib\langchain4j\src\main\java\com\google\adk\models\langchain4j\LangChain4j.java,155,com.google.genai.types.Part.functionCall(),MethodReferenceExpr
