Library_Name,Old_Version,New_Version,Class_Name,Member_Name,Change_Type,Description,Binary_Compatible,Source_Compatible,Is_Transitive,Depth,Direct_Parent_Dependency,Direct_Dependency_Old_Version,Direct_Dependency_New_Version,Release_Type,Usage_Location,Usage_Line,Usage_Context,Usage_Type
net.sourceforge.owlapi:owlapi-distribution,4.5.6,5.1.9,org.semanticweb.owlapi.model.parameters.Imports,org.semanticweb.owlapi.model.parameters.Imports,CLASS_CHANGE,CLASS_NOW_ABSTRACT,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\ExtractCommand.java,419,org.semanticweb.owlapi.model.parameters.Imports,FieldAccessExpr
net.sourceforge.owlapi:owlapi-api,4.5.6,5.1.9,org.semanticweb.owlapi.model.OWLOntologyID,getVersionIRI,METHOD_CHANGE,METHOD_RETURN_TYPE_CHANGED; ANNOTATION_REMOVED,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\AnnotateCommand.java,314,org.semanticweb.owlapi.model.OWLOntologyID.getVersionIRI(),MethodCallExpr
net.sourceforge.owlapi:owlapi-api,4.5.6,5.1.9,org.semanticweb.owlapi.model.HasSignature,getSignature,METHOD_CHANGE,METHOD_ABSTRACT_NOW_DEFAULT; ANNOTATION_REMOVED; ANNOTATION_DEPRECATED_ADDED,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\ExplainCommand.java,272,org.semanticweb.owlapi.model.HasSignature.getSignature(),MethodCallExpr
net.sourceforge.owlapi:owlapi-distribution,4.5.6,5.1.9,org.semanticweb.owlapi.model.parameters.Imports,org.semanticweb.owlapi.model.parameters.Imports,CLASS_CHANGE,CLASS_NOW_ABSTRACT,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\ExtractCommand.java,414,org.semanticweb.owlapi.model.parameters.Imports,ClassOrInterfaceType
net.sourceforge.owlapi:owlapi-api,4.5.6,5.1.9,org.semanticweb.owlapi.model.OWLOntologyID,getOntologyIRI,METHOD_CHANGE,METHOD_RETURN_TYPE_CHANGED; ANNOTATION_REMOVED,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\AnnotateCommand.java,334,org.semanticweb.owlapi.model.OWLOntologyID.getOntologyIRI(),MethodCallExpr
net.sourceforge.owlapi:owlapi-distribution,4.5.6,5.1.9,org.semanticweb.owlapi.model.parameters.Imports,org.semanticweb.owlapi.model.parameters.Imports,CLASS_CHANGE,CLASS_NOW_ABSTRACT,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\ExtractCommand.java,318,org.semanticweb.owlapi.model.parameters.Imports,ClassOrInterfaceType
net.sourceforge.owlapi:owlapi-api,4.5.6,5.1.9,org.semanticweb.owlapi.model.OWLOntologyID,getOntologyIRI,METHOD_CHANGE,METHOD_RETURN_TYPE_CHANGED; ANNOTATION_REMOVED,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\AnnotateCommand.java,317,org.semanticweb.owlapi.model.OWLOntologyID.getOntologyIRI(),MethodCallExpr
net.sourceforge.owlapi:owlapi-api,4.5.6,5.1.9,org.semanticweb.owlapi.model.OWLOntologyID,getVersionIRI,METHOD_CHANGE,METHOD_RETURN_TYPE_CHANGED; ANNOTATION_REMOVED,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\AnnotateCommand.java,373,org.semanticweb.owlapi.model.OWLOntologyID.getVersionIRI(),MethodCallExpr
net.sourceforge.owlapi:owlapi-distribution,4.5.6,5.1.9,org.semanticweb.owlapi.model.parameters.Imports,org.semanticweb.owlapi.model.parameters.Imports,CLASS_CHANGE,CLASS_NOW_ABSTRACT,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\ExtractCommand.java,232,org.semanticweb.owlapi.model.parameters.Imports,ClassOrInterfaceType
net.sourceforge.owlapi:owlapi-api,4.5.6,5.1.9,org.semanticweb.owlapi.model.HasAxioms,getAxioms,METHOD_CHANGE,METHOD_ABSTRACT_NOW_DEFAULT; ANNOTATION_REMOVED; ANNOTATION_DEPRECATED_ADDED,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\FilterCommand.java,195,org.semanticweb.owlapi.model.HasAxioms.getAxioms(),MethodCallExpr
net.sourceforge.owlapi:owlapi-api,4.5.6,5.1.9,org.semanticweb.owlapi.model.OWLOntology,getSignature,METHOD_CHANGE,METHOD_ABSTRACT_NOW_DEFAULT; ANNOTATION_REMOVED; ANNOTATION_DEPRECATED_ADDED,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\AnnotateCommand.java,338,org.semanticweb.owlapi.model.OWLOntology.getSignature(),MethodCallExpr
net.sourceforge.owlapi:owlapi-api,4.5.6,5.1.9,org.semanticweb.owlapi.model.OWLOntologyID,getOntologyIRI,METHOD_CHANGE,METHOD_RETURN_TYPE_CHANGED; ANNOTATION_REMOVED,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\ExtractCommand.java,400,org.semanticweb.owlapi.model.OWLOntologyID.getOntologyIRI(),MethodCallExpr
net.sourceforge.owlapi:owlapi-api,4.5.6,5.1.9,org.semanticweb.owlapi.model.OWLOntologyID,getOntologyIRI,METHOD_CHANGE,METHOD_RETURN_TYPE_CHANGED; ANNOTATION_REMOVED,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\ExtractCommand.java,347,org.semanticweb.owlapi.model.OWLOntologyID.getOntologyIRI(),MethodCallExpr
net.sourceforge.owlapi:owlapi-api,4.5.6,5.1.9,org.semanticweb.owlapi.model.OWLOntologyID,getOntologyIRI,METHOD_CHANGE,METHOD_RETURN_TYPE_CHANGED; ANNOTATION_REMOVED,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\AnnotateCommand.java,372,org.semanticweb.owlapi.model.OWLOntologyID.getOntologyIRI(),MethodCallExpr
net.sourceforge.owlapi:owlapi-api,4.5.6,5.1.9,org.semanticweb.owlapi.model.OWLOntologyID,getOntologyIRI,METHOD_CHANGE,METHOD_RETURN_TYPE_CHANGED; ANNOTATION_REMOVED,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\FilterCommand.java,258,org.semanticweb.owlapi.model.OWLOntologyID.getOntologyIRI(),MethodCallExpr
net.sourceforge.owlapi:owlapi-api,4.5.6,5.1.9,org.semanticweb.owlapi.model.OWLOntologyManager,createOntology,METHOD_CHANGE,METHOD_ADDED_TO_INTERFACE,true,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\FilterCommand.java,264,org.semanticweb.owlapi.model.OWLOntologyManager.createOntology(org.semanticweb.owlapi.model.IRI),MethodCallExpr
net.sourceforge.owlapi:owlapi-api,4.5.6,5.1.9,org.semanticweb.owlapi.model.OWLOntologyID,getOntologyIRI,METHOD_CHANGE,METHOD_RETURN_TYPE_CHANGED; ANNOTATION_REMOVED,false,false,true,2,net.sourceforge.owlapi:org.semanticweb.hermit,1.4.5.456,1.4.5.519,PATCH,C:\Users\tyin363\Documents\repos\ontodev__robot\robot-command\src\main\java\org\obolibrary\robot\RepairCommand.java,123,org.semanticweb.owlapi.model.OWLOntologyID.getOntologyIRI(),MethodCallExpr
