project,submodule,library_name,version_selected,conflicting_version,depth_selected,depth_conflicting,scope_selected,scope_conflicting,conflict_type
neo4j__neo4j-java-driver,driver,org.apache.commons:commons-compress,1.27.1,1.21,2,2,test,test,version_managed
neo4j__neo4j-java-driver,driver,org.testng:testng,7.11.0,7.3.0,2,2,test,test,version_managed
neo4j__neo4j-java-driver,examples,org.apache.commons:commons-compress,1.27.1,1.21,2,2,test,test,version_managed
neo4j__neo4j-java-driver,examples,commons-codec:commons-codec,1.18.0,1.17.1,3,3,test,test,version_managed
neo4j__neo4j-java-driver,examples,org.bouncycastle:bcprov-jdk18on,1.80,"[1.80,1.81",3,3,test ; scope managed from compile),test ; scope managed from compile),version_managed
,,,,,,,,,
,,,,,,,,,
SUBMODULE SUMMARY,Total Unique Dependencies,,,,,,,,
benchkit-backend,22,,,,,,,,
driver,71,,,,,,,,
examples,39,,,,,,,,
testkit-backend,21,,,,,,,,
