project,submodule,library_name,version_selected,conflicting_version,depth_selected,depth_conflicting,scope_selected,scope_conflicting,conflict_type
,,,,,,,,,
,,,,,,,,,
SUBMODULE SUMMARY,Total Unique Dependencies,,,,,,,,
spel-validator-constrain,22,,,,,,,,
spel-validator-core,20,,,,,,,,
spel-validator-jakarta,27,,,,,,,,
spel-validator-javax,27,,,,,,,,
spel-validator-test,21,,,,,,,,
