project,submodule,library_name,version_selected,conflicting_version,depth_selected,depth_conflicting,scope_selected,scope_conflicting,conflict_type
,,,,,,,,,
,,,,,,,,,
SUBMODULE SUMMARY,Total Unique Dependencies,,,,,,,,
cocoatouch,5,,,,,,,,
compiler,23,,,,,,,,
libimobiledevice,5,,,,,,,,
llvm,5,,,,,,,,
objc,2,,,,,,,,
debugger,0,,,,,,,,
ibxcode,19,,,,,,,,
idea,30,,,,,,,,
client,57,,,,,,,,
protocol,4,,,,,,,,
server,6,,,,,,,,
plugin,47,,,,,,,,
surefire,50,,,,,,,,
resolver,38,,,,,,,,
templater,8,,,,,,,,
