library_name,version_selected,conflicting_version,project,conflict_type
com.google.code.gson:gson,2.13.1,2.11.0,1,version_managed
com.google.code.gson:gson,2.13.1,2.10.1,1,version_managed
com.google.code.gson:gson,2.13.1,2.1,1,version_managed
com.google.code.gson:gson,2.13.0,2.8.9,1,version_managed
com.google.code.gson:gson,2.12.1,2.10,1,omitted_conflict
com.google.code.gson:gson,2.11.0,2.9.0,1,version_managed
com.google.code.gson:gson,2.11.0,2.8.6,1,version_managed
com.google.code.gson:gson,2.10.1,2.8.9,1,version_managed
com.google.code.gson:gson,2.10.1,2.8.6,1,version_managed
com.google.code.gson:gson,2.10.1,2.1,1,version_managed
com.google.code.findbugs:jsr305,1.3.9,3.0.2,1,omitted_conflict
com.google.cloud:google-cloud-storage,2.50.0,2.46.0,1,version_managed
com.google.cloud:google-cloud-monitoring,3.61.0,3.52.0,1,version_managed
com.google.cloud:google-cloud-core,2.7.1,2.53.1,1,omitted_conflict
com.google.cloud:google-cloud-core,2.7.1,1.82.0,1,omitted_conflict
com.google.cloud:google-cloud-bigquerystorage,2.14.2,3.12.0,1,omitted_conflict
com.google.auto:auto-common,1.2,1.2.1,1,omitted_conflict
com.google.auto.value:auto-value-annotations,HEAD-SNAPSHOT,1.11.0,1,omitted_conflict
com.google.guava:guava,31.1-jre,25.1-android,1,version_managed
com.google.guava:guava,31.1-jre,28.1-android,1,omitted_conflict
com.google.api.grpc:proto-google-cloud-bigquerystorage-v1beta2,0.138.2,0.184.0,1,omitted_conflict
com.google.protobuf:protobuf-java,3.25.5,3.15.0,1,version_managed
com.google.protobuf:protobuf-java-util,3.20.1,3.25.5,1,omitted_conflict
com.google.protobuf:protobuf-java,3.25.7,3.25.5,1,omitted_conflict
com.google.protobuf:protobuf-java,3.25.7,3.23.2,1,omitted_conflict
com.google.protobuf:protobuf-java,3.25.5,4.28.3,1,version_managed
com.google.protobuf:protobuf-java,3.25.5,3.7.1,1,omitted_conflict
com.google.protobuf:protobuf-java,3.25.5,3.5.1,1,version_managed
com.google.protobuf:protobuf-java,3.25.5,3.3.0,1,omitted_conflict
com.google.protobuf:protobuf-java,3.25.5,3.25.2,1,omitted_conflict
com.google.protobuf:protobuf-java,3.25.5,3.21.9,1,version_managed
com.google.protobuf:protobuf-java,3.25.5,3.21.12,1,omitted_conflict
com.google.protobuf:protobuf-java,3.25.5,3.20.1,1,omitted_conflict
com.google.protobuf:protobuf-java,3.25.5,3.19.2,1,omitted_conflict
com.google.protobuf:protobuf-java,3.25.5,3.11.4,1,omitted_conflict
com.google.guava:guava,31.1-jre,28.2-android,1,omitted_conflict
com.google.protobuf:protobuf-java,3.25.3,3.11.4,1,omitted_conflict
com.google.protobuf:protobuf-java,3.25.3,2.4.1,1,version_managed
com.google.protobuf:protobuf-java,3.22.2,3.8.0,1,version_managed
com.google.protobuf:protobuf-java,3.21.9,3.1.0,1,omitted_conflict
com.google.protobuf:protobuf-java,3.19.4,3.21.9,1,omitted_conflict
com.google.oauth-client:google-oauth-client,1.37.0,1.36.0,1,version_managed
com.google.jsinterop:jsinterop-annotations,2.0.0,1.0.1,1,omitted_conflict
com.google.j2objc:j2objc-annotations,2.8,3.0.0,1,omitted_conflict
com.google.j2objc:j2objc-annotations,1.3,3.0.0,1,omitted_conflict
com.google.inject:guice,5.1.0,6.0.0,1,version_managed
com.google.inject:guice,5.1.0,3.0,1,omitted_conflict
com.google.inject:guice,5.0.1,4.1.0,1,version_managed
com.google.protobuf:protobuf-java-util,3.22.2,3.21.7,1,version_managed
com.google.protobuf:protobuf-java-util,3.25.7,3.25.5,1,omitted_conflict
com.google.protobuf:protobuf-java-util,4.29.4,3.25.5,1,version_managed
com.google.re2j:re2j,1.7,1.3,1,omitted_conflict
com.squareup.okhttp3:okhttp,4.9.3,3.6.0,1,version_managed
com.squareup.okhttp3:okhttp,4.12.0,3.3.1,1,omitted_conflict
com.squareup.okhttp3:okhttp,4.12.0,3.12.13,1,version_managed
com.squareup.okhttp3:okhttp,4.10.0,3.14.9,1,version_managed
com.squareup.okhttp3:okhttp,3.14.9,4.12.0,1,omitted_conflict
com.squareup.okhttp3:okhttp,3.14.9,3.12.13,1,omitted_conflict
com.squareup.okhttp3:logging-interceptor,4.9.3,4.9.1,1,version_managed
com.squareup.okhttp3:logging-interceptor,4.10.0,3.14.9,1,version_managed
com.samskivert:jmustache,1.16,1.15,1,version_managed
com.rabbitmq:amqp-client,5.25.0,5.22.0,1,version_managed
com.rabbitmq:amqp-client,5.21.0,5.19.0,1,version_managed
com.nimbusds:nimbus-jose-jwt,9.37.3,9.8.1,1,version_managed
com.nimbusds:nimbus-jose-jwt,9.37.3,9.40,1,version_managed
com.nimbusds:nimbus-jose-jwt,9.37.3,9.37.2,1,version_managed
com.nimbusds:nimbus-jose-jwt,9.37.2,9.21,1,omitted_conflict
com.netflix.servo:servo-core,0.12.21,0.5.3,1,omitted_conflict
com.netflix.archaius:archaius-core,0.7.12,0.4.1,1,omitted_conflict
com.microsoft.azure:msal4j,1.20.1,1.15.0,1,omitted_conflict
com.mchange:c3p0,0.9.5.4,0.9.5.5,1,omitted_conflict
com.jayway.jsonpath:json-path,2.9.0,2.8.0,1,version_managed
com.h2database:h2,2.2.224,2.1.210,1,version_managed
com.h2database:h2,2.2.220,2.1.210,1,version_managed
com.google.truth:truth,1.4.4,1.1.3,1,omitted_conflict
com.google.truth:truth,1.4.0,1.1.3,1,omitted_conflict
com.google.truth:truth,1.4.0,0.45,1,omitted_conflict
com.google.inject.extensions:guice-assistedinject,5.1.0,3.0,1,omitted_conflict
com.google.http-client:google-http-client-gson,1.41.8,1.46.3,1,omitted_conflict
com.google.http-client:google-http-client-gson,1.41.8,1.45.0,1,omitted_conflict
com.google.guava:guava,33.2.0-jre,31.1-android,1,omitted_conflict
com.google.guava:guava,33.2.0-jre,29.0-android,1,omitted_conflict
com.google.guava:guava,33.0.0-jre,31.1-jre,1,omitted_conflict
com.google.guava:guava,33.0.0-jre,31.0.1-android,1,omitted_conflict
com.google.guava:guava,33.0.0-jre,28.2-android,1,omitted_conflict
com.google.guava:guava,33.0.0-jre,28.1-android,1,omitted_conflict
com.google.guava:guava,33.0.0-jre,14.0.1,1,omitted_conflict
com.google.guava:guava,33.0.0-android,33.4.6-jre,1,omitted_conflict
com.google.guava:guava,33.0.0-android,32.1.1-jre,1,omitted_conflict
com.google.guava:guava,32.1.3-jre,33.2.1-jre,1,version_managed
com.google.guava:guava,32.1.2-jre,32.0.1-jre,1,omitted_conflict
com.google.guava:guava,32.1.2-jre,32.0.0-jre,1,version_managed
com.google.guava:guava,32.1.2-jre,31.1-jre,1,omitted_conflict
com.google.guava:guava,32.1.2-jre,31.0.1-jre,1,version_managed
com.google.guava:guava,32.1.2-jre,30.1.1-jre,1,version_managed
com.google.guava:guava,32.1.2-jre,19.0,1,omitted_conflict
com.google.guava:guava,32.1.2-jre,14.0-rc1,1,omitted_conflict
com.google.guava:guava,32.0.0-jre,"[15.0,",1,version_managed
com.google.guava:guava,32.0.0-jre,32.1.2-jre,1,version_managed
com.google.guava:guava,32.0.0-jre,31.0.1-jre,1,version_managed
com.google.guava:guava,32.0.0-jre,24.1.1-jre,1,version_managed
com.google.guava:guava,32.0.0-jre,19.0,1,version_managed
com.google.guava:guava,31.1-jre,33.4.0-jre,1,omitted_conflict
com.google.guava:guava,31.1-jre,33.3.0-jre,1,omitted_conflict
com.google.guava:guava,31.1-jre,30.1.1-android,1,omitted_conflict
com.google.guava:guava,31.1-jre,30.0-jre,1,omitted_conflict
com.google.guava:guava,33.2.0-jre,30.1.1-android,1,omitted_conflict
com.google.guava:guava,33.2.0-jre,31.1-jre,1,omitted_conflict
com.google.http-client:google-http-client-apache-v2,1.46.3,1.45.2,1,version_managed
com.google.guava:guava,33.3.0-jre,27.0-jre,1,version_managed
com.google.http-client:google-http-client,1.41.8,1.46.3,1,omitted_conflict
com.google.http-client:google-http-client,1.41.8,1.45.0,1,omitted_conflict
com.google.guava:guava,33.4.8-jre,33.2.1-jre,1,version_managed
com.google.guava:guava,33.4.8-jre,32.1.2-jre,1,version_managed
com.google.guava:guava,33.4.8-jre,32.1.1-jre,1,version_managed
com.google.guava:guava,33.4.8-jre,32.0.1-jre,1,omitted_conflict
com.google.guava:guava,33.4.8-jre,32.0.0-jre,1,omitted_conflict
com.google.guava:guava,33.4.8-jre,30.1.1-android,1,omitted_conflict
com.google.guava:guava,33.4.8-jre,30.1-jre,1,omitted_conflict
com.google.guava:guava,33.4.8-jre,22.0,1,omitted_conflict
com.google.guava:guava,33.4.8-jre,19.0,1,version_managed
com.google.guava:guava,33.4.8-jre,16.0,1,version_managed
com.google.guava:guava,33.4.6-jre,33.0.0-android,1,omitted_conflict
com.google.guava:guava,33.4.6-jre,32.1.3-jre,1,omitted_conflict
com.google.guava:guava,33.4.6-jre,32.0.1-jre,1,omitted_conflict
com.google.guava:guava,33.4.6-jre,32.0.0-jre,1,omitted_conflict
com.google.guava:guava,33.4.6-jre,31.1-jre,1,omitted_conflict
com.google.guava:guava,33.4.6-jre,31.0.1-jre,1,omitted_conflict
com.google.guava:guava,33.4.6-jre,30.1-jre,1,omitted_conflict
com.google.guava:guava,33.4.6-jre,19.0,1,omitted_conflict
com.google.guava:guava,33.4.0-jre,33.4.8-jre,1,omitted_conflict
com.google.guava:guava,33.4.0-jre,33.0.0-jre,1,version_managed
com.google.guava:guava,33.4.0-jre,32.1.1-jre,1,omitted_conflict
com.google.guava:guava,33.3.0-jre,32.1.3-jre,1,version_managed
com.google.guava:guava,33.3.0-jre,32.0.0-jre,1,version_managed
com.google.api.grpc:proto-google-cloud-monitoring-v3,3.61.0,3.52.0,1,version_managed
com.google.api.grpc:proto-google-cloud-bigquerystorage-v1beta1,0.138.2,0.184.0,1,omitted_conflict
jakarta.xml.bind:jakarta.xml.bind-api,4.0.2,2.3.3,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.17.2,2.13.2,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.18.3,2.17.1,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.18.3,2.16.1,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.18.3,2.15.4,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.18.3,2.15.3,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.18.3,2.13.4,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.18.3,2.12.2,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.18.2,2.13.2,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.18.2,2.11.0,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.17.2,2.16.1,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.17.2,2.15.2,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.17.2,2.13.5,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.17.2,2.13.4,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.17.0,2.17.2,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.17.0,2.17.2,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.17.0,2.15.4,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.17.0,2.14.1,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.15.2,2.9.10,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.15.2,2.18.2,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.15.2,2.17.2,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.15.2,2.16.0,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.15.2,2.13.4,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.15.2,2.12.7,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.15.2,2.12.5,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.14.3,2.16.1,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.14.3,2.13.5,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.14.2,2.14.0,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.18.3,2.18.2,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.19.0,2.10.3,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.19.0,2.13.5,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.19.0,2.16.1,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.17.0,2.14.1,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.15.2,2.13.4.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.15.0,2.15.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.15.0,2.13.3,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.14.3,2.14.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.14.3,2.13.5,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.14.3,2.11.0,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.14.1,2.17.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.13.5,2.7.7,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.13.5,2.14.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.13.5,2.10.5.1,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.13.5,2.10.4,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.12.7.1,2.9.10.8,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.12.7.1,2.9.10,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.12.7.1,2.18.2,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.12.7.1,2.17.2,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.12.7.1,2.12.5,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.12.7.1,2.12.3,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.12.7.1,2.10.1,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.12.3,2.11.3,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.10.5,2.2.3,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.10.0,2.7.3,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.10.0,2.6.3,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.10.0,2.11.4,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.19.0,2.4.3,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.13.5,2.7.7,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.13.5,2.13.1,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.13.5,2.10.5,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.15.0,2.15.2,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.14.2,2.13.3,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.13.5,2.4.5,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.13.5,2.10.5,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.10.0,2.6.3,1,omitted_conflict
com.fasterxml.jackson.core:jackson-annotations,2.10.0,2.11.4,1,omitted_conflict
com.clearspring.analytics:stream,2.9.8,2.9.6,1,version_managed
com.carrotsearch:hppc,0.9.1,0.7.1,1,version_managed
com.beust:jcommander,1.82,1.72,1,omitted_conflict
com.azure:azure-json,1.5.0,1.4.0,1,omitted_conflict
com.amazonaws:aws-java-sdk-sts,1.12.1,1.12.151,1,omitted_conflict
com.amazonaws:aws-java-sdk-core,1.12.782,1.12.382,1,omitted_conflict
com.amazonaws:aws-java-sdk-core,1.12.782,1.12.1,1,omitted_conflict
com.aliyun.odps:odps-sdk-commons,0.51.11-public,0.52.0-public,1,omitted_conflict
com.alipay.sofa:tracer-core,4.0.2,3.1.6,1,version_managed
com.alipay.sofa.common:sofa-common-tools,2.1.1,1.4.0,1,version_managed
com.alibaba:fastjson,1.2.83,1.2.83_noneautotype,1,version_managed
com.alibaba:fastjson,1.2.83,1.2.78,1,version_managed
com.alibaba:fastjson,1.2.83,1.2.69,1,version_managed
com.alibaba:fastjson,1.2.83,1.2.51,1,version_managed
com.aayushatharva.brotli4j:brotli4j,1.12.0,1.7.1,1,version_managed
cn.hutool:hutool-all,5.8.20,5.8.12,1,version_managed
ch.qos.logback:logback-classic,1.5.18,1.4.14,1,version_managed
ch.qos.logback:logback-classic,1.5.12,1.5.18,1,version_managed
ch.qos.logback:logback-classic,1.5.12,1.3.0,1,version_managed
ch.qos.logback:logback-classic,1.5.12,1.2.7,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.14.3,2.10.3,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.15.2,2.12.7,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.13.5,2.10.4,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.15.2,2.13.4,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.12.3,2.11.3,1,version_managed
com.fasterxml.jackson.core:jackson-core,2.10.0,2.9.6,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.10.0,2.7.3,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.10.0,2.6.3,1,omitted_conflict
com.fasterxml.jackson.core:jackson-core,2.10.0,2.11.4,1,omitted_conflict
com.fasterxml.jackson.core:jackson-annotations,2.19.0,2.4.3,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.19.0,2.10.3,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.18.3,2.17.2,1,omitted_conflict
com.fasterxml.jackson.core:jackson-annotations,2.18.3,2.17.1,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.18.3,2.13.5,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.18.3,2.13.2,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.18.2,2.13.2,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.18.2,2.11.0,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.18.1,2.15.2,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.17.3,2.16.2,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.17.2,2.15.2,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.17.2,2.13.5,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.17.2,2.12.7,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.17.1,2.15.2,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.17.1,2.10.3,1,version_managed
com.fasterxml.jackson.core:jackson-annotations,2.17.0,2.17.2,1,omitted_conflict
com.fasterxml.jackson.core:jackson-annotations,2.17.0,2.14.1,1,omitted_conflict
com.fasterxml.jackson.core:jackson-annotations,2.17.0,2.10.3,1,omitted_conflict
com.fasterxml.jackson.core:jackson-annotations,2.15.2,2.18.2,1,omitted_conflict
com.fasterxml.jackson.core:jackson-annotations,2.15.2,2.16.0,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.17.0,2.15.4,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.17.0,2.18.1,1,omitted_conflict
com.google.api.grpc:proto-google-cloud-bigquerystorage-v1,2.14.2,3.12.0,1,omitted_conflict
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.14.3,2.13.5,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.18.3,2.18.1,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.18.3,2.17.2,1,omitted_conflict
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.18.3,2.17.1,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.18.3,2.15.3,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.18.3,2.15.2,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.18.3,2.14.0,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.18.2,2.13.2,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.18.2,2.12.2,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.18.1,2.18.2,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.17.3,2.15.2,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.17.1,2.15.2,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.15.2,2.13.3,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.14.3,2.11.0,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.17.1,2.11.0,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.14.2,2.13.4,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.14.1,2.17.2,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jdk8,2.18.3,2.16.2,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jdk8,2.18.3,2.15.3,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jdk8,2.18.3,2.13.5,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jdk8,2.18.2,2.13.2,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jdk8,2.18.2,2.12.2,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jdk8,2.14.3,2.13.5,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-jdk8,2.14.1,2.17.2,1,version_managed
com.fasterxml.jackson.datatype:jackson-datatype-guava,2.18.3,2.18.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.19.0,2.15.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.18.3,2.18.1,1,version_managed
com.fasterxml.jackson.jakarta.rs:jackson-jakarta-rs-json-provider,2.18.3,2.16.2,1,version_managed
com.fasterxml.jackson.jakarta.rs:jackson-jakarta-rs-json-provider,2.18.3,2.18.2,1,version_managed
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,2.18.3,2.14.0,1,version_managed
com.fasterxml.jackson.jr:jackson-jr-objects,2.18.3,2.11.0,1,version_managed
com.google.api.grpc:grpc-google-cloud-bigquerystorage-v1beta2,0.138.2,0.184.0,1,omitted_conflict
com.google.api.grpc:grpc-google-cloud-bigquerystorage-v1beta1,0.138.2,0.184.0,1,omitted_conflict
com.google.api.grpc:grpc-google-cloud-bigquerystorage-v1,2.14.2,3.12.0,1,omitted_conflict
com.google.api-client:google-api-client-gson,2.7.2,2.7.1,1,version_managed
com.github.spotbugs:spotbugs-annotations,4.7.3,4.9.1,1,version_managed
com.github.luben:zstd-jni,1.5.0-2,1.5.2-1,1,omitted_conflict
com.github.jsqlparser:jsqlparser,4.6,4.4,1,omitted_conflict
com.github.houbb:heaven,0.2.0,0.1.129,1,omitted_conflict
com.github.docker-java:docker-java-api,3.4.0,3.3.6,1,version_managed
com.github.ben-manes.caffeine:caffeine,2.9.3,2.3.1,1,version_managed
com.fasterxml:classmate,1.5.1,1.3.4,1,version_managed
com.fasterxml.woodstox:woodstox-core,7.1.0,6.4.0,1,version_managed
com.fasterxml.woodstox:woodstox-core,7.0.0,6.5.1,1,version_managed
com.fasterxml.woodstox:woodstox-core,7.0.0,6.4.0,1,omitted_conflict
com.fasterxml.woodstox:woodstox-core,7.0.0,5.4.0,1,version_managed
com.fasterxml.woodstox:woodstox-core,6.2.1,6.4.0,1,omitted_conflict
com.fasterxml.jackson.module:jackson-module-parameter-names,2.18.3,2.18.2,1,version_managed
com.fasterxml.jackson.module:jackson-module-parameter-names,2.18.3,2.15.3,1,version_managed
com.fasterxml.jackson.module:jackson-module-parameter-names,2.18.3,2.13.5,1,version_managed
com.fasterxml.jackson.module:jackson-module-parameter-names,2.14.3,2.13.5,1,version_managed
com.fasterxml.jackson.module:jackson-module-parameter-names,2.14.1,2.17.2,1,version_managed
com.fasterxml.jackson.module:jackson-module-jsonSchema,2.18.3,2.18.2,1,version_managed
com.fasterxml.jackson.module:jackson-module-jsonSchema,2.18.1,2.18.2,1,version_managed
com.fasterxml.jackson.module:jackson-module-jaxb-annotations,2.18.3,2.17.1,1,version_managed
com.fasterxml.jackson.module:jackson-module-blackbird,2.18.3,2.18.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.18.3,2.17.1,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.18.3,2.16.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.18.3,2.15.3,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.19.0,2.17.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.18.3,2.9.7,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.18.3,2.18.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.18.3,2.17.2,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.18.3,2.16.0,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.18.3,2.15.3,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.18.3,2.15.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.18.3,2.13.5,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.18.3,2.13.4.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.18.3,2.13.2.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.18.3,2.10.0,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.18.2,2.13.2.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.18.2,2.12.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.18.2,2.11.0,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.18.1,2.15.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.17.3,2.9.6,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.17.3,2.18.3,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.17.3,2.11.1,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.17.2,2.7.9.7,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.17.2,2.18.1,1,omitted_conflict
com.fasterxml.jackson.core:jackson-databind,2.17.2,2.15.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.17.2,2.13.5,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.17.2,2.13.4.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.17.2,2.13.2.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.17.2,2.12.7.1,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.17.1,2.15.2,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.19.0,2.10.3,1,version_managed
com.fasterxml.jackson.core:jackson-databind,2.19.0,2.4.3,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.18.3,2.14.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-cbor,2.14.3,2.14.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.18.3,2.13.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.18.1,2.15.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.18.1,2.15.0,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.17.3,2.15.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.17.1,2.15.2,1,version_managed
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.15.2,2.13.4,1,version_managed
