Library_Name,Old_Version,New_Version,Class_Name,Member_Name,Change_Type,Description,Binary_Compatible,Source_Compatible,Is_Transitive,Depth,Direct_Parent_Dependency,Direct_Dependency_Old_Version,Direct_Dependency_New_Version,Release_Type,Usage_Location,Usage_Line,Usage_Context,Usage_Type
org.jsoup:jsoup,1.17.2,1.21.2,org.jsoup.select.Elements,org.jsoup.select.Elements,CLASS_CHANGE,METHOD_ABSTRACT_ADDED_IN_IMPLEMENTED_INTERFACE; METHOD_DEFAULT_ADDED_IN_IMPLEMENTED_INTERFACE,true,false,false,1,org.jsoup:jsoup,,,MINOR,C:\Users\tyin363\Documents\repos\jtablesaw__tablesaw\html\src\main\java\tech\tablesaw\io\html\HtmlReader.java,65,org.jsoup.select.Elements,ClassOrInterfaceType
org.jsoup:jsoup,1.17.2,1.21.2,org.jsoup.select.Elements,org.jsoup.select.Elements,CLASS_CHANGE,METHOD_ABSTRACT_ADDED_IN_IMPLEMENTED_INTERFACE; METHOD_DEFAULT_ADDED_IN_IMPLEMENTED_INTERFACE,true,false,false,1,org.jsoup:jsoup,,,MINOR,C:\Users\tyin363\Documents\repos\jtablesaw__tablesaw\html\src\main\java\tech\tablesaw\io\html\HtmlReader.java,66,org.jsoup.select.Elements,ClassOrInterfaceType
org.jsoup:jsoup,1.17.2,1.21.2,org.jsoup.nodes.Element,forEach,METHOD_CHANGE,METHOD_RETURN_TYPE_CHANGED; ANNOTATION_REMOVED,false,false,false,1,org.jsoup:jsoup,,,MINOR,C:\Users\tyin363\Documents\repos\jtablesaw__tablesaw\html\src\main\java\tech\tablesaw\io\html\HtmlReader.java,69,org.jsoup.nodes.Element.text(),MethodReferenceExpr
org.jsoup:jsoup,1.17.2,1.21.2,org.jsoup.select.Elements,org.jsoup.select.Elements,CLASS_CHANGE,METHOD_ABSTRACT_ADDED_IN_IMPLEMENTED_INTERFACE; METHOD_DEFAULT_ADDED_IN_IMPLEMENTED_INTERFACE,true,false,false,1,org.jsoup:jsoup,,,MINOR,C:\Users\tyin363\Documents\repos\jtablesaw__tablesaw\html\src\main\java\tech\tablesaw\io\html\HtmlReader.java,45,org.jsoup.select.Elements,ClassOrInterfaceType
