Library_Name,Old_Version,New_Version,Class_Name,Member_Name,Change_Type,Description,Binary_Compatible,Source_Compatible,Is_Transitive,Depth,Direct_Parent_Dependency,Release_Type,Usage_Location,Usage_Line,Usage_Context,Usage_Type
ch.qos.logback:logback-core,1.2.13,1.3.0,ch.qos.logback.core.joran.conditional.ThenOrElseActionBase,end,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,ch.qos.logback:logback-classic,MINOR,C:\Users\tyin363\Documents\repos\apache__jackrabbit\jackrabbit-jcr2spi\src\main\java\org\apache\jackrabbit\jcr2spi\nodetype\EffectiveNodeTypeImpl.java,623,end,NameExpr
ch.qos.logback:logback-classic,1.2.13,1.3.0,ch.qos.logback.classic.db.names.TableName,values,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,ch.qos.logback:logback-classic,MINOR,C:\Users\tyin363\Documents\repos\apache__jackrabbit\jackrabbit-jcr2spi\src\main\java\org\apache\jackrabbit\jcr2spi\xml\SessionImporter.java,533,values,NameExpr
