Library_Name,Count,Percentage
com.fasterxml.jackson.core:jackson-databind,187600,9.138652750193758
io.grpc:grpc-xds,163175,7.948825493138948
io.prometheus:prometheus-metrics-exposition-formats,130690,6.366367419631248
io.etcd:jetcd-core,98445,4.795600586315696
org.bouncycastle:bcprov-jdk18on,72912,3.551798770373813
com.fasterxml.jackson.core:jackson-core,69412,3.38130151757169
com.tencentcloudapi:tencentcloud-sdk-java,60435,2.944000420884647
com.alibaba.fastjson2:fastjson2,56930,2.7732596005785215
io.quarkus:quarkus-bootstrap-gradle-resolver,46812,2.280376399477986
ch.qos.logback:logback-core,33847,1.6488058615981245
org.junit.jupiter:junit-jupiter-engine,30326,1.4772856252791893
org.apache.kafka:kafka-clients,27932,1.3606655043625375
org.apache.spark:spark-sql_2.10,26685,1.2999197688641815
org.eclipse.jgit:org.eclipse.jgit,25117,1.2235369996088308
io.netty:netty-codec,24654,1.2009826487381496
org.elasticsearch:elasticsearch,24131,1.1755054878194326
com.baomidou:mybatis-plus-extension,23798,1.1592838920528308
org.apache.spark:spark-catalyst_2.10,21651,1.054696005833929
org.yaml:snakeyaml,21011,1.0235193653215406
org.apache.flink:flink-runtime,19284,0.9393911494388936
io.github.bes2008.solution.sqlhelper:sqlhelper-dialect,18325,0.892674902171112
org.bouncycastle:bcprov-jdk15on,17814,0.8677823032620021
ch.qos.logback:logback-classic,17431,0.8491250324553699
org.mybatis:mybatis,15950,0.7769803377696718
io.github.bes2008.solution.langx:langx-java,15532,0.7566180944350184
redis.clients:jedis,15490,0.7545721274013929
io.vertx:vertx-core,15150,0.7380095371291867
org.springframework:spring-expression,13438,0.6546120237585485
org.scala-lang:scala-library,13253,0.6456000261104364
com.google.protobuf:protobuf-java,12406,0.6043396909323229
io.grpc:grpc-core,11227,0.5469064734884079
com.alipay.sdk:alipay-sdk-java,11223,0.5467116194852055
org.junit.platform:junit-platform-commons,11205,0.5458347764707945
io.lettuce:lettuce-core,10907,0.5313181532322139
org.jetbrains.kotlin:kotlin-reflect,10840,0.5280543486785731
org.bouncycastle:bcprov-jdk15to18,9845,0.4795844153819699
org.apache.flink:flink-core,9486,0.4620962685945522
com.google.guava:guava,9481,0.46185270109054916
com.github.jsqlparser:jsqlparser,9472,0.46141427958334374
net.sourceforge.owlapi:owlapi-distribution,9141,0.44529011081834297
org.apache.velocity:velocity-engine-core,9059,0.4412956037526932
org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm,8468,0.4125059247795349
io.projectreactor.netty:reactor-netty-http,8091,0.39414093497770625
org.apache.lucene:lucene-core,7989,0.3891721578960444
com.google.inject:guice,7862,0.3829855432943674
org.fusesource.jansi:jansi,7762,0.3781141932143068
io.opentelemetry.semconv:opentelemetry-semconv,7614,0.370904595095817
io.projectreactor.netty:reactor-netty-core,7567,0.3686150605581885
io.micrometer:micrometer-core,7497,0.36520511550214607
org.testng:testng,7411,0.3610157544332939
org.bouncycastle:bcpkix-jdk15on,7111,0.346401704193112
org.jetbrains.kotlin:kotlin-stdlib,7074,0.3445993046634896
org.apache.sshd:sshd-core,6792,0.33086209743771855
com.baomidou:mybatis-plus-core,6757,0.32915712490969734
io.prometheus:simpleclient,6516,0.31741717121675117
com.alibaba:transmittable-thread-local,6412,0.31235096713348814
org.hibernate:hibernate-entitymanager,6306,0.30718733604862386
org.springframework.cloud:spring-cloud-commons,6129,0.29856504640691656
co.elastic.clients:elasticsearch-java,6083,0.2963242253700886
com.fasterxml.jackson.core:jackson-annotations,6043,0.2943756853380644
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,5967,0.2906734592772183
net.sourceforge.owlapi:owlapi-impl,5925,0.28862749224359285
net.sourceforge.owlapi:owlapi-api,5904,0.28760450872678006
org.bytedeco:openblas,5868,0.28585082269795825
org.apache.camel:camel-endpointdsl,5838,0.2843894176739401
io.netty:netty-transport-native-unix-common,5797,0.28239216414111523
io.jsonwebtoken:jjwt,5438,0.2649040173536975
io.netty:netty-transport-native-epoll,5410,0.26354003933128056
org.codehaus.plexus:plexus-utils,5325,0.259399391763229
org.bytedeco:leptonica,5307,0.2585225487488181
io.quarkus:quarkus-arc,5200,0.2533102041631532
org.apache.kafka:kafka_2.12,5190,0.25282306915514713
ai.timefold.solver:timefold-solver-core,5136,0.2501925401119144
io.netty:netty-transport,5134,0.2500951131103132
org.jboss.weld:weld-core-impl,5108,0.2488285620894974
org.glassfish.jaxb:jaxb-runtime,5010,0.24405463901103797
org.apache.flink:flink-shaded-jackson,5000,0.24356750400303193
io.netty:netty-common,4693,0.22861245925724577
org.apache.camel.springboot:camel-spring-boot,4482,0.21833391058831783
com.nimbusds:nimbus-jose-jwt,4471,0.21779806207951113
com.google.api.grpc:proto-google-common-protos,4318,0.21034489645701837
cn.dev33:sa-token-core,4266,0.20781179441538683
org.apache.pdfbox:pdfbox,4181,0.2036711468473353
com.squareup.okio:okio,4103,0.199871493784888
jakarta.persistence:jakarta.persistence-api,4062,0.19787424025206313
org.apache.dubbo:dubbo,3905,0.19022622062636793
com.google.api.grpc:proto-google-cloud-storage-v2,3901,0.19003136662316553
org.elasticsearch.client:elasticsearch-rest-high-level-client,3781,0.18418574652709274
