Library_Name,Count,Percentage
com.baomidou:mybatis-plus-core,406,9.69205060873717
com.baomidou:mybatis-plus-extension,238,5.6815469085700645
redis.clients:jedis,228,5.442826450226784
io.netty:netty-transport,203,4.846025304368585
io.github.bes2008.solution.sqlhelper:sqlhelper-dialect,199,4.750537121031273
io.grpc:grpc-core,154,3.6762950584865126
com.fasterxml.jackson.core:jackson-databind,145,3.4614466459775604
org.elasticsearch:elasticsearch,144,3.4375746001432326
org.elasticsearch:elasticsearch-x-content,143,3.413702554308904
com.github.jsqlparser:jsqlparser,120,2.86464550011936
io.vertx:vertx-core,109,2.602052995941752
org.apache.lucene:lucene-core,105,2.50656481260444
io.jsonwebtoken:jjwt,88,2.1007400334208643
org.dromara.mica-mqtt:mica-mqtt-client,83,1.9813798042492243
org.jfaster:mango,66,1.5755550250656483
com.github.librepdf:openpdf,66,1.5755550250656483
jakarta.persistence:jakarta.persistence-api,65,1.55168297923132
org.dromara.mica-mqtt:mica-mqtt-common,65,1.55168297923132
org.jsoup:jsoup,64,1.527810933396992
cn.dev33:sa-token-core,63,1.503938887562664
net.java.dev.jna:jna-platform,58,1.3845786583910242
com.baomidou:mybatis-plus-generator,54,1.289090475053712
com.fasterxml.jackson.core:jackson-annotations,52,1.2413463833850562
io.swagger.core.v3:swagger-annotations-jakarta,51,1.2174743375507282
com.alibaba.fastjson2:fastjson2,49,1.169730245882072
org.apache.avro:avro,48,1.1458582000477442
com.baomidou:mybatis-plus-boot-starter,46,1.098114108379088
org.apache.kafka:kafka-clients,46,1.098114108379088
jakarta.enterprise:jakarta.enterprise.cdi-api,41,0.978753879207448
com.baomidou:mybatis-plus-annotation,37,0.883265695870136
org.jline:jline,33,0.7877775125328241
com.oracle.oci.sdk:oci-java-sdk-core,31,0.7400334208641681
io.netty:netty-codec,28,0.668417283361184
org.jboss.resteasy:resteasy-client,28,0.668417283361184
org.reflections:reflections,26,0.6206731916925281
org.apache.iotdb:iotdb-session,26,0.6206731916925281
net.sourceforge.owlapi:owlapi-api,24,0.5729291000238721
org.slf4j:slf4j-api,23,0.549057054189544
com.googlecode.soundlibs:tritonus-share,23,0.549057054189544
com.google.cloud:google-cloud-storage,23,0.549057054189544
org.noear:solon,22,0.5251850083552161
com.amazonaws:aws-java-sdk-s3,22,0.5251850083552161
io.netty:netty-transport-classes-epoll,21,0.501312962520888
com.baomidou:dynamic-datasource-spring-boot-starter,20,0.4774409166865601
org.apache.flink:flink-core,20,0.4774409166865601
io.micrometer:micrometer-core,20,0.4774409166865601
com.github.oshi:oshi-core,19,0.453568870852232
org.apache.poi:poi,18,0.42969682501790407
org.eclipse.transformer:org.eclipse.transformer,17,0.405824779183576
com.fasterxml.jackson.core:jackson-core,17,0.405824779183576
net.portswigger.burp.extensions:montoya-api,16,0.381952733349248
org.apache.flink:flink-streaming-java_2.12,15,0.35808068751492
org.apache.calcite:calcite-core,14,0.334208641680592
commons-cli:commons-cli,13,0.31033659584626405
org.elasticsearch.client:elasticsearch-rest-high-level-client,13,0.31033659584626405
org.apache.commons:commons-pool2,13,0.31033659584626405
org.jooq:jooq,13,0.31033659584626405
commons-io:commons-io,12,0.28646455001193605
org.apache.commons:commons-collections4,12,0.28646455001193605
jakarta.websocket:jakarta.websocket-api,11,0.26259250417760804
org.apache.maven:maven-core,11,0.26259250417760804
net.sourceforge.owlapi:owlapi-distribution,11,0.26259250417760804
io.jsonwebtoken:jjwt-api,11,0.26259250417760804
org.mybatis:mybatis,10,0.23872045834328004
org.mozilla:rhino,10,0.23872045834328004
org.nutz:nutz,9,0.21484841250895204
io.prometheus:prometheus-metrics-exposition-formats,8,0.190976366674624
org.rocksdb:rocksdbjni,8,0.190976366674624
com.antherd:sm-crypto,7,0.167104320840296
net.sourceforge.argparse4j:argparse4j,7,0.167104320840296
io.etcd:jetcd-core,7,0.167104320840296
io.minio:minio,7,0.167104320840296
com.google.guava:guava,7,0.167104320840296
org.apache.hadoop:hadoop-common,7,0.167104320840296
io.github.bes2008.solution.langx:langx-java,6,0.14323227500596802
org.ow2.asm:asm,6,0.14323227500596802
org.apache.spark:spark-sql_2.10,6,0.14323227500596802
me.zhyd.oauth:JustAuth,6,0.14323227500596802
com.googlecode.lanterna:lanterna,6,0.14323227500596802
com.cedarsoftware:json-io,5,0.11936022917164002
org.apache.mina:mina-core,5,0.11936022917164002
us.fatehi:schemacrawler-api,5,0.11936022917164002
org.hswebframework:hsweb-utils,5,0.11936022917164002
io.swagger.core.v3:swagger-annotations,5,0.11936022917164002
com.networknt:json-schema-validator,5,0.11936022917164002
jakarta.servlet:jakarta.servlet-api,5,0.11936022917164002
co.elastic.clients:elasticsearch-java,5,0.11936022917164002
io.greptime:ingester-protocol,5,0.11936022917164002
org.apache.jmeter:ApacheJMeter_jdbc,5,0.11936022917164002
io.opentracing:opentracing-api,4,0.095488183337312
com.mchange:c3p0,4,0.095488183337312
io.prometheus:prometheus-metrics-exposition-textformats,4,0.095488183337312
com.rethinkdb:rethinkdb-driver,4,0.095488183337312
org.apache.flink:flink-runtime,4,0.095488183337312
org.flowable:flowable-variable-service-api,4,0.095488183337312
io.nats:jnats,4,0.095488183337312
com.google.cloud:google-cloud-datastore,4,0.095488183337312
io.grpc:grpc-netty,3,0.07161613750298401
org.yaml:snakeyaml,3,0.07161613750298401
io.modelcontextprotocol.sdk:mcp-spring-webflux,3,0.07161613750298401
net.dv8tion:JDA,3,0.07161613750298401
me.tongfei:progressbar,3,0.07161613750298401
org.apache.maven.shared:maven-dependency-analyzer,3,0.07161613750298401
us.fatehi:schemacrawler,3,0.07161613750298401
net.minidev:json-smart,3,0.07161613750298401
org.bytedeco:javacv,3,0.07161613750298401
com.aliyun:aliyun-java-sdk-core,3,0.07161613750298401
com.google.cloud:google-cloud-pubsublite,3,0.07161613750298401
com.qiniu:qiniu-java-sdk,3,0.07161613750298401
org.apache.maven.resolver:maven-resolver-api,3,0.07161613750298401
org.eclipse.jetty.ee10:jetty-ee10-servlet,2,0.047744091668656
com.baomidou:mybatis-plus-spring-boot-autoconfigure,2,0.047744091668656
org.antlr:antlr4-runtime,2,0.047744091668656
io.methvin:directory-watcher,2,0.047744091668656
org.testng:testng,2,0.047744091668656
com.github.dpaukov:combinatoricslib3,2,0.047744091668656
io.grpc:grpc-protobuf,2,0.047744091668656
org.apache.jena:jena-core,2,0.047744091668656
org.bytedeco:tesseract,2,0.047744091668656
org.apache.kafka:kafka_2.12,2,0.047744091668656
org.apache.maven:maven-project,2,0.047744091668656
org.awaitility:awaitility,2,0.047744091668656
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2,0.047744091668656
org.eclipse.jetty.http2:http2-server,2,0.047744091668656
org.apache.maven:maven-archiver,2,0.047744091668656
org.eclipse.jetty.ee10:jetty-ee10-webapp,2,0.047744091668656
cn.idev.excel:fastexcel,2,0.047744091668656
io.github.classgraph:classgraph,2,0.047744091668656
com.rabbitmq:amqp-client,2,0.047744091668656
org.bouncycastle:bcprov-jdk18on,2,0.047744091668656
de.codecentric:spring-boot-admin-server,2,0.047744091668656
org.noear:solon.web.staticfiles,2,0.047744091668656
com.google.cloud:google-cloud-pubsub,2,0.047744091668656
org.jitsi:org.otr4j,2,0.047744091668656
com.beust:jcommander,2,0.047744091668656
org.keycloak:keycloak-admin-client,2,0.047744091668656
com.aliyun.oss:aliyun-sdk-oss,2,0.047744091668656
org.elasticsearch.client:elasticsearch-rest-client,1,0.023872045834328
com.baomidou:mybatis-plus-spring,1,0.023872045834328
io.netty:netty-common,1,0.023872045834328
org.openjdk.jmh:jmh-core,1,0.023872045834328
org.apache.commons:commons-dbcp2,1,0.023872045834328
javax.sip:jain-sip-ri,1,0.023872045834328
org.scala-lang:scala-library,1,0.023872045834328
io.gatling:gatling-core-java,1,0.023872045834328
org.apache.dubbo:dubbo-rpc-api,1,0.023872045834328
com.google.flogger:flogger,1,0.023872045834328
com.google.genai:google-genai,1,0.023872045834328
org.apache.flink:flink-table-api-java,1,0.023872045834328
jakarta.inject:jakarta.inject-api,1,0.023872045834328
com.github.rvesse:airline,1,0.023872045834328
org.apache.commons:commons-csv,1,0.023872045834328
org.noear:snack3,1,0.023872045834328
org.dromara.warm:warm-flow-core,1,0.023872045834328
org.apache.httpcomponents.client5:httpclient5,1,0.023872045834328
com.fasterxml.jackson.datatype:jackson-datatype-jdk8,1,0.023872045834328
org.apache.spark:spark-catalyst_2.10,1,0.023872045834328
org.springframework.amqp:spring-amqp,1,0.023872045834328
org.seleniumhq.selenium:selenium-firefox-driver,1,0.023872045834328
com.vladsch.flexmark:flexmark-util-sequence,1,0.023872045834328
org.bytedeco:opencv,1,0.023872045834328
org.msgpack:jackson-dataformat-msgpack,1,0.023872045834328
org.glassfish.jersey.connectors:jersey-jetty-connector,1,0.023872045834328
org.mongodb:mongodb-driver-sync,1,0.023872045834328
com.google.inject:guice,1,0.023872045834328
net.openhft:chronicle-queue,1,0.023872045834328
net.kaczmarzyk:specification-arg-resolver,1,0.023872045834328
javax.servlet:javax.servlet-api,1,0.023872045834328
org.apache.jena:jena-arq,1,0.023872045834328
org.eclipse.transformer:org.eclipse.transformer.cli,1,0.023872045834328
io.netty:netty-codec-http2,1,0.023872045834328
