Module,Has_Used_Breaking_Changes,Count
yangzongzhuan__RuoYi-Cloud_ruoyi-auth,No,0
yangzongzhuan__RuoYi-Cloud_ruoyi-common-datascope,No,0
yangzongzhuan__RuoYi-Cloud_ruoyi-common-datasource,No,0
yangzongzhuan__RuoYi-Cloud_ruoyi-common-log,No,0
yangzongzhuan__RuoYi-Cloud_ruoyi-common-redis,No,0
yangzongzhuan__RuoYi-Cloud_ruoyi-common-security,No,0
yangzongzhuan__RuoYi-Cloud_ruoyi-common-sensitive,No,0
yangzongzhuan__RuoYi-Cloud_ruoyi-common-swagger,No,0
yangzongzhuan__RuoYi-Cloud_ruoyi-file,No,0
yangzongzhuan__RuoYi-Cloud_ruoyi-gen,No,0
yangzongzhuan__RuoYi-Cloud_ruoyi-job,No,0
yangzongzhuan__RuoYi-Cloud_ruoyi-monitor,No,0
yangzongzhuan__RuoYi-Cloud_ruoyi-system,No,0
yangzongzhuan__RuoYi-Vue_ruoyi-admin,No,0
yangzongzhuan__RuoYi-Vue_ruoyi-framework,No,0
yangzongzhuan__RuoYi-Vue_ruoyi-generator,No,0
yangzongzhuan__RuoYi-Vue_ruoyi-quartz,No,0
yangzongzhuan__RuoYi-Vue_ruoyi-system,No,0
yegor256__qulice_checkstyle-newlines,No,0
yegor256__qulice_checkstyle-violations,No,0
yegor256__qulice_dependency-not-matches-exclude,No,0
yegor256__qulice_dependency-violations,No,0
yegor256__qulice_dependency-violations-exclude,No,0
yegor256__qulice_hibernate-validator-check,No,0
yegor256__qulice_mod-alpha,No,0
yegor256__qulice_pmd-violations,No,0
yegor256__qulice_qulice-checkstyle,No,0
yegor256__qulice_qulice-pmd,No,0
yegor256__qulice_qulice-spi,No,0
yegor256__s3auth_s3auth-relay,No,0
yegor256__s3auth_s3auth-rest,No,0
yegor256__takes_file-manager,No,0
yegor256__xembly_yegor256__xembly,No,0
yint-tech__sekiro-open_yint-tech__sekiro-open,No,0
youngmonkeys__ezyfox-server_ezyfox-server-boot,No,0
youngmonkeys__ezyfox-server_ezyfox-server-embedded,No,0
youngmonkeys__ezyfox-server_ezyfox-server-nio,No,0
youngmonkeys__ezyfox-server_ezyfox-server-niorunner,No,0
youngmonkeys__ezyfox-server_ezyfox-server-support,No,0
yulichang__mybatis-plus-join_mybatis-plus-join-adapter-base,No,0
yulichang__mybatis-plus-join_mybatis-plus-join-adapter-jsqlparser,No,0
yulichang__mybatis-plus-join_mybatis-plus-join-adapter-jsqlparser-v46,No,0
yulichang__mybatis-plus-join_mybatis-plus-join-adapter-v33x,No,0
zccbbg__wms-ruoyi_ruoyi-admin-wms,No,0
zccbbg__wms-ruoyi_ruoyi-common-core,No,0
zccbbg__wms-ruoyi_ruoyi-common-doc,No,0
zccbbg__wms-ruoyi_ruoyi-common-excel,No,0
zccbbg__wms-ruoyi_ruoyi-common-idempotent,No,0
zccbbg__wms-ruoyi_ruoyi-common-json,No,0
zccbbg__wms-ruoyi_ruoyi-common-log,No,0
zccbbg__wms-ruoyi_ruoyi-common-mail,No,0
zccbbg__wms-ruoyi_ruoyi-common-ratelimiter,No,0
zccbbg__wms-ruoyi_ruoyi-common-security,No,0
zccbbg__wms-ruoyi_ruoyi-common-sensitive,No,0
zccbbg__wms-ruoyi_ruoyi-common-sms,No,0
zccbbg__wms-ruoyi_ruoyi-common-translation,No,0
zccbbg__wms-ruoyi_ruoyi-common-web,No,0
zccbbg__wms-ruoyi_ruoyi-demo,No,0
zccbbg__wms-ruoyi_ruoyi-generator,No,0
zccbbg__wms-ruoyi_ruoyi-system,No,0
zfoo-project__zfoo_boot,No,0
zfoo-project__zfoo_event,No,0
zfoo-project__zfoo_hotswap,No,0
zfoo-project__zfoo_monitor,No,0
zfoo-project__zfoo_orm,No,0
zfoo-project__zfoo_scheduler,No,0
zfoo-project__zfoo_storage,No,0
zuihou__lamp-util_FastDFS_Client,No,0
zuihou__lamp-util_lamp-all-boot,No,0
zuihou__lamp-util_lamp-all-cloud,No,0
zuihou__lamp-util_lamp-annotation,No,0
zuihou__lamp-util_lamp-cache-starter,No,0
zuihou__lamp-util_lamp-captcha-starter,No,0
zuihou__lamp-util_lamp-cloud-starter,No,0
zuihou__lamp-util_lamp-echo-starter,No,0
zuihou__lamp-util_lamp-log-starter,No,0
zuihou__lamp-util_lamp-mq-starter,No,0
zuihou__lamp-util_lamp-mvc,No,0
zuihou__lamp-util_lamp-scan-starter,No,0
zuihou__lamp-util_lamp-swagger2-starter,No,0
zuihou__lamp-util_lamp-uid,No,0
zuihou__lamp-util_lamp-validator-starter,No,0
zuihou__lamp-util_lamp-webmvc,No,0
zuihou__lamp-util_lamp-xss-starter,No,0
zxing__zxing_javase,No,0
zxing__zxing_zxing.appspot.com,No,0
zxing__zxing_zxingorg,No,0
