Library_Name,Old_Version,New_Version,Class_Name,Member_Name,Change_Type,Description,Binary_Compatible,Source_Compatible,Is_Transitive,Depth,Direct_Parent_Dependency,Release_Type,Is_Used_In_Client
org.bouncycastle:bcpkix-jdk15on,1.69,1.70,org.bouncycastle.cert.crmf.AuthenticatorControl,AuthenticatorControl,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED,false,false,false,1,org.bouncycastle:bcpkix-jdk15on,MINOR,false
org.bouncycastle:bcpkix-jdk15on,1.69,1.70,org.bouncycastle.cert.crmf.RegTokenControl,RegTokenControl,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED,false,false,false,1,org.bouncycastle:bcpkix-jdk15on,MINOR,false
com.alibaba:easyexcel,2.2.10,2.2.11,com.alibaba.excel.analysis.v07.handlers.AbstractCellValueTagHandler,setStringValue,METHOD_CHANGE,METHOD_REMOVED,false,false,false,1,com.alibaba:easyexcel,PATCH,false
com.alibaba:easyexcel,2.2.10,2.2.11,com.alibaba.excel.analysis.v07.handlers.CellInlineStringValueTagHandler,com.alibaba.excel.analysis.v07.handlers.CellInlineStringValueTagHandler,CLASS_CHANGE,METHOD_REMOVED_IN_SUPERCLASS,false,false,false,1,com.alibaba:easyexcel,PATCH,false
com.alibaba:easyexcel,2.2.10,2.2.11,com.alibaba.excel.analysis.v07.handlers.CellValueTagHandler,com.alibaba.excel.analysis.v07.handlers.CellValueTagHandler,CLASS_CHANGE,METHOD_REMOVED_IN_SUPERCLASS,false,false,false,1,com.alibaba:easyexcel,PATCH,false
org.bouncycastle:bcutil-jdk15on,1.69,1.70,org.bouncycastle.asn1.cmc.CertificationRequest,getSignature,METHOD_CHANGE,METHOD_RETURN_TYPE_CHANGED,false,false,true,2,org.bouncycastle:bcpkix-jdk15on,MINOR,false
org.bouncycastle:bcutil-jdk15on,1.69,1.70,org.bouncycastle.asn1.cmc.CertificationRequest,getSubjectPublicKey,METHOD_CHANGE,METHOD_RETURN_TYPE_CHANGED,false,false,true,2,org.bouncycastle:bcpkix-jdk15on,MINOR,false
org.bouncycastle:bcutil-jdk15on,1.69,1.70,org.bouncycastle.asn1.cmc.CertificationRequest,CertificationRequest,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED,false,false,true,2,org.bouncycastle:bcpkix-jdk15on,MINOR,false
org.bouncycastle:bcutil-jdk15on,1.69,1.70,org.bouncycastle.asn1.cmc.RevokeRequest,setComment,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,org.bouncycastle:bcpkix-jdk15on,MINOR,false
org.bouncycastle:bcutil-jdk15on,1.69,1.70,org.bouncycastle.asn1.cmc.RevokeRequest,RevokeRequest,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED,false,false,true,2,org.bouncycastle:bcpkix-jdk15on,MINOR,false
