project,submodule,library_name,version_selected,conflicting_version,depth_selected,depth_conflicting,scope_selected,scope_conflicting,conflict_type
,,,,,,,,,
,,,,,,,,,
SUBMODULE SUMMARY,Total Unique Dependencies,,,,,,,,
examples,32,,,,,,,,
basics,18,,,,,,,,
calc,21,,,,,,,,
collect,17,,,,,,,,
data,19,,,,,,,,
loader,25,,,,,,,,
market,24,,,,,,,,
math,19,,,,,,,,
measure,27,,,,,,,,
pricer,26,,,,,,,,
product,19,,,,,,,,
report,25,,,,,,,,
