project,submodule,library_name,version_selected,conflicting_version,depth_selected,depth_conflicting,scope_selected,scope_conflicting,conflict_type
eclipse-milo__milo,client-examples,io.netty:netty-handler,4.1.121.Final,4.1.112.Final,4,4,compile,compile,omitted_conflict
eclipse-milo__milo,client-examples,org.slf4j:slf4j-api,2.0.17,2.0.16,2,5,compile,compile,omitted_conflict
eclipse-milo__milo,server-examples,io.netty:netty-handler,4.1.121.Final,4.1.112.Final,3,4,compile,compile,omitted_conflict
eclipse-milo__milo,server-examples,org.slf4j:slf4j-api,2.0.17,2.0.16,2,5,compile,compile,omitted_conflict
eclipse-milo__milo,dtd-manager,io.netty:netty-handler,4.1.121.Final,4.1.112.Final,3,4,compile,compile,omitted_conflict
eclipse-milo__milo,dtd-manager,org.slf4j:slf4j-api,2.0.17,2.0.16,3,5,compile,compile,omitted_conflict
eclipse-milo__milo,dtd-reader,io.netty:netty-handler,4.1.121.Final,4.1.112.Final,4,4,compile,compile,omitted_conflict
eclipse-milo__milo,dtd-reader,org.slf4j:slf4j-api,2.0.17,2.0.16,4,5,compile,compile,omitted_conflict
eclipse-milo__milo,sdk-client,io.netty:netty-handler,4.1.121.Final,4.1.112.Final,3,3,compile,compile,omitted_conflict
eclipse-milo__milo,sdk-client,org.slf4j:slf4j-api,2.0.17,2.0.16,3,4,compile,compile,omitted_conflict
eclipse-milo__milo,sdk-server,io.netty:netty-handler,4.1.121.Final,4.1.112.Final,2,3,compile,compile,omitted_conflict
eclipse-milo__milo,sdk-server,org.slf4j:slf4j-api,2.0.17,2.0.16,2,4,compile,compile,omitted_conflict
eclipse-milo__milo,encoding-xml,jakarta.xml.bind:jakarta.xml.bind-api,4.0.2,2.3.3,1,2,compile,test,omitted_conflict
eclipse-milo__milo,transport,io.netty:netty-handler,4.1.121.Final,4.1.112.Final,2,2,compile,compile,omitted_conflict
eclipse-milo__milo,transport,org.slf4j:slf4j-api,2.0.17,2.0.16,2,3,compile,compile,omitted_conflict
eclipse-milo__milo,transport-https,io.netty:netty-handler,4.1.121.Final,4.1.112.Final,2,3,compile,compile,omitted_conflict
eclipse-milo__milo,transport-https,org.slf4j:slf4j-api,2.0.17,2.0.16,2,4,compile,compile,omitted_conflict
eclipse-milo__milo,transport-websocket,io.netty:netty-handler,4.1.121.Final,4.1.112.Final,2,3,compile,compile,omitted_conflict
eclipse-milo__milo,transport-websocket,org.slf4j:slf4j-api,2.0.17,2.0.16,2,4,compile,compile,omitted_conflict
,,,,,,,,,
,,,,,,,,,
SUBMODULE SUMMARY,Total Unique Dependencies,,,,,,,,
client-examples,35,,,,,,,,
server-examples,32,,,,,,,,
codec-json,30,,,,,,,,
dtd-core,31,,,,,,,,
dtd-manager,30,,,,,,,,
dtd-reader,40,,,,,,,,
sdk-client,18,,,,,,,,
sdk-core,27,,,,,,,,
sdk-server,30,,,,,,,,
encoding-json,23,,,,,,,,
encoding-xml,29,,,,,,,,
guava-dependencies,5,,,,,,,,
stack-core,22,,,,,,,,
transport,24,,,,,,,,
transport-https,24,,,,,,,,
transport-websocket,24,,,,,,,,
