project,submodule,library_name,version_selected,conflicting_version,depth_selected,depth_conflicting,scope_selected,scope_conflicting,conflict_type
ASSERT-KTH__depclean,depclean-core,org.codehaus.plexus:plexus-utils,4.0.2,3.6.0,1,2,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-core,org.codehaus.plexus:plexus-utils,4.0.2,3.6.0,1,2,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-core,org.codehaus.plexus:plexus-utils,4.0.2,3.6.0,1,2,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-core,org.codehaus.plexus:plexus-utils,4.0.2,3.6.0,1,2,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-core,org.codehaus.plexus:plexus-utils,4.0.2,3.4.1,1,4,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-core,org.codehaus.plexus:plexus-utils,4.0.2,3.6.0,1,2,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-core,org.codehaus.plexus:plexus-utils,4.0.2,3.6.0,1,2,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-core,org.codehaus.plexus:plexus-utils,4.0.2,3.6.0,1,2,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-core,org.codehaus.plexus:plexus-utils,4.0.2,3.6.0,1,2,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-core,org.codehaus.plexus:plexus-component-annotations,2.2.0,2.1.0,1,3,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-core,org.codehaus.plexus:plexus-classworlds,2.9.0,2.6.0,2,3,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-core,org.codehaus.plexus:plexus-utils,4.0.2,3.5.1,1,3,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-core,org.slf4j:slf4j-api,1.7.36,2.0.17,2,2,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.codehaus.plexus:plexus-utils,3.6.0,3.4.1,2,4,compile,provided,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.codehaus.plexus:plexus-component-annotations,2.2.0,2.1.0,2,3,provided,provided,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.codehaus.plexus:plexus-classworlds,2.9.0,2.6.0,2,3,provided,provided,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.codehaus.plexus:plexus-utils,3.6.0,3.5.1,2,3,compile,provided,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.apache.maven:maven-model,3.9.11,3.0-alpha-2,2,2,provided,provided,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.codehaus.plexus:plexus-utils,3.6.0,1.5.6,2,2,compile,provided,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.codehaus.plexus:plexus-interpolation,1.28,1.1,2,2,provided,provided,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.apache.maven:maven-model,3.9.11,3.0-alpha-2,2,2,provided,provided,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.codehaus.plexus:plexus-component-annotations,2.2.0,1.0-beta-3.0.5,2,3,provided,provided,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.codehaus.plexus:plexus-utils,3.6.0,1.4.2,2,4,compile,provided,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.codehaus.plexus:plexus-utils,3.6.0,1.4.5,2,3,compile,provided,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.codehaus.plexus:plexus-classworlds,2.9.0,1.4,2,3,provided,provided,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.apache.maven.resolver:maven-resolver-util,1.9.24,1.4.1,2,2,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,commons-io:commons-io,2.20.0,2.0.1,1,2,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.codehaus.plexus:plexus-utils,3.6.0,1.5.6,2,3,compile,compile,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.apache.maven:maven-model,3.9.11,3.2.5,2,2,provided,test,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.assertj:assertj-core,3.27.4,3.24.2,1,2,compile,test,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.junit.jupiter:junit-jupiter-api,5.13.4,5.10.1,1,2,test,test,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.apache.maven:maven-model,3.9.11,3.2.5,2,2,provided,test,omitted_conflict
ASSERT-KTH__depclean,depclean-maven-plugin,org.slf4j:slf4j-api,1.7.36,2.0.17,2,2,compile,compile,omitted_conflict
,,,,,,,,,
,,,,,,,,,
SUBMODULE SUMMARY,Total Unique Dependencies,,,,,,,,
depclean-core,60,,,,,,,,
basic_spring_maven_project,67,,,,,,,,
depclean-maven-plugin,72,,,,,,,,
all_dependencies_unused,11,,,,,,,,
all_dependencies_used,6,,,,,,,,
debloated_pom_is_correct,6,,,,,,,,
ignored_scopes,11,,,,,,,,
json_should_be_correct,4,,,,,,,,
processor_used,5,,,,,,,,
unused_direct_only,4,,,,,,,,
unused_inherited_exists,15,,,,,,,,
unused_transitive_only,4,,,,,,,,
used_indirectly,3,,,,,,,,
used_java_record,3,,,,,,,,
