project,submodule,library_name,version_selected,conflicting_version,depth_selected,depth_conflicting,scope_selected,scope_conflicting,conflict_type
,,,,,,,,,
,,,,,,,,,
SUBMODULE SUMMARY,Total Unique Dependencies,,,,,,,,
lealone-aose,5,,,,,,,,
lealone-aote,5,,,,,,,,
lealone-client,5,,,,,,,,
lealone-common,3,,,,,,,,
lealone-db,5,,,,,,,,
lealone-main,7,,,,,,,,
lealone-net,4,,,,,,,,
lealone-sci,4,,,,,,,,
lealone-server,6,,,,,,,,
lealone-sql,2,,,,,,,,
