project,submodule,library_name,version_selected,conflicting_version,depth_selected,depth_conflicting,scope_selected,scope_conflicting,conflict_type
,,,,,,,,,
,,,,,,,,,
SUBMODULE SUMMARY,Total Unique Dependencies,,,,,,,,
opennlp-api,8,,,,,,,,
opennlp-cli,24,,,,,,,,
opennlp-formats,22,,,,,,,,
opennlp-dl,21,,,,,,,,
opennlp-ml-bayes,17,,,,,,,,
opennlp-ml-commons,16,,,,,,,,
opennlp-ml-maxent,17,,,,,,,,
opennlp-ml-perceptron,17,,,,,,,,
opennlp-models,18,,,,,,,,
opennlp-runtime,22,,,,,,,,
opennlp-morfologik,25,,,,,,,,
opennlp-uima,21,,,,,,,,
opennlp-tools,26,,,,,,,,
