Library_Name,Old_Version,New_Version,Class_Name,Member_Name,Change_Type,Description,Binary_Compatible,Source_Compatible,Is_Transitive,Depth,Direct_Parent_Dependency,Direct_Dependency_Old_Version,Direct_Dependency_New_Version,Release_Type,Usage_Location,Usage_Line,Usage_Context,Usage_Type
cn.dev33:sa-token-core,1.37.0,1.44.0,cn.dev33.satoken.exception.DisableServiceException,cn.dev33.satoken.exception.DisableServiceException,CLASS_CHANGE,METHOD_REMOVED_IN_SUPERCLASS,false,false,true,2,cn.dev33:sa-token-redis-jackson,1.37.0,1.44.0,MINOR,C:\Users\tyin363\Documents\repos\qifan777__dive-into-spring-ai\src\main\java\io\github\qifan777\knowledge\infrastructure\config\GlobalExceptionAdvice.java,81,cn.dev33.satoken.exception.DisableServiceException,ClassOrInterfaceType
cn.dev33:sa-token-core,1.37.0,1.44.0,cn.dev33.satoken.exception.DisableServiceException,cn.dev33.satoken.exception.DisableServiceException,CLASS_CHANGE,METHOD_REMOVED_IN_SUPERCLASS,false,false,true,2,cn.dev33:sa-token-redis-jackson,1.37.0,1.44.0,MINOR,C:\Users\tyin363\Documents\repos\qifan777__dive-into-spring-ai\src\main\java\io\github\qifan777\knowledge\infrastructure\config\GlobalExceptionAdvice.java,82,cn.dev33.satoken.exception.DisableServiceException,ClassOrInterfaceType
com.fasterxml.jackson.core:jackson-databind,2.15.3,2.19.2,com.fasterxml.jackson.databind.DeserializationContext,DeserializationContext,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED,false,false,true,2,org.springframework.boot:spring-boot-starter-actuator,3.2.1,3.5.6,MINOR,C:\Users\tyin363\Documents\repos\qifan777__dive-into-spring-ai\src\main\java\io\github\qifan777\knowledge\infrastructure\config\PageableConvert.java,39,com.fasterxml.jackson.databind.DeserializationContext,ClassOrInterfaceType
cn.dev33:sa-token-core,1.37.0,1.44.0,cn.dev33.satoken.exception.NotLoginException,cn.dev33.satoken.exception.NotLoginException,CLASS_CHANGE,METHOD_REMOVED_IN_SUPERCLASS,false,false,true,2,cn.dev33:sa-token-redis-jackson,1.37.0,1.44.0,MINOR,C:\Users\tyin363\Documents\repos\qifan777__dive-into-spring-ai\src\main\java\io\github\qifan777\knowledge\infrastructure\config\GlobalExceptionAdvice.java,67,cn.dev33.satoken.exception.NotLoginException,ClassOrInterfaceType
cn.dev33:sa-token-core,1.37.0,1.44.0,cn.dev33.satoken.exception.NotRoleException,cn.dev33.satoken.exception.NotRoleException,CLASS_CHANGE,METHOD_REMOVED_IN_SUPERCLASS,false,false,true,2,cn.dev33:sa-token-redis-jackson,1.37.0,1.44.0,MINOR,C:\Users\tyin363\Documents\repos\qifan777__dive-into-spring-ai\src\main\java\io\github\qifan777\knowledge\infrastructure\config\GlobalExceptionAdvice.java,74,cn.dev33.satoken.exception.NotRoleException,ClassOrInterfaceType
cn.dev33:sa-token-core,1.37.0,1.44.0,cn.dev33.satoken.exception.NotLoginException,cn.dev33.satoken.exception.NotLoginException,CLASS_CHANGE,METHOD_REMOVED_IN_SUPERCLASS,false,false,true,2,cn.dev33:sa-token-redis-jackson,1.37.0,1.44.0,MINOR,C:\Users\tyin363\Documents\repos\qifan777__dive-into-spring-ai\src\main\java\io\github\qifan777\knowledge\infrastructure\config\GlobalExceptionAdvice.java,68,cn.dev33.satoken.exception.NotLoginException,ClassOrInterfaceType
cn.dev33:sa-token-core,1.37.0,1.44.0,cn.dev33.satoken.exception.NotRoleException,cn.dev33.satoken.exception.NotRoleException,CLASS_CHANGE,METHOD_REMOVED_IN_SUPERCLASS,false,false,true,2,cn.dev33:sa-token-redis-jackson,1.37.0,1.44.0,MINOR,C:\Users\tyin363\Documents\repos\qifan777__dive-into-spring-ai\src\main\java\io\github\qifan777\knowledge\infrastructure\config\GlobalExceptionAdvice.java,75,cn.dev33.satoken.exception.NotRoleException,ClassOrInterfaceType
com.fasterxml.jackson.core:jackson-databind,2.15.3,2.19.2,com.fasterxml.jackson.databind.DeserializationContext,DeserializationContext,CONSTRUCTOR_CHANGE,CONSTRUCTOR_REMOVED,false,false,true,2,org.springframework.boot:spring-boot-starter-actuator,3.2.1,3.5.6,MINOR,C:\Users\tyin363\Documents\repos\qifan777__dive-into-spring-ai\src\main\java\io\github\qifan777\knowledge\infrastructure\config\LocalDateTimeConvert.java,38,com.fasterxml.jackson.databind.DeserializationContext,ClassOrInterfaceType
cn.dev33:sa-token-core,1.37.0,1.44.0,cn.dev33.satoken.stp.StpUtil,login,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,cn.dev33:sa-token-spring-boot3-starter,1.37.0,1.44.0,MINOR,C:\Users\tyin363\Documents\repos\qifan777__dive-into-spring-ai\src\main\java\io\github\qifan777\knowledge\user\UserController.java,50,cn.dev33.satoken.stp.StpUtil.login(java.lang.Object),MethodCallExpr
cn.dev33:sa-token-core,1.37.0,1.44.0,cn.dev33.satoken.stp.StpUtil,login,METHOD_CHANGE,METHOD_REMOVED,false,false,true,2,cn.dev33:sa-token-spring-boot3-starter,1.37.0,1.44.0,MINOR,C:\Users\tyin363\Documents\repos\qifan777__dive-into-spring-ai\src\main\java\io\github\qifan777\knowledge\user\UserController.java,36,cn.dev33.satoken.stp.StpUtil.login(java.lang.Object),MethodCallExpr
