Project,Total_Breaking_Changes,Used_Breaking_Changes,Binary_Compatibility_Rate,Source_Compatibility_Rate,Transitive_Changes,Usage_Rate
greenmail-mail-test__greenmail_greenmail-webapp,268,0,0.23880597014925373,0.0,262,0.0
gruelbox__transaction-outbox_transactionoutbox-core,46,0,0.13043478260869565,0.0,2,0.0
gruelbox__transaction-outbox_transactionoutbox-guice,43,0,0.13953488372093023,0.0,2,0.0
gruelbox__transaction-outbox_transactionoutbox-jackson,440,0,0.01818181818181818,0.0,370,0.0
gruelbox__transaction-outbox_transactionoutbox-jooq,2,0,1.0,0.0,0,0.0
gruelbox__transaction-outbox_transactionoutbox-quarkus,1824,0,0.02631578947368421,0.0,1812,0.0
gruelbox__transaction-outbox_transactionoutbox-spring,101,0,0.07920792079207921,0.0,60,0.0
gruelbox__transaction-outbox_transactionoutbox-testing,43,0,0.13953488372093023,0.0,2,0.0
hawtio__hawtio_deployment,2875,0,0.03791304347826087,0.0,2804,0.0
hawtio__hawtio_hawtio-embedded,455,1,0.05274725274725275,0.0,376,0.21978021978021978
hawtio__hawtio_hawtio-log,135,0,0.0,0.0,37,0.0
hawtio__hawtio_hawtio-system,447,0,0.02237136465324385,0.0,430,0.0
hawtio__hawtio_hawtio-test-suite,1732,2,0.03810623556581986,0.0,1524,0.11547344110854503
hawtio__hawtio_jetty-security,196,0,0.05612244897959184,0.0,196,0.0
hawtio__hawtio_quarkus,16283,0,0.15341153350119757,0.0,15999,0.0
hawtio__hawtio_quarkus-keycloak,7969,0,0.1568578240682645,0.0,7793,0.0
hawtio__hawtio_runtime,185,0,0.02702702702702703,0.0,183,0.0
hawtio__hawtio_springboot,7507,0,0.25283069135473557,0.0,7467,0.0
hawtio__hawtio_springboot-authentication,264,0,0.06060606060606061,0.0,264,0.0
hawtio__hawtio_springboot-keycloak,317,0,0.050473186119873815,0.0,317,0.0
hawtio__hawtio_springboot-log4j2,3392,0,0.27299528301886794,0.0,3391,0.0
hawtio__hawtio_springboot-plugin,264,0,0.06060606060606061,0.0,264,0.0
hawtio__hawtio_springboot-security,288,0,0.05555555555555555,0.0,288,0.0
heroku__devcenter-embedded-tomcat_heroku__devcenter-embedded-tomcat,7,0,0.0,0.0,0,0.0
houbb__sensitive-word_houbb__sensitive-word,1255,0,0.07649402390438247,0.0,6,0.0
hprose__hprose-java_Example,12,0,0.75,0.0,0,0.0
hs-web__hsweb-easy-orm_hsweb-easy-orm-core,461,0,0.31670281995661603,0.0,126,0.0
hs-web__hsweb-framework_hsweb-access-logging-aop,172,0,0.5697674418604651,0.0,86,0.0
hs-web__hsweb-framework_hsweb-access-logging-api,74,0,0.17567567567567569,0.0,74,0.0
hs-web__hsweb-framework_hsweb-authorization-api,338,0,0.5414201183431953,0.0,100,0.0
hs-web__hsweb-framework_hsweb-authorization-basic,258,0,0.10852713178294573,0.0,256,0.0
hs-web__hsweb-framework_hsweb-authorization-oauth2,259,0,0.4517374517374517,0.0,88,0.0
hs-web__hsweb-framework_hsweb-commons-api,139,0,0.5611510791366906,0.0,74,0.0
hs-web__hsweb-framework_hsweb-concurrent-cache,409,0,0.20537897310513448,0.0,409,0.0
hs-web__hsweb-framework_hsweb-core,349,1,0.29512893982808025,0.0,136,0.28653295128939826
hs-web__hsweb-framework_hsweb-datasource-api,86,0,0.1511627906976744,0.0,86,0.0
hs-web__hsweb-framework_hsweb-starter,287,0,0.09407665505226481,0.0,178,0.0
hs-web__hsweb-framework_hsweb-system-authorization-api,74,0,0.17567567567567569,0.0,74,0.0
hs-web__hsweb-framework_hsweb-system-authorization-default,411,0,0.2360097323600973,0.0,411,0.0
hs-web__hsweb-framework_hsweb-system-authorization-oauth2,411,0,0.2360097323600973,0.0,411,0.0
hs-web__hsweb-framework_hsweb-system-dictionary,136,0,0.15441176470588236,0.0,136,0.0
hs-web__hsweb-framework_hsweb-system-file,247,0,0.340080971659919,0.0,182,0.0
igniterealtime__Spark_otr,9,1,0.4444444444444444,0.0,0,11.11111111111111
imixs__imixs-workflow_imixs-workflow-core,1863,0,0.07514761137949544,0.0,446,0.0
imixs__imixs-workflow_imixs-workflow-faces,136,0,0.13970588235294118,0.0,39,0.0
imixs__imixs-workflow_imixs-workflow-index-lucene,136,0,0.13970588235294118,0.0,39,0.0
imixs__imixs-workflow_imixs-workflow-index-solr,136,0,0.13970588235294118,0.0,39,0.0
imixs__imixs-workflow_imixs-workflow-jax-rs,136,0,0.13970588235294118,0.0,39,0.0
influxdata__influxdb-java_influxdata__influxdb-java,119,0,0.21008403361344538,0.0,54,0.0
internetarchive__heritrix3_commons,252,0,0.09126984126984126,0.0,244,0.0
internetarchive__heritrix3_contrib,456,5,0.02631578947368421,0.0,133,1.0964912280701753
intoolswetrust__jsignpdf_jsignpdf,1348,7,0.02596439169139466,0.0,1208,0.5192878338278931
intuit__fuzzy-matcher_intuit__fuzzy-matcher,97,0,0.711340206185567,0.0,18,0.0
itwanger__paicoding_paicoding-api,1410,0,0.09432624113475177,0.0,1335,0.0
itwanger__paicoding_paicoding-core,4195,32,0.14421930870083433,0.0,3264,0.7628128724672228
javamelody__javamelody_javamelody-for-spring-boot,220,0,0.031818181818181815,0.0,116,0.0
javamelody__javamelody_javamelody-for-standalone,104,0,0.009615384615384616,0.0,0,0.0
javamelody__javamelody_javamelody-offline-viewer,104,0,0.009615384615384616,0.0,0,0.0
javamelody__javamelody_javamelody-spring-boot-starter,274,0,0.05474452554744526,0.0,274,0.0
jborgers__sonar-pmd_integration-test,122,0,0.00819672131147541,0.0,120,0.0
jborgers__sonar-pmd_sonar-pmd-plugin,242,0,0.008264462809917356,0.0,240,0.0
jcabi__jcabi-aspects_fake-validation,166,0,0.21686746987951808,0.0,46,0.0
jcabi__jcabi-aspects_jcabi__jcabi-aspects,83,0,0.21686746987951808,0.0,23,0.0
jcabi__jcabi-aspects_loggable,202,0,0.19801980198019803,0.0,82,0.0
jcabi__jcabi-aspects_weaving,202,0,0.19801980198019803,0.0,82,0.0
jcabi__jcabi-github_search-repos,584,0,0.11643835616438356,0.0,505,0.0
jcabi__jcabi-ssh_jcabi__jcabi-ssh,1045,0,0.049760765550239235,0.0,1010,0.0
jeequan__jeepay_jeepay-components-mq,3073,1,0.04620891636836967,0.0,3073,0.03254149040026033
jeequan__jeepay_jeepay-components-oss,93,1,0.5698924731182796,0.0,44,1.0752688172043012
jeequan__jeepay_jeepay-core,1921,17,0.18948464341488808,0.0,1376,0.8849557522123894
jeequan__jeepay_jeepay-manager,1712,0,0.21495327102803738,0.0,1168,0.0
jeequan__jeepay_jeepay-merchant,1712,0,0.21495327102803738,0.0,1168,0.0
jeequan__jeepay_jeepay-service,781,0,0.019206145966709345,0.0,780,0.0
jeequan__jeepay_jeepay-z-codegen,1823,36,0.07131102578167856,0.0,1414,1.9747668678003292
jenkinsci__ansicolor-plugin_jenkinsci__ansicolor-plugin,60,0,0.11666666666666667,0.0,60,0.0
jenkinsci__cucumber-reports-plugin_jenkinsci__cucumber-reports-plugin,1,0,1.0,0.0,1,0.0
jenkinsci__generic-webhook-trigger-plugin_jenkinsci__generic-webhook-trigger-plugin,370,0,0.03783783783783784,0.0,370,0.0
jenkinsci__github-plugin_jenkinsci__github-plugin,339,0,0.23008849557522124,0.0,273,0.0
jenkinsci__pipeline-utility-steps-plugin_jenkinsci__pipeline-utility-steps-plugin,347,0,0.08645533141210375,0.0,347,0.0
jenkinsci__slack-plugin_jenkinsci__slack-plugin,15,0,0.0,0.0,15,0.0
jenkinsci__warnings-ng-plugin_ui-tests,104,0,0.009615384615384616,0.0,37,0.0
jenkinsci__workflow-cps-global-lib-plugin_jenkinsci__workflow-cps-global-lib-plugin,45,0,0.15555555555555556,0.0,45,0.0
jetlinks__reactor-ql_jetlinks__reactor-ql,756,42,0.062169312169312166,0.0,110,5.555555555555555
jetlinks__rule-engine_rule-engine-api,13,0,0.0,0.0,0,0.0
jetlinks__rule-engine_rule-engine-cluster,1317,0,0.006074411541381929,0.0,1015,0.0
jetlinks__rule-engine_rule-engine-support,1815,0,0.1371900826446281,0.0,1754,0.0
jiaqi__jmxterm_jiaqi__jmxterm,6385,1,0.0346123727486296,0.0,6172,0.015661707126076743
jobmission__oauth2-server_jobmission__oauth2-server,127,0,0.0,0.0,127,0.0
jolokia__jolokia_kubernetes,255,0,0.058823529411764705,0.0,154,0.0
jolokia__jolokia_osgi,5,0,1.0,0.0,0,0.0
jorabin__KeePassJava2_database,1792,0,0.0027901785714285715,0.0,1792,0.0
jorabin__KeePassJava2_jackson,153,0,0.0392156862745098,0.0,151,0.0
jpmml__jpmml-sparkml_pmml-sparkml,1450,0,0.15379310344827588,0.0,1436,0.0
jpmml__jpmml-sparkml_pmml-sparkml-example,779,0,0.008985879332477536,0.0,765,0.0
jpmml__jpmml-sparkml_pmml-sparkml-lightgbm,12701,1,0.026218407999370127,0.0,765,0.007873395795606645
jpmml__jpmml-sparkml_pmml-sparkml-xgboost,779,0,0.008985879332477536,0.0,765,0.0
jtablesaw__tablesaw_arrow,126,0,0.1746031746031746,0.0,58,0.0
jtablesaw__tablesaw_excel,179,0,0.1340782122905028,0.0,119,0.0
jtablesaw__tablesaw_html,129,2,0.16279069767441862,0.0,23,1.550387596899225
jtablesaw__tablesaw_json,534,0,0.09363295880149813,0.0,402,0.0
jtablesaw__tablesaw_jsplot,193,0,0.10362694300518134,0.0,63,0.0
jtablesaw__tablesaw_saw,193,0,0.10362694300518134,0.0,63,0.0
juejin-wuyang__memberclub_downstream.examples,79,0,0.0759493670886076,0.0,13,0.0
juejin-wuyang__memberclub_eureka.server,8,0,0.125,0.0,8,0.0
juejin-wuyang__memberclub_memberclub.common,105,0,0.3142857142857143,0.0,22,0.0
juejin-wuyang__memberclub_memberclub.domain,2792,0,0.1167621776504298,0.0,2301,0.0
juejin-wuyang__memberclub_memberclub.infrastructure,3128,16,0.057864450127877234,0.0,1852,0.5115089514066496
juejin-wuyang__memberclub_memberclub.starter,985,19,0.009137055837563452,0.0,17,1.9289340101522845
jxlsteam__jxls_jxls,75,0,0.16,0.0,23,0.0
jxlsteam__jxls_jxls-poi,1762,8,0.11975028376844495,0.0,1722,0.4540295119182747
kagkarlsson__db-scheduler_db-scheduler,1242,4,0.06602254428341385,0.0,772,0.322061191626409
kagkarlsson__db-scheduler_db-scheduler-boot-starter,358,0,0.18435754189944134,0.0,333,0.0
kagkarlsson__db-scheduler_features,359,0,0.05013927576601671,0.0,214,0.0
kagkarlsson__db-scheduler_spring-boot-example,201,0,0.18407960199004975,0.0,135,0.0
kanton-bern__hellodata-be_hello-data-base-model,964,0,0.10684647302904564,0.0,870,0.0
kanton-bern__hellodata-be_hello-data-cleanup-logs,953,0,0.09863588667366212,0.0,859,0.0
kanton-bern__hellodata-be_hello-data-cloudbeaver-gateway,1624,0,0.1477832512315271,0.0,1408,0.0
kanton-bern__hellodata-be_hello-data-common,903,0,0.09634551495016612,0.0,809,0.0
kanton-bern__hellodata-be_hello-data-metainfo-model,1104,0,0.09057971014492754,0.0,901,0.0
kanton-bern__hellodata-be_hello-data-nats-spring,1462,3,0.09644322845417237,0.0,1182,0.2051983584131327
kanton-bern__hellodata-be_hello-data-portal-api,11240,4,0.035409252669039146,0.0,10378,0.03558718861209965
kanton-bern__hellodata-be_hello-data-portal-common,1027,0,0.09055501460564752,0.0,933,0.0
kanton-bern__hellodata-be_hello-data-sidecar-airflow,1471,0,0.08021753908905506,0.0,1357,0.0
kanton-bern__hellodata-be_hello-data-sidecar-cloudbeaver,1312,0,0.08460365853658537,0.0,1218,0.0
kanton-bern__hellodata-be_hello-data-sidecar-common,9433,0,0.025760627584013568,0.0,9315,0.0
kanton-bern__hellodata-be_hello-data-sidecar-dbt-docs,1312,0,0.08460365853658537,0.0,1218,0.0
kanton-bern__hellodata-be_hello-data-sidecar-jupyterhub,11665,0,0.05615087869695671,0.0,11375,0.0
kanton-bern__hellodata-be_hello-data-sidecar-portal,1609,0,0.11187072715972654,0.0,1513,0.0
kanton-bern__hellodata-be_hello-data-sidecar-superset,1471,0,0.08021753908905506,0.0,1357,0.0
karatelabs__karate_karate-demo,5687,55,0.277826622120626,0.0,5303,0.9671179883945842
karatelabs__karate_karate-gatling,6625,0,0.03350943396226415,0.0,6361,0.0
karatelabs__karate_karate-junit5,83,0,0.21686746987951808,0.0,23,0.0
karatelabs__karate_karate-playwright,83,0,0.21686746987951808,0.0,23,0.0
karatelabs__karate_karate-robot,15000,26,0.009133333333333334,0.0,14865,0.17333333333333334
karatelabs__karate_payment-consumer,137,2,0.34306569343065696,0.0,22,1.4598540145985401
karatelabs__karate_payment-producer,484,0,0.10330578512396695,0.0,393,0.0
keycloak__keycloak-quickstarts_keycloak-quickstarts-test-helper,502,0,0.04780876494023904,0.0,424,0.0
keycloak__keycloak-quickstarts_rest-authz-resource-server,546,0,0.06776556776556776,0.0,546,0.0
kingston-csj__jforgame_jforgame-codec-protobuf,181,0,0.011049723756906077,0.0,181,0.0
kingston-csj__jforgame_jforgame-commons,263,1,0.053231939163498096,0.0,70,0.38022813688212925
kingston-csj__jforgame_jforgame-demo,1857,5,0.14324178782983307,0.0,1427,0.2692514808831448
kingston-csj__jforgame_jforgame-doctor,13,0,0.0,0.0,0,0.0
kingston-csj__jforgame_jforgame-orm,70,1,0.04285714285714286,0.0,0,1.4285714285714286
kingston-csj__jforgame_jforgame-runtime,12,0,0.6666666666666666,0.0,8,0.0
kingston-csj__jforgame_jforgame-socket-mina,56,1,0.35714285714285715,0.0,0,1.7857142857142856
kingston-csj__jforgame_jforgame-socket-netty,1000,9,0.014,0.0,1000,0.8999999999999999
kingston-csj__jforgame_jforgame-spring-boot-starter-data,628,0,0.34554140127388533,0.0,313,0.0
kishanrajput23__Java-Projects-Collections_Department-Wise Salary Calculation,54,0,0.07407407407407407,0.0,0,0.0
kishanrajput23__Java-Projects-Collections_Guess The Number Game,83,0,0.21686746987951808,0.0,83,0.0
kishanrajput23__Java-Projects-Collections_Guess the number,83,0,0.21686746987951808,0.0,83,0.0
kishanrajput23__Java-Projects-Collections_blog-api-com,29,0,0.7586206896551724,0.0,29,0.0
kishanrajput23__Java-Projects-Collections_kishanrajput23__Java-Projects-Collections,4,0,0.5,0.0,0,0.0
kubernetes-client__java_admissionreview,3,0,0.0,0.0,0,0.0
kubernetes-client__java_examples-release-17,125,0,0.016,0.0,125,0.0
kubernetes-client__java_examples-release-18,2,0,1.0,0.0,2,0.0
kubernetes-client__java_examples-release-19,1796,0,0.05289532293986637,0.0,1796,0.0
kubernetes-client__java_examples-release-20,39,0,0.6666666666666666,0.0,39,0.0
kubernetes-client__java_examples-release-latest,84,0,0.11904761904761904,0.0,84,0.0
kubernetes-client__java_extended,15,0,0.0,0.0,15,0.0
kubernetes-client__java_fluent-gen,11,0,0.0,0.0,6,0.0
kumuluz__kumuluzee_common,2129,0,0.04462188821042743,0.0,2061,0.0
kumuluz__kumuluzee_hibernate,31,0,0.0,0.0,0,0.0
kumuluz__kumuluzee_hibernate-validator,236,0,0.1228813559322034,0.0,205,0.0
kumuluz__kumuluzee_jersey,757,1,0.26948480845442535,0.0,742,0.13210039630118892
kumuluz__kumuluzee_jetty,453,2,0.2052980132450331,0.0,440,0.44150110375275936
kumuluz__kumuluzee_maven-plugin,663,0,0.3559577677224736,0.0,261,0.0
kumuluz__kumuluzee_narayana,6,0,1.0,0.0,6,0.0
kumuluz__kumuluzee_weld,29,0,0.0,0.0,0,0.0
kumuluz__kumuluzee_yasson,33,0,0.06060606060606061,0.0,16,0.0
laigeoffer__pmhub_pmhub-admin,239,0,0.2175732217573222,0.0,141,0.0
laigeoffer__pmhub_pmhub-auth,8464,0,0.05056710775047259,0.0,8301,0.0
laigeoffer__pmhub_pmhub-base-datasource,117,0,0.0,0.0,116,0.0
laigeoffer__pmhub_pmhub-base-notice,4514,6,0.12826761187416924,0.0,3776,0.1329198050509526
laigeoffer__pmhub_pmhub-base-security,735,0,0.3129251700680272,0.0,735,0.0
laigeoffer__pmhub_pmhub-framework,525,1,0.6114285714285714,0.0,503,0.19047619047619047
laigeoffer__pmhub_pmhub-gateway,11103,0,0.0516977393497253,0.0,10940,0.0
laigeoffer__pmhub_pmhub-gen,9558,0,0.05314919439213225,0.0,9178,0.0
laigeoffer__pmhub_pmhub-generator,2140,0,0.06775700934579439,0.0,1735,0.0
laigeoffer__pmhub_pmhub-job,8464,0,0.05056710775047259,0.0,8301,0.0
laigeoffer__pmhub_pmhub-monitor,8464,0,0.05056710775047259,0.0,8301,0.0
laigeoffer__pmhub_pmhub-oa,4654,9,0.15019338203695745,0.0,3779,0.19338203695745596
laigeoffer__pmhub_pmhub-project,8464,0,0.05056710775047259,0.0,8301,0.0
laigeoffer__pmhub_pmhub-system,8464,0,0.05056710775047259,0.0,8301,0.0
laigeoffer__pmhub_pmhub-workflow,8920,2,0.08565022421524664,0.0,8757,0.02242152466367713
laowenruo__Spring-Blog_laowenruo__Spring-Blog,673,1,0.34175334323922735,0.0,661,0.1485884101040119
lets-mica__mica_mica-activerecord,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-caffeine,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-captcha,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-holidays,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-http,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-ip2region,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-jetcache,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-jobs,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-laytpl,70,0,0.11428571428571428,0.0,43,0.0
lets-mica__mica_mica-lite,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-logging,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-metrics,48,0,0.16666666666666666,0.0,46,0.0
lets-mica__mica_mica-mongo,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-openapi,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-prometheus,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-qrcode,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-redis,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-spider,45,0,0.15555555555555556,0.0,43,0.0
lets-mica__mica_mica-xss,45,0,0.15555555555555556,0.0,43,0.0
librespot-org__librespot-java_api,74,0,0.17567567567567569,0.0,74,0.0
librespot-org__librespot-java_dacp,74,0,0.17567567567567569,0.0,74,0.0
librespot-org__librespot-java_decoder-api,74,0,0.17567567567567569,0.0,74,0.0
librespot-org__librespot-java_player,96,0,0.2604166666666667,0.0,96,0.0
librespot-org__librespot-java_sink,74,0,0.17567567567567569,0.0,74,0.0
librespot-org__librespot-java_sink-api,74,0,0.17567567567567569,0.0,74,0.0
lilishop__lilishop_admin,2617,0,0.15666794038975926,0.0,2597,0.0
lilishop__lilishop_im-api,555,0,0.2774774774774775,0.0,555,0.0
linpeilie__mapstruct-plus_mapstruct-plus-object-convert,9,0,0.0,0.0,0,0.0
linpeilie__mapstruct-plus_quick-start,86,0,0.22093023255813954,0.0,86,0.0
linpeilie__mapstruct-plus_spring-boot,16,0,0.75,0.0,16,0.0
linpeilie__mapstruct-plus_spring-boot-3,730,0,0.17123287671232876,0.0,730,0.0
linpeilie__mapstruct-plus_spring-boot-with-lombok,16,0,0.75,0.0,16,0.0
linyimin0812__spring-startup-analyzer_spring-async-bean-core,29,0,0.0,0.0,0,0.0
linyimin0812__spring-startup-analyzer_spring-async-bean-starter,2,0,0.0,0.0,0,0.0
linyimin0812__spring-startup-analyzer_spring-profiler-api,5,0,0.4,0.0,0,0.0
linyimin0812__spring-startup-analyzer_spring-profiler-common,34,0,0.058823529411764705,0.0,0,0.0
linyimin0812__spring-startup-analyzer_spring-profiler-core,176,0,0.09090909090909091,0.0,133,0.0
linyimin0812__spring-startup-analyzer_spring-profiler-extension,43,0,0.2558139534883721,0.0,0,0.0
linyimin0812__spring-startup-analyzer_spring-startup-cli,122,2,0.09836065573770492,0.0,122,1.639344262295082
liquibase__liquibase-hibernate_liquibase__liquibase-hibernate,240,1,0.525,0.0,124,0.4166666666666667
lukas-krecan__JsonUnit_json-unit-assertj,101,0,0.0297029702970297,0.0,37,0.0
lukas-krecan__JsonUnit_json-unit-core,101,0,0.0,0.0,37,0.0
lukas-krecan__JsonUnit_json-unit-spring,144,0,0.10416666666666667,0.0,40,0.0
lukas-krecan__JsonUnit_test-base,104,0,0.028846153846153848,0.0,37,0.0
lyrric__seckill_lyrric__seckill,13,0,1.0,0.0,0,0.0
mabe02__lanterna_native-integration,86,1,0.4186046511627907,0.0,0,1.1627906976744187
makunet__maku-boot_maku-boot-api,111,0,0.05405405405405406,0.0,111,0.0
makunet__maku-boot_maku-boot-system,37598,2,0.008883451247406776,0.0,5539,0.005319431884674717
makunet__maku-boot_maku-framework,3524,9,0.04199772985244041,0.0,1656,0.25539160045402953
makunet__maku-boot_maku-module-iot,54,0,0.24074074074074073,0.0,54,0.0
makunet__maku-boot_maku-module-monitor,31,0,0.6451612903225806,0.0,18,0.0
makunet__maku-boot_maku-module-websocket,111,0,0.05405405405405406,0.0,111,0.0
makunet__maku-boot_maku-server,48,0,0.14583333333333334,0.0,48,0.0
martinpaljak__GlobalPlatformPro_library,1554,0,0.0006435006435006435,0.0,1554,0.0
martinpaljak__GlobalPlatformPro_pace,1554,0,0.0006435006435006435,0.0,1554,0.0
martinpaljak__GlobalPlatformPro_tool,112,0,0.026785714285714284,0.0,110,0.0
microprofile__microprofile_maven-build-plugin,177,0,0.1807909604519774,0.0,166,0.0
microsoft__gctoolkit_IT,43,0,0.13953488372093023,0.0,2,0.0
microsoft__gctoolkit_api,43,0,0.13953488372093023,0.0,2,0.0
microsoft__gctoolkit_sample,43,0,0.13953488372093023,0.0,2,0.0
microsoft__gctoolkit_vertx,2492,12,0.03531300160513644,0.0,214,0.4815409309791332
microsoft__playwright-java_api-generator,51,0,0.0196078431372549,0.0,0,0.0
microsoft__playwright-java_driver,43,0,0.13953488372093023,0.0,2,0.0
microsoft__playwright-java_driver-bundle,43,0,0.13953488372093023,0.0,2,0.0
microsoft__playwright-java_test-spring-boot-starter,271,0,0.02214022140221402,0.0,271,0.0
modelcontextprotocol__java-sdk_mcp-test,223,0,0.04932735426008968,0.0,42,0.0
moditect__moditect_core,26,6,0.19230769230769232,0.0,25,23.076923076923077
moditect__moditect_maven-plugin,6,0,0.3333333333333333,0.0,4,0.0
moditect__moditect_vert.x,1923,24,0.20904836193447737,0.0,429,1.24804992199688
mojohaus__versions_versions-common,1492,3,0.06501340482573727,0.0,1469,0.20107238605898123
mojohaus__versions_versions-enforcer,1350,2,0.06296296296296296,0.0,1334,0.14814814814814814
mojohaus__versions_versions-test,1091,0,0.06599450045829514,0.0,1075,0.0
mongojack__mongojack_mongojack__mongojack,776,7,0.25257731958762886,0.0,422,0.902061855670103
moquette-io__moquette_embedding_moquette,114,0,0.20175438596491227,0.0,22,0.0
moquette-io__moquette_metrics_prometheus,8160,0,0.003431372549019608,0.0,8068,0.0
moyangzhan__langchain4j-aideepin_adi-admin,2994,0,0.18537074148296592,0.0,2701,0.0
moyangzhan__langchain4j-aideepin_adi-bootstrap,2994,0,0.18537074148296592,0.0,2701,0.0
moyangzhan__langchain4j-aideepin_adi-chat,2994,0,0.18537074148296592,0.0,2701,0.0
mr-m0nst3r__Burpy_mr-m0nst3r__Burpy,11,0,0.8181818181818182,0.0,0,0.0
mwilliamson__java-mammoth_mwilliamson__java-mammoth,85,0,0.2235294117647059,0.0,20,0.0
mybatis-mapper__mapper_activerecord,5,0,1.0,0.0,5,0.0
mybatis-mapper__mapper_jakarta-jpa,122,0,1.0,0.0,0,0.0
mybatis-mapper__mapper_mapper,227,0,0.13215859030837004,0.0,227,0.0
mybatis-mapper__mapper_service,5,0,1.0,0.0,5,0.0
mybatis__jpetstore-6_mybatis__jpetstore-6,76,0,0.013157894736842105,0.0,76,0.0
mybatis__migrations_mybatis__migrations,25,0,0.04,0.0,0,0.0
naturalprogrammer__spring-lemon_lemon-demo-jpa,5,0,1.0,0.0,5,0.0
naturalprogrammer__spring-lemon_lemon-demo-reactive,18,0,0.2777777777777778,0.0,5,0.0
naturalprogrammer__spring-lemon_spring-lemon-commons,1151,0,0.01737619461337967,0.0,1151,0.0
naturalprogrammer__spring-lemon_spring-lemon-commons-jpa,10,0,1.0,0.0,10,0.0
naturalprogrammer__spring-lemon_spring-lemon-commons-mongo,23,0,0.43478260869565216,0.0,10,0.0
naturalprogrammer__spring-lemon_spring-lemon-commons-reactive,29,0,0.5172413793103449,0.0,16,0.0
naturalprogrammer__spring-lemon_spring-lemon-commons-web,16,0,0.75,0.0,16,0.0
naturalprogrammer__spring-lemon_spring-lemon-exceptions,25,0,0.88,0.0,13,0.0
naturalprogrammer__spring-lemon_spring-lemon-jpa,5,0,1.0,0.0,5,0.0
naturalprogrammer__spring-lemon_spring-lemon-reactive,18,0,0.2777777777777778,0.0,5,0.0
nitrite__nitrite-java_nitrite-jackson-mapper,220,2,0.01818181818181818,0.0,150,0.9090909090909091
nitrite__nitrite-java_nitrite-rocksdb-adapter,110,0,0.01818181818181818,0.0,40,0.0
nitrite__nitrite-java_nitrite-spatial,110,0,0.01818181818181818,0.0,40,0.0
nitrite__nitrite-java_nitrite-support,110,1,0.01818181818181818,0.0,40,0.9090909090909091
novicezk__midjourney-proxy_novicezk__midjourney-proxy,309,0,0.038834951456310676,0.0,300,0.0
nutzam__nutz_nutzdemo,326,24,0.5153374233128835,0.0,0,7.361963190184049
obsidiandynamics__kafdrop_obsidiandynamics__kafdrop,68,0,0.058823529411764705,0.0,68,0.0
ofdrw__ofdrw_ofdrw-font,1,0,1.0,0.0,0,0.0
ofdrw__ofdrw_ofdrw-full,1,0,1.0,0.0,0,0.0
ofdrw__ofdrw_ofdrw-pkg,1,0,1.0,0.0,0,0.0
ofdrw__ofdrw_ofdrw-reader,42,0,0.30952380952380953,0.0,2,0.0
okta__okta-spring-boot_common-reactive,281,0,0.046263345195729534,0.0,219,0.0
okta__okta-spring-boot_common-servlet,289,0,0.04498269896193772,0.0,227,0.0
okta__okta-spring-boot_config-server,3493,0,0.4503292298883481,0.0,3486,0.0
okta__okta-spring-boot_hosted-login-code-flow,574,0,0.059233449477351915,0.0,574,0.0
okta__okta-spring-boot_oauth2,225,0,0.057777777777777775,0.0,223,0.0
okta__okta-spring-boot_redirect-code-flow,526,0,0.058935361216730035,0.0,526,0.0
okta__okta-spring-boot_siw-jquery,526,0,0.058935361216730035,0.0,526,0.0
okta__okta-spring-boot_webflux-resource-server,146,0,0.06164383561643835,0.0,146,0.0
ontodev__robot_robot-command,8471,38,0.13646558847833787,0.0,8256,0.4485893046865777
ontodev__robot_robot-maven-plugin,8631,0,0.1367164870814506,0.0,8422,0.0
ontodev__robot_robot-mock-plugin,8464,7,0.1357514177693762,0.0,8256,0.08270321361058601
ontop__ontop_all,639,0,0.09076682316118936,0.0,375,0.0
ontop__ontop_cli,679,6,0.1134020618556701,0.0,44,0.8836524300441826
ontop__ontop_core,2817,0,0.08200212992545261,0.0,1380,0.0
ontop__ontop_endpoint,29,0,0.0,0.0,0,0.0
ontop__ontop_endpoint-core,29,0,0.0,0.0,0,0.0
ontop__ontop_kg-query,72,0,0.06944444444444445,0.0,0,0.0
ontop__ontop_native,5,0,0.2,0.0,0,0.0
ontop__ontop_obda,10,0,0.2,0.0,5,0.0
ontop__ontop_optimization,534,0,0.07116104868913857,0.0,270,0.0
