Project,Total_Breaking_Changes,Used_Breaking_Changes,Binary_Compatibility_Rate,Source_Compatibility_Rate,Transitive_Changes,Usage_Rate
alibaba__transmittable-thread-local_ttl2-compatible,1575,0,0.08190476190476191,0.0,1454,0.0
alibaba__transmittable-thread-local_vertx3-ttl-integration,4358,0,0.08260670032124828,0.0,2890,0.0
alibaba__transmittable-thread-local_vertx4-ttl-integration,7459,0,0.06234079635339858,0.0,5071,0.0
apache__commons-cli_apache__commons-cli,1,0,0.0,0.0,1,0.0
apache__commons-csv_apache__commons-csv,1,0,0.0,0.0,1,0.0
apache__commons-dbutils_apache__commons-dbutils,1,0,0.0,0.0,1,0.0
apache__commons-fileupload_commons-fileupload2-core,1,0,0.0,0.0,1,0.0
apache__commons-fileupload_commons-fileupload2-jakarta-servlet5,1,0,0.0,0.0,1,0.0
apache__commons-fileupload_commons-fileupload2-jakarta-servlet6,3,0,0.3333333333333333,0.0,1,0.0
apache__commons-fileupload_commons-fileupload2-javax,1,0,0.0,0.0,1,0.0
apache__commons-fileupload_commons-fileupload2-portlet,1,0,0.0,0.0,1,0.0
apache__commons-vfs_commons-vfs2-ant,2,0,0.0,0.0,2,0.0
apache__commons-vfs_commons-vfs2-hdfs,2,0,0.0,0.0,2,0.0
apache__commons-vfs_commons-vfs2-jackrabbit1,58,0,0.034482758620689655,0.0,14,0.0
apache__commons-vfs_commons-vfs2-jackrabbit2,44,0,0.5227272727272727,0.0,34,0.0
apache__commons-vfs_commons-vfs2-sandbox,2,0,0.0,0.0,2,0.0
apache__curator_curator-client,54,0,0.0,0.0,0,0.0
apache__curator_curator-examples,201,0,0.029850746268656716,0.0,42,0.0
apache__curator_curator-test,50,0,0.0,0.0,0,0.0
apache__curator_curator-x-async,201,0,0.029850746268656716,0.0,42,0.0
apache__curator_curator-x-discovery,201,0,0.029850746268656716,0.0,42,0.0
apache__curator_curator-x-discovery-server,81,0,0.037037037037037035,0.0,0,0.0
apache__flink-kubernetes-operator_autoscaling,14,0,0.2857142857142857,0.0,13,0.0
apache__flink-kubernetes-operator_flink-autoscaler,19,0,0.21052631578947367,0.0,13,0.0
apache__flink-kubernetes-operator_flink-autoscaler-plugin-jdbc,19,0,0.21052631578947367,0.0,13,0.0
apache__flink-kubernetes-operator_flink-autoscaler-standalone,13,0,0.3076923076923077,0.0,7,0.0
apache__flink-kubernetes-operator_flink-kubernetes-docs,63,0,0.047619047619047616,0.0,0,0.0
apache__flink-kubernetes-operator_flink-kubernetes-operator-api,136,0,0.16176470588235295,0.0,117,0.0
apache__flink-kubernetes-operator_flink-kubernetes-standalone,7,0,0.2857142857142857,0.0,7,0.0
apache__flink-kubernetes-operator_flink-kubernetes-webhook,310,0,0.03870967741935484,0.0,310,0.0
apache__flink-kubernetes-operator_flink-sql-runner-example,7,0,0.2857142857142857,0.0,6,0.0
apache__helix_distributed-lock-manager,6,0,0.0,0.0,0,0.0
apache__helix_helix-agent,6,0,0.0,0.0,0,0.0
apache__helix_helix-common,6,0,0.0,0.0,0,0.0
apache__helix_helix-rest,1561,59,0.3203074951953876,0.0,1078,3.779628443305574
apache__helix_helix-view-aggregator,612,1,0.4215686274509804,0.0,100,0.16339869281045752
apache__helix_meta-client,4,0,1.0,0.0,0,0.0
apache__helix_metadata-store-directory-common,536,0,0.38619402985074625,0.0,100,0.0
apache__helix_metrics-common,7,0,0.14285714285714285,0.0,0,0.0
apache__helix_rabbitmq-consumer-group,363,0,0.12121212121212122,0.0,316,0.0
apache__helix_rsync-replicated-file-system,48,0,0.375,0.0,0,0.0
apache__helix_service-discovery,6,0,0.0,0.0,0,0.0
apache__helix_task-execution,461,8,0.41865509761388287,0.0,0,1.735357917570499
apache__hertzbeat_hertzbeat-base,49,0,0.14285714285714285,0.0,49,0.0
apache__hertzbeat_hertzbeat-collector-collector,8394,0,0.003454848701453419,0.0,8394,0.0
apache__hertzbeat_hertzbeat-collector-common,769,0,0.05721716514954486,0.0,688,0.0
apache__hertzbeat_hertzbeat-collector-kafka,49,0,0.14285714285714285,0.0,49,0.0
apache__hertzbeat_hertzbeat-collector-mongodb,71,0,0.39436619718309857,0.0,49,0.0
apache__hertzbeat_hertzbeat-collector-nebulagraph,251,0,0.250996015936255,0.0,49,0.0
apache__hertzbeat_hertzbeat-collector-rocketmq,132,0,0.09848484848484848,0.0,129,0.0
apache__hertzbeat_hertzbeat-grafana,196,0,0.08673469387755102,0.0,196,0.0
apache__hertzbeat_hertzbeat-mcp,49,0,0.14285714285714285,0.0,49,0.0
apache__hertzbeat_hertzbeat-otel,495,0,0.050505050505050504,0.0,495,0.0
apache__hertzbeat_hertzbeat-plugin,49,0,0.14285714285714285,0.0,49,0.0
apache__hertzbeat_hertzbeat-push,302,0,0.076158940397351,0.0,302,0.0
apache__hertzbeat_hertzbeat-remoting,1065,24,0.01784037558685446,0.0,1065,2.2535211267605635
apache__hertzbeat_hertzbeat-template-hub,852,0,0.09154929577464789,0.0,775,0.0
apache__hertzbeat_hertzbeat-warehouse,1138,4,0.2688927943760984,0.0,706,0.35149384885764495
apache__incubator-kie-optaplanner_deployment,5997,0,0.040186760046690015,0.0,5849,0.0
apache__incubator-kie-optaplanner_devui-integration-test,3762,0,0.02658160552897395,0.0,3661,0.0
apache__incubator-kie-optaplanner_drl-integration-test,2005,0,0.02144638403990025,0.0,1839,0.0
apache__incubator-kie-optaplanner_integration-test,8507,0,0.02198189726107911,0.0,7843,0.0
apache__incubator-kie-optaplanner_optaplanner-constraint-drl,43,0,0.13953488372093023,0.0,2,0.0
apache__incubator-kie-optaplanner_optaplanner-constraint-streams-common,44,0,0.1590909090909091,0.0,2,0.0
apache__incubator-kie-optaplanner_optaplanner-constraint-streams-drools,44,0,0.1590909090909091,0.0,2,0.0
apache__incubator-kie-optaplanner_optaplanner-persistence-jackson,236,0,0.0635593220338983,0.0,44,0.0
apache__incubator-kie-optaplanner_optaplanner-persistence-jaxb,43,0,0.13953488372093023,0.0,2,0.0
apache__incubator-kie-optaplanner_optaplanner-persistence-jpa,165,0,0.7757575757575758,0.0,2,0.0
apache__incubator-kie-optaplanner_optaplanner-persistence-jsonb,43,0,0.13953488372093023,0.0,2,0.0
apache__incubator-kie-optaplanner_optaplanner-persistence-xstream,45,0,0.13333333333333333,0.0,3,0.0
apache__incubator-kie-optaplanner_optaplanner-spring-boot-autoconfigure,197,0,0.07106598984771574,0.0,44,0.0
apache__incubator-kie-optaplanner_reflection-integration-test,2005,0,0.02144638403990025,0.0,1839,0.0
apache__incubator-kie-optaplanner_runtime,717,0,0.026499302649930265,0.0,448,0.0
apache__jackrabbit_base,142,0,0.09154929577464789,0.0,12,0.0
apache__jackrabbit_jackrabbit-aws-ext,14,0,0.0,0.0,14,0.0
apache__jackrabbit_jackrabbit-data,3,0,1.0,0.0,0,0.0
apache__jackrabbit_jackrabbit-standalone-components,2,0,1.0,0.0,0,0.0
apache__jackrabbit_jackrabbit-webapp,875,0,0.019428571428571427,0.0,397,0.0
apache__mina-sshd_sshd-benchmarks,5190,0,0.007514450867052023,0.0,3373,0.0
apache__mina-sshd_sshd-cli,524,0,0.06870229007633588,0.0,265,0.0
apache__mina-sshd_sshd-contrib,524,0,0.06870229007633588,0.0,265,0.0
apache__mina-sshd_sshd-git,6744,0,0.005931198102016607,0.0,4926,0.0
apache__mina-sshd_sshd-ldap,573,0,0.08726003490401396,0.0,265,0.0
apache__mina-sshd_sshd-mina,573,0,0.08726003490401396,0.0,265,0.0
apache__mina-sshd_sshd-netty,597,0,0.10385259631490787,0.0,289,0.0
apache__mina-sshd_sshd-openpgp,3637,0,0.010448171569975254,0.0,3373,0.0
apache__mina-sshd_sshd-putty,3637,0,0.010448171569975254,0.0,3373,0.0
apache__mina-sshd_sshd-scp,524,0,0.06870229007633588,0.0,265,0.0
apache__mina-sshd_sshd-spring-sftp,530,0,0.07924528301886792,0.0,271,0.0
apache__openmeetings_openmeetings-core,47,1,0.0425531914893617,0.0,16,2.127659574468085
apache__openmeetings_openmeetings-install,16,0,0.0,0.0,16,0.0
apache__openmeetings_openmeetings-mediaserver,16,0,0.0,0.0,16,0.0
apache__openmeetings_openmeetings-screenshare,16,0,0.0,0.0,16,0.0
apache__openmeetings_openmeetings-tests,16,0,0.0,0.0,16,0.0
apache__openmeetings_openmeetings-util,16,0,0.0,0.0,16,0.0
apache__openmeetings_openmeetings-webservice,16,0,0.0,0.0,16,0.0
apache__ratis_ratis-client,9,0,0.6666666666666666,0.0,3,0.0
apache__ratis_ratis-examples,78,0,0.3333333333333333,0.0,31,0.0
apache__ratis_ratis-experiments,3,0,1.0,0.0,0,0.0
apache__ratis_ratis-grpc,29,0,0.5862068965517241,0.0,22,0.0
apache__ratis_ratis-metrics-api,6,0,0.5,0.0,3,0.0
apache__ratis_ratis-metrics-default,58,0,0.25862068965517243,0.0,11,0.0
apache__ratis_ratis-metrics-dropwizard3,58,0,0.25862068965517243,0.0,11,0.0
apache__ratis_ratis-netty,22,0,0.5909090909090909,0.0,16,0.0
apache__ratis_ratis-server-api,15,0,0.6,0.0,9,0.0
apache__ratis_ratis-shell,15,0,0.6,0.0,9,0.0
apache__ratis_ratis-tools,16,0,0.625,0.0,10,0.0
apache__rocketmq-dashboard_apache__rocketmq-dashboard,2975,1,0.02991596638655462,0.0,2929,0.03361344537815126
apache__shardingsphere-elasticjob_api,218,0,0.26605504587155965,0.0,218,0.0
apache__shardingsphere-elasticjob_boot-starter,110,0,0.19090909090909092,0.0,110,0.0
apache__shardingsphere-elasticjob_bootstrap,83,0,0.21686746987951808,0.0,83,0.0
apache__shardingsphere-elasticjob_core,110,0,0.19090909090909092,0.0,110,0.0
apache__shardingsphere-elasticjob_dataflow,83,0,0.21686746987951808,0.0,83,0.0
apache__shardingsphere-elasticjob_dingtalk,83,0,0.21686746987951808,0.0,83,0.0
apache__shardingsphere-elasticjob_elasticjob-example-springboot,377,0,0.7931034482758621,0.0,376,0.0
apache__shardingsphere-elasticjob_email,83,0,0.21686746987951808,0.0,83,0.0
apache__shardingsphere-elasticjob_http,83,0,0.21686746987951808,0.0,83,0.0
apache__shardingsphere-elasticjob_kernel,124,0,0.14516129032258066,0.0,83,0.0
apache__shardingsphere-elasticjob_lifecycle,83,0,0.21686746987951808,0.0,83,0.0
apache__shardingsphere-elasticjob_namespace,110,0,0.19090909090909092,0.0,110,0.0
apache__shardingsphere-elasticjob_normal,83,0,0.21686746987951808,0.0,83,0.0
apache__shardingsphere-elasticjob_rdb,83,0,0.21686746987951808,0.0,83,0.0
apache__shardingsphere-elasticjob_restful,1736,3,0.11923963133640553,0.0,735,0.1728110599078341
apache__shardingsphere-elasticjob_script,83,0,0.21686746987951808,0.0,83,0.0
apache__shardingsphere-elasticjob_simple,83,0,0.21686746987951808,0.0,83,0.0
apache__shardingsphere-elasticjob_util,141,0,0.2198581560283688,0.0,96,0.0
apache__shardingsphere-elasticjob_wechat,83,0,0.21686746987951808,0.0,83,0.0
apache__shardingsphere-elasticjob_zookeeper-curator,199,0,0.22110552763819097,0.0,154,0.0
apache__stormcrawler_ai,4,0,0.5,0.0,2,0.0
apache__stormcrawler_aws,26,0,0.0,0.0,26,0.0
apereo__java-cas-client_cas-client-core,1652,0,0.0006053268765133172,0.0,1591,0.0
apereo__java-cas-client_cas-client-support-distributed-ehcache,1554,0,0.0006435006435006435,0.0,1554,0.0
apereo__java-cas-client_cas-client-support-distributed-memcached,1554,0,0.0006435006435006435,0.0,1554,0.0
apereo__java-cas-client_cas-client-support-saml,1554,0,0.0006435006435006435,0.0,1554,0.0
apereo__java-cas-client_cas-client-support-springboot,1554,0,0.0006435006435006435,0.0,1554,0.0
apolloconfig__apollo_apollo-adminservice,51,0,0.23529411764705882,0.0,31,0.0
apolloconfig__apollo_apollo-assembly,27,0,0.3333333333333333,0.0,26,0.0
apolloconfig__apollo_apollo-audit-annotation,27,0,0.3333333333333333,0.0,26,0.0
apolloconfig__apollo_apollo-audit-api,27,0,0.3333333333333333,0.0,26,0.0
apolloconfig__apollo_apollo-audit-impl,39,0,0.48717948717948717,0.0,38,0.0
apolloconfig__apollo_apollo-audit-spring-boot-starter,27,0,0.3333333333333333,0.0,26,0.0
apolloconfig__apollo_apollo-biz,30,0,0.3,0.0,29,0.0
apolloconfig__apollo_apollo-build-sql-converter,32,0,0.4375,0.0,31,0.0
apolloconfig__apollo_apollo-common,324,0,0.27469135802469136,0.0,232,0.0
apolloconfig__apollo_apollo-configservice,291,0,0.17525773195876287,0.0,265,0.0
approvals__ApprovalTests.Java_approvaltests,112,0,0.0625,0.0,48,0.0
approvals__ApprovalTests.Java_approvaltests-tests,237,0,0.0,0.0,135,0.0
arquillian__arquillian-core_common,22,0,0.36363636363636365,0.0,14,0.0
arquillian__arquillian-core_container,428,2,0.12149532710280374,0.0,61,0.46728971962616817
arquillian__arquillian-core_core,428,0,0.12149532710280374,0.0,61,0.0
asciidoctor__asciidoctor-maven-plugin_asciidoctor-converter-doxia-module,43,0,0.13953488372093023,0.0,43,0.0
asciidoctor__asciidoctor-maven-plugin_asciidoctor-maven-commons,43,0,0.13953488372093023,0.0,43,0.0
asciidoctor__asciidoctor-maven-plugin_asciidoctor-maven-plugin,55,0,0.21818181818181817,0.0,55,0.0
asciidoctor__asciidoctor-maven-plugin_asciidoctor-parser-doxia-module,43,0,0.13953488372093023,0.0,43,0.0
asciidoctor__asciidoctor-maven-plugin_log-handler,136,0,0.08823529411764706,0.0,136,0.0
aws__serverless-java-container_aws-serverless-java-container-core,265,0,0.04150943396226415,0.0,152,0.0
aws__serverless-java-container_aws-serverless-java-container-jersey,196,0,0.07142857142857142,0.0,85,0.0
aws__serverless-java-container_aws-serverless-java-container-spring,196,0,0.07142857142857142,0.0,85,0.0
aws__serverless-java-container_aws-serverless-java-container-springboot3,98,0,0.12244897959183673,0.0,57,0.0
aws__serverless-java-container_graphql-pet-store,95,0,0.042105263157894736,0.0,95,0.0
aws__serverless-java-container_jersey-archetype-test,195,0,0.06153846153846154,0.0,85,0.0
aws__serverless-java-container_pet-store,159,0,0.025157232704402517,0.0,89,0.0
aws__serverless-java-container_pet-store-native,65,0,0.1076923076923077,0.0,60,0.0
aws__serverless-java-container_spring-archetype-test,44,0,0.13636363636363635,0.0,43,0.0
aws__serverless-java-container_springboot-archetype-test,156,0,0.07692307692307693,0.0,155,0.0
awspring__spring-cloud-aws_spring-cloud-aws-autoconfigure,511,0,0.162426614481409,0.0,470,0.0
awspring__spring-cloud-aws_spring-cloud-aws-core,173,0,0.09248554913294797,0.0,167,0.0
awspring__spring-cloud-aws_spring-cloud-aws-docker-compose,9,0,0.0,0.0,9,0.0
baomidou__lock4j_lock4j-core,120,0,0.25833333333333336,0.0,120,0.0
baomidou__lock4j_lock4j-redis-template-spring-boot-starter,5,0,1.0,0.0,5,0.0
baomidou__lock4j_lock4j-redisson-spring-boot-starter,425,0,0.1976470588235294,0.0,425,0.0
baomidou__lock4j_lock4j-test,595,0,0.1949579831932773,0.0,595,0.0
baomidou__lock4j_lock4j-zookeeper-spring-boot-starter,1022,0,0.036203522504892366,0.0,1018,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-active-record,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-assembly,155,0,0.07096774193548387,0.0,155,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-association,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-auto-fill-metainfo,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-crud,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-ddl-mysql,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-deluxe,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-dynamic-tablename,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-enum,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-execution-analysis,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-id-generator,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-id-string,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-jsonb,155,0,0.07096774193548387,0.0,155,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-logic-delete,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-mysql,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-no-spring,92,0,0.09782608695652174,0.0,92,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-optimistic-locker,216,0,0.05092592592592592,0.0,216,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-pagehelper,333,0,0.11711711711711711,0.0,333,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-pagination,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-performance-analysis,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-quickstart,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-quickstart-springmvc,92,0,0.09782608695652174,0.0,92,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-resultmap,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-sequence,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-sql-injector,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-tenant,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-typehandler,283,0,0.04240282685512368,0.0,146,0.0
baomidou__mybatis-plus-samples_mybatis-plus-sample-wrapper,106,0,0.08490566037735849,0.0,106,0.0
baomidou__mybatis-plus-samples_mybatis-plus-startup-analysis,327,0,0.0764525993883792,0.0,168,0.0
bastillion-io__Bastillion_bastillion-io__Bastillion,18,0,0.05555555555555555,0.0,1,0.0
bes2008__sqlhelper_sqlhelper-batchinsert,535,0,0.03177570093457944,0.0,224,0.0
bes2008__sqlhelper_sqlhelper-cli,3992,3,0.05911823647294589,0.0,2745,0.07515030060120241
bes2008__sqlhelper_sqlhelper-common,1334,0,0.029985007496251874,0.0,1024,0.0
bes2008__sqlhelper_sqlhelper-datasource,1461,6,0.05201916495550993,0.0,830,0.41067761806981523
bes2008__sqlhelper_sqlhelper-datasource-flyway,926,0,0.056155507559395246,0.0,617,0.0
bes2008__sqlhelper_sqlhelper-dbutils,2751,0,0.04616503089785533,0.0,1595,0.0
bes2008__sqlhelper_sqlhelper-ebean,1268,2,0.026025236593059938,0.0,226,0.15772870662460567
bes2008__sqlhelper_sqlhelper-hibernate,1268,4,0.026025236593059938,0.0,226,0.31545741324921134
bes2008__sqlhelper_sqlhelper-jfinal,1268,2,0.026025236593059938,0.0,226,0.15772870662460567
bes2008__sqlhelper_sqlhelper-jsqlparser,1268,45,0.026025236593059938,0.0,226,3.548895899053628
bes2008__sqlhelper_sqlhelper-mango,3014,25,0.019575315195753153,0.0,226,0.8294625082946251
bes2008__sqlhelper_sqlhelper-mybatis,2506,2,0.0762170790103751,0.0,1125,0.07980845969672785
bes2008__sqlhelper_sqlhelper-mybatis-over-pagehelper,1558,0,0.05455712451861361,0.0,1249,0.0
bes2008__sqlhelper_sqlhelper-mybatis-solon-plugin,4271,3,0.07024116132053383,0.0,2903,0.07024116132053383
bes2008__sqlhelper_sqlhelper-mybatis-spring-boot-starter,3664,0,0.08078602620087336,0.0,2903,0.0
bes2008__sqlhelper_sqlhelper-mybatis-spring-common,2796,2,0.08690987124463519,0.0,2148,0.07153075822603719
bes2008__sqlhelper_sqlhelper-mybatisplus,2332,2,0.08662092624356775,0.0,1723,0.08576329331046312
bes2008__sqlhelper_sqlhelper-mybatisplus-commons,312,0,0.038461538461538464,0.0,3,0.0
bes2008__sqlhelper_sqlhelper-mybatisplus-spring-boot-starter,4433,29,0.06135799684186781,0.0,3947,0.6541845251522671
bes2008__sqlhelper_sqlhelper-mybatisplus_2x,2203,0,0.09214707217430776,0.0,1555,0.0
bes2008__sqlhelper_sqlhelper-mybatisplus_2x-spring-boot-starter,1794,0,0.05852842809364549,0.0,1372,0.0
bes2008__sqlhelper_sqlhelper-springjdbc,1268,0,0.026025236593059938,0.0,226,0.0
bes2008__sqlhelper_sqlhelper-springjdbc-spring-boot-starter,2750,0,0.04581818181818182,0.0,2328,0.0
bes2008__sqlhelper_sqlhelper-tkmapper-spring-boot-starter,3664,0,0.08078602620087336,0.0,2903,0.0
binarywang__WxJava_weixin-java-qidian,925,0,0.5481081081081081,0.0,50,0.0
binarywang__WxJava_wx-java-channel-multi-solon-plugin,745,1,0.6805369127516778,0.0,197,0.1342281879194631
binarywang__WxJava_wx-java-channel-multi-spring-boot-starter,507,1,0.9112426035502958,0.0,0,0.19723865877712032
binarywang__WxJava_wx-java-channel-solon-plugin,745,1,0.6805369127516778,0.0,197,0.1342281879194631
binarywang__WxJava_wx-java-channel-spring-boot-starter,507,1,0.9112426035502958,0.0,0,0.19723865877712032
binarywang__WxJava_wx-java-cp-multi-solon-plugin,745,1,0.6805369127516778,0.0,197,0.1342281879194631
binarywang__WxJava_wx-java-cp-multi-spring-boot-starter,507,1,0.9112426035502958,0.0,0,0.19723865877712032
binarywang__WxJava_wx-java-cp-solon-plugin,745,1,0.6805369127516778,0.0,197,0.1342281879194631
binarywang__WxJava_wx-java-cp-spring-boot-starter,507,1,0.9112426035502958,0.0,0,0.19723865877712032
binarywang__WxJava_wx-java-miniapp-multi-solon-plugin,745,1,0.6805369127516778,0.0,197,0.1342281879194631
binarywang__WxJava_wx-java-miniapp-multi-spring-boot-starter,507,1,0.9112426035502958,0.0,0,0.19723865877712032
binarywang__WxJava_wx-java-miniapp-solon-plugin,745,1,0.6805369127516778,0.0,197,0.1342281879194631
binarywang__WxJava_wx-java-miniapp-spring-boot-starter,507,1,0.9112426035502958,0.0,0,0.19723865877712032
binarywang__WxJava_wx-java-mp-multi-solon-plugin,745,1,0.6805369127516778,0.0,197,0.1342281879194631
binarywang__WxJava_wx-java-mp-multi-spring-boot-starter,507,1,0.9112426035502958,0.0,0,0.19723865877712032
binarywang__WxJava_wx-java-mp-solon-plugin,745,3,0.6805369127516778,0.0,197,0.4026845637583893
binarywang__WxJava_wx-java-mp-spring-boot-starter,507,3,0.9112426035502958,0.0,0,0.591715976331361
binarywang__WxJava_wx-java-open-solon-plugin,745,1,0.6805369127516778,0.0,197,0.1342281879194631
binarywang__WxJava_wx-java-open-spring-boot-starter,507,1,0.9112426035502958,0.0,0,0.19723865877712032
binarywang__WxJava_wx-java-pay-solon-plugin,239,0,0.18828451882845187,0.0,197,0.0
binarywang__WxJava_wx-java-pay-spring-boot-starter,1,0,0.0,0.0,0,0.0
binarywang__WxJava_wx-java-qidian-solon-plugin,351,0,0.2336182336182336,0.0,219,0.0
binarywang__WxJava_wx-java-qidian-spring-boot-starter,113,0,0.3274336283185841,0.0,22,0.0
binarywang__java-emoji-converter_binarywang__java-emoji-converter,386,0,0.07772020725388601,0.0,53,0.0
binarywang__java-testdata-generator_binarywang__java-testdata-generator,610,0,0.1180327868852459,0.0,213,0.0
binarywang__weixin-java-miniapp-demo_binarywang__weixin-java-miniapp-demo,46,0,0.5869565217391305,0.0,37,0.0
biojava__biojava_biojava-aa-prop,31,0,0.03225806451612903,0.0,31,0.0
biojava__biojava_biojava-modfinder,31,0,0.03225806451612903,0.0,31,0.0
biojava__biojava_biojava-protein-disorder,31,0,0.03225806451612903,0.0,31,0.0
bonigarcia__mastering-junit5_junit4-cucumber,224,0,0.0,0.0,224,0.0
bonigarcia__mastering-junit5_junit5-assertions,4,0,0.0,0.0,0,0.0
bonigarcia__mastering-junit5_junit5-cucumber,224,0,0.0,0.0,224,0.0
bonigarcia__mastering-junit5_junit5-mockito,15,0,0.0,0.0,15,0.0
bonigarcia__mastering-junit5_junit5-spring-boot,43,0,0.13953488372093023,0.0,43,0.0
bonigarcia__mastering-junit5_junit5-spring-boot-rest,43,0,0.13953488372093023,0.0,43,0.0
bonigarcia__mastering-junit5_junit5-spring-boot-web,58,0,0.10344827586206896,0.0,58,0.0
bonigarcia__webdrivermanager_bonigarcia__webdrivermanager,269,0,0.08550185873605948,0.0,265,0.0
bsommerfeld__pathetic_engine,15,0,0.0,0.0,15,0.0
bucket4j__bucket4j_bucket4j-benchmarks,671,2,0.21758569299552907,0.0,257,0.29806259314456035
bucket4j__bucket4j_bucket4j-caffeine,463,0,0.21814254859611232,0.0,137,0.0
bucket4j__bucket4j_bucket4j-coherence,463,0,0.21814254859611232,0.0,137,0.0
bucket4j__bucket4j_bucket4j-db2,463,0,0.21814254859611232,0.0,137,0.0
bucket4j__bucket4j_bucket4j-hazelcast,470,0,0.22127659574468084,0.0,143,0.0
bucket4j__bucket4j_bucket4j-hazelcast-4,470,0,0.22127659574468084,0.0,143,0.0
bucket4j__bucket4j_bucket4j-ignite,2047,0,0.07962872496336101,0.0,137,0.0
bucket4j__bucket4j_bucket4j-infinispan,6071,0,0.13358590018118927,0.0,5051,0.0
bucket4j__bucket4j_bucket4j-jcache,2047,0,0.07962872496336101,0.0,137,0.0
bucket4j__bucket4j_bucket4j-jedis,2231,0,0.3662034961900493,0.0,1190,0.0
bucket4j__bucket4j_bucket4j-lettuce,2231,0,0.3662034961900493,0.0,1190,0.0
bucket4j__bucket4j_bucket4j-mariadb,679,0,0.22091310751104565,0.0,137,0.0
bucket4j__bucket4j_bucket4j-mssql,463,0,0.21814254859611232,0.0,137,0.0
bucket4j__bucket4j_bucket4j-mysql,463,0,0.21814254859611232,0.0,137,0.0
bucket4j__bucket4j_bucket4j-oracle,463,0,0.21814254859611232,0.0,137,0.0
bucket4j__bucket4j_bucket4j-postgresql,463,0,0.21814254859611232,0.0,137,0.0
bucket4j__bucket4j_bucket4j-redis-common,463,0,0.21814254859611232,0.0,137,0.0
bucket4j__bucket4j_bucket4j-redisson,2231,0,0.3662034961900493,0.0,1190,0.0
bucket4j__bucket4j_common,463,0,0.21814254859611232,0.0,137,0.0
bucket4j__bucket4j_current,463,0,0.21814254859611232,0.0,137,0.0
bucket4j__bucket4j_previous,463,0,0.21814254859611232,0.0,137,0.0
bupticybee__TexasHoldemSolverJava_bupticybee__TexasHoldemSolverJava,860,35,0.3302325581395349,0.0,100,4.069767441860465
casid__jte_jte,86,0,0.22093023255813954,0.0,86,0.0
casid__jte_jte-benchmark,167,0,0.23952095808383234,0.0,120,0.0
casid__jte_jte-extension-api,86,0,0.22093023255813954,0.0,86,0.0
casid__jte_jte-extension-api-mocks,86,0,0.22093023255813954,0.0,86,0.0
casid__jte_jte-hotreload-test,85,0,0.2235294117647059,0.0,85,0.0
casid__jte_jte-jsp-converter,155,0,0.15483870967741936,0.0,155,0.0
casid__jte_jte-jsp-converter-jakarta,88,0,0.22727272727272727,0.0,86,0.0
casid__jte_jte-kotlin,86,0,0.22093023255813954,0.0,86,0.0
casid__jte_jte-maven-plugin,129,0,0.2558139534883721,0.0,122,0.0
casid__jte_jte-models,86,0,0.22093023255813954,0.0,86,0.0
casid__jte_jte-native-resources,86,0,0.22093023255813954,0.0,86,0.0
casid__jte_jte-runtime,86,0,0.22093023255813954,0.0,86,0.0
